AREA;REGIONE;PROVINCIA;2021_CodCom;NTN 2021 fino a 50 mq;NTN  2021 50 -| 85 mq;NTN 2021 85 -| 115 mq;NTN  2021 115 -| 145 mq;NTN  2021 oltre 145 mq;NTN 2021
Nord Est;Friuli- Venezia Giulia;PN;H609;1;10;10;15;24,75;60,75
Nord Est;Veneto;VR;H610;3;3;3;3;7;19
Nord Ovest;Lombardia;PV;H614;1;0;3;0;3,5;7,5
Nord Ovest;Lombardia;BG;H615;11,5;40,83;10,5;11,33;6;80,16
Centro;Lazio;RM;H618;1;2;1;2;0;6
Nord Est;Veneto;RO;H620;41,57;145,42;184,46;139,57;188,16;699,18
Sud;Calabria;CS;H621;0;3;2;0;5;10
Nord Est;Veneto;PD;H622;0;20;15;15,9;19;69,9
Nord Ovest;Lombardia;MI;H623;44,5;227,86;128,25;31;22,72;454,33
Nord Est;Veneto;PD;H625;3;59,4;99,85;68,79;60,01;291,05
Nord Ovest;Piemonte;TO;H627;16;19,67;16;13;18;82,67
Nord Est;Emilia-Romagna;RE;H628;22;77;67,67;36;34;236,67
Nord Ovest;Lombardia;BS;H630;1;10;19;15,75;20,5;66,25
Nord Ovest;Piemonte;TO;H631;0;2;4;4;4;14
Sud;Puglia;LE;H632;11,75;12,18;10;13,75;15,5;63,18
Nord Ovest;Piemonte;CN;H633;0;2;2;1;1;6
Centro;Toscana;FI;H635;1;18,5;40;13;19;91,5
Sud;Basilicata;PZ;H641;0;2,33;6;1,33;2;11,66
Nord Est;Emilia-Romagna;RA;H642;4;36,17;33,5;34,33;56,5;164,5
Sud;Puglia;BA;H643;12,42;31,71;52;51,25;21,78;169,16
Sud;Campania;SA;H644;2;5;4;1;2;14
Sud;Puglia;BA;H645;35,89;76,34;102,63;58,59;29,25;302,7
Sud;Basilicata;PZ;H646;1,11;2;0;2,11;0,11;5,33
Centro;Lazio;LT;H647;18;96,83;97,02;44,5;46,23;302,58
Nord Ovest;Lombardia;BS;H650;1;6;6;8;11,67;32,67
Nord Ovest;Lombardia;MN;H652;0;1;8,5;10;31,25;50,75
Sud;Campania;SA;H654;0;0;0;0;0;0
Nord Est;Veneto;PD;H655;0;9;15;15;17,5;56,5
Nord Est;Friuli- Venezia Giulia;PN;H657;12;45,5;78,54;56,14;84,6;276,78
Centro;Lazio;RM;H658;9;35;15,5;18,5;35,31;113,31
Isole;Sardegna;NU;H659;0;0;0,25;0;1;1,25
Isole;Sardegna;NU;H661;1;0;0;1;2;4
Nord Ovest;Piemonte;BI;H662;2;7;13;1;3,5;26,5
Nord Ovest;Valle d'Aosta;AO;H669;2;14;7,49;4;8;35,49
Nord Ovest;Valle d'Aosta;AO;H670;1;3;1;1;1;7
Nord Ovest;Valle d'Aosta;AO;H671;2,67;9;5,67;2;5;24,34
Nord Ovest;Valle d'Aosta;AO;H672;0;1,33;1;0;0;2,33
Nord Ovest;Valle d'Aosta;AO;H673;5;3;4;1;0;13
Nord Ovest;Valle d'Aosta;AO;H674;4;9,83;10;4;4;31,83
Nord Ovest;Valle d'Aosta;AO;H675;2,5;4,52;1;2;0;10,02
Nord Ovest;Valle d'Aosta;AO;H676;25;34,54;13;9;5;86,54
Nord Ovest;Piemonte;AL;H677;0;2;0;3;6;11
Nord Est;Emilia-Romagna;BO;H678;3;32,5;47,83;18;32,53;133,86
Nord Ovest;Lombardia;CO;H679;1;2;1;2;0;6
Nord Ovest;Piemonte;BI;H681;0;2,67;1,5;3,5;5,67;13,34
Nord Est;Emilia-Romagna;PR;H682;5,67;18,67;27;15;17,67;84,01
Sud;Campania;SA;H683;0;7,5;9,33;16,33;8;41,16
Nord Ovest;Piemonte;TO;H684;0;4;0;1;0;5
Sud;Campania;SA;H686;2;2;0;3;0,5;7,5
Sud;Basilicata;MT;H687;1,75;2;2,5;1;3;10,25
Isole;Sicilia;TP;H688;0;2;6;4;8,5;20,5
Nord Est;Veneto;RO;H689;0;3;3;2;7,5;15,5
Nord Ovest;Piemonte;VC;H690;0;0;1;0;0;1
Nord Ovest;Piemonte;TO;H691;0;1,89;9;6;9;25,89
Sud;Molise;CB;H693;0;4;2;1,83;2,5;10,33
Nord Ovest;Piemonte;AL;H694;0;0,75;1,5;2,12;15,47;19,84
Nord Ovest;Piemonte;CN;H695;1;1;2;1;3;8
Nord Ovest;Lombardia;BS;H699;5;23,5;15;5,5;16;65
Isole;Sicilia;TP;H700;5;13;15,83;14,73;19,02;67,58
Nord Ovest;Lombardia;LO;H701;0;10;16;9,5;10;45,5
Nord Ovest;Piemonte;TO;H702;0;3;2;2;3;10
Sud;Campania;SA;H703;67,97;273,42;355,44;311,31;217,42;1225,56
Nord Ovest;Piemonte;CN;H704;0;0;2;0;2,5;4,5
Nord Est;Veneto;TV;H706;5,47;14,5;21,25;16,56;21,65;79,43
Nord Ovest;Piemonte;VC;H707;0;0;1;2;0;3
Sud;Puglia;LE;H708;3;10,33;18,66;15;10,5;57,49
Nord Ovest;Piemonte;CN;H710;0;0;2;1;5;8
Nord Est;Veneto;VR;H712;0;6;6,17;4,5;3;19,67
Centro;Lazio;RI;H713;0;5;2;3;2;12
Nord Est;Veneto;VR;H714;0;1,4;5,23;8,33;16,36;31,32
Sud;Abruzzo;PE;H715;0;0;0;2;0;2
Nord Ovest;Piemonte;CN;H716;0;0;2;1;4;7
Nord Ovest;Lombardia;BS;H717;9;63;59,5;37;43,83;212,33
Nord Est;Emilia-Romagna;PR;H720;77;104,67;138,26;49,34;76,06;445,33
Nord Ovest;Lombardia;VA;H723;1;4;7;3,67;7,3;22,97
Nord Est;Emilia-Romagna;RN;H724;0;24,72;13,25;11,39;12,5;61,86
Nord Ovest;Piemonte;VC;H725;1,07;5;12,34;6;10;34,41
Nord Ovest;Piemonte;BI;H726;0;4;2,25;2;11;19,25
Nord Ovest;Piemonte;CN;H727;14;61,51;73,12;48,61;62,02;259,26
Sud;Puglia;LE;H729;24,16;45,86;23,83;12,5;21,97;128,32
Sud;Basilicata;PZ;H730;4;2;3;0;0;9
Nord Ovest;Lombardia;CR;H731;1;5;3;7,5;7,5;24
Sud;Campania;SA;H732;0;1;0,5;0;1,5;3
Sud;Campania;AV;H733;1;1;3;1;1;7
Nord Ovest;Piemonte;TO;H734;2;1;0;0;0;3
Nord Est;Veneto;VE;H735;6,5;35,33;39,08;28,58;48,82;158,31
Nord Ovest;Lombardia;VA;H736;9;57,29;58,75;22,71;57,09;204,84
Isole;Sardegna;CA;H738;0;1,83;1;3;13,7;19,53
Isole;Sardegna;CA;H739;0;0;1,75;0;4,69;6,44
Isole;Sicilia;AG;H743;3;9;12;12;13,5;49,5
Centro;Toscana;PT;H744;3;10,83;6,5;9;14;43,33
Centro;Lazio;RM;H745;1;2,83;3;2;0;8,83
Nord Ovest;Piemonte;CN;H746;0;1;0;1;1;3
Sud;Puglia;BA;H749;1,75;11;5;3,83;9,64;31,22
Nord Ovest;Lombardia;SO;H752;3;4,5;1,5;1,22;9,83;20,05
Nord Ovest;Piemonte;TO;H753;0;4;3;6;4;17
Nord Ovest;Piemonte;CN;H755;19,58;30,33;9;2,5;6,33;67,74
Isole;Sardegna;OR;H756;0;0;0;2;6;8
Sud;Puglia;LE;H757;1;1;2;2;3;9
Nord Ovest;Lombardia;CO;H760;0;1;1;1,5;2;5,5
Nord Ovest;Liguria;IM;H763;64,59;59,68;7;3;3;137,27
Sud;Campania;BN;H764;5;7,75;7;8;9;36,75
Sud;Calabria;CS;H765;0;1;0;0;0;1
Isole;Sardegna;CA;H766;0;0;1;0;0;1
Nord Ovest;Lombardia;CR;H767;0;3;2;6,28;5;16,28
Nord Est;Veneto;RO;H768;0;1;5;3;6;15
Centro;Marche;AP;H769;79,22;284,28;225;128,39;99,84;816,73
Nord Ovest;Piemonte;CN;H770;0;0;0;0;3;3
Nord Ovest;Lombardia;MN;H771;0,09;8,67;14,88;12,5;28,25;64,39
Sud;Abruzzo;AQ;H772;6;16;6;3;5,83;36,83
Sud;Abruzzo;AQ;H773;1;2,86;0;0;1;4,86
Sud;Calabria;CS;H774;1;0;0;0;2,34;3,34
Nord Ovest;Piemonte;TO;H775;1;24;37;22,75;38,54;123,29
Nord Ovest;Piemonte;VB;H777;0;3;7;3;6;19
Isole;Sicilia;AG;H778;5;4;3;5;3;20
Centro;Lazio;FR;H779;0;0;0;0,5;0;0,5
Nord Ovest;Liguria;IM;H780;3;4;4,87;0;1;12,87
Nord Est;Veneto;TV;H781;4;35,5;43,92;27,83;34;145,25
Sud;Molise;CB;H782;0;0;0;0;0;0
Nord Est;Veneto;VR;H783;14;70;71;56,94;69,22;281,16
Sud;Abruzzo;CH;H784;1;5;2,5;4;4;16,5
Sud;Calabria;VV;H785;0;1,96;2;2,67;4,95;11,58
Nord Ovest;Piemonte;TO;H789;3;7;13;9;14;46
Centro;Toscana;SI;H790;0;1;7,53;0;4;12,53
Centro;Toscana;FI;H791;10;46,03;48,1;32,15;55,29;191,57
Isole;Sicilia;CL;H792;18,83;41,58;53,07;59,6;30,13;203,21
Sud;Puglia;LE;H793;2;20,95;13,17;17,33;26,5;79,95
Nord Est;Emilia-Romagna;MO;H794;5,5;48;28,08;13;10,75;105,33
Sud;Basilicata;PZ;H795;1;2;1;0;0;4
Sud;Basilicata;PZ;H796;1;2;1;2;1;7
Isole;Sicilia;PA;H797;3;13,05;6,5;3;15,5;41,05
Sud;Campania;CE;H798;4;4;8,27;5,29;19,78;41,34
Nord Ovest;Lombardia;PV;H799;0;0;4;0,5;0;4,5
Sud;Campania;SA;H800;3;11;19,17;13,17;11,83;58,17
Nord Est;Emilia-Romagna;RN;H801;4;40,95;16,5;8,5;11,5;81,45
Nord Ovest;Liguria;GE;H802;3;6;8,5;2;8;27,5
Nord Ovest;Lombardia;MI;H803;2;43;41,5;23,5;26,75;136,75
Nord Ovest;Piemonte;TO;H804;0;1;0;0;0;1
Isole;Sicilia;CT;H805;5;5,5;4,5;2,78;6;23,78
Sud;Calabria;CS;H806;0;4;0;0;0;4
Sud;Calabria;VV;H807;1;3;3;0;1;8
Sud;Basilicata;PZ;H808;1;2,25;3;0;1;7,25
Centro;Marche;PS;H809;5,5;22;16,5;8,5;22,5;75
Nord Ovest;Piemonte;AL;H810;2;0;2;3;2;9
Nord Ovest;Piemonte;AT;H811;2;14,33;17,33;11,67;47;92,33
Nord Ovest;Piemonte;CN;H812;1,56;8;3;1;2,78;16,34
Nord Ovest;Lombardia;PV;H814;0;1;2;3;6;12
Nord Ovest;Lombardia;CR;H815;0;2;1,5;1,25;3;7,75
Nord Est;Friuli- Venezia Giulia;UD;H816;2;17;16,63;25,5;35,27;96,4
Sud;Calabria;CS;H818;5;3;4;2;0,9;14,9
Sud;Abruzzo;AQ;H819;1;3;4,5;3;3;14,5
Nord Ovest;Piemonte;TO;H820;0;3;1;2;1,5;7,5
Nord Ovest;Piemonte;BI;H821;1;6;9,25;3,83;12,33;32,41
Sud;Puglia;BR;H822;1;2,8;7;6;12,25;29,05
Nord Est;Veneto;VE;H823;19,5;123,49;182,53;131,62;154,19;611,33
Centro;Lazio;FR;H824;5,83;9,84;3;2;5,5;26,17
Sud;Calabria;CS;H825;1;2;3;0;3;9
Sud;Puglia;LE;H826;2;9;4,5;12,08;15,17;42,75
Nord Ovest;Lombardia;MI;H827;30;188,89;157,95;71,32;48,92;497,08
Nord Est;Veneto;VI;H829;3;17;21;25,21;32,09;98,3
Sud;Basilicata;PZ;H831;1;7;8,33;2,75;1;20,08
Sud;Molise;CB;H833;2;3;0;2;0;7
Sud;Campania;CE;H834;15;13;13,5;23;28,3;92,8
Nord Est;Emilia-Romagna;MO;H835;5,46;25,25;29,76;27,17;44,59;132,23
Centro;Lazio;LT;H836;37,14;53,08;74,91;41,5;52,6;259,23
Nord Ovest;Lombardia;BS;H838;6,5;23,67;15,5;4,88;26,84;77,39
Sud;Puglia;FG;H839;12;26,55;34,33;21;24;117,88
Nord Ovest;Lombardia;CO;H840;2;34,67;28,33;30;22,17;117,17
Sud;Calabria;CS;H841;0;2;4;0;3,5;9,5
Isole;Sicilia;ME;H842;5;6,5;13;14;6;44,5
Nord Est;Veneto;TV;H843;0;18;12,5;16,5;26,58;73,58
Nord Ovest;Lombardia;LO;H844;0;3,5;9,5;5,5;7,22;25,72
Sud;Calabria;CZ;H846;3;1,5;1;1;0;6,5
Nord Ovest;Piemonte;TO;H847;0;7,5;18;10,5;27,5;63,5
Isole;Sardegna;SS;H848;21,5;23,5;7,5;6;13;71,5
Isole;Sicilia;ME;H850;3;4;5;0,5;2;14,5
Nord Ovest;Piemonte;CN;H851;0;0;5;3;15,05;23,05
Nord Ovest;Piemonte;CN;H852;0;8,5;10,07;5;3;26,57
Nord Ovest;Piemonte;TO;H855;0;7;10;7;22;46
Isole;Sardegna;CA;H856;6,61;4,74;12,25;15,5;23,1;62,2
Centro;Umbria;TR;H857;0;8,5;9;9,25;7;33,75
Nord Ovest;Lombardia;PV;H859;5,04;15;18,52;11;25;74,56
Sud;Campania;NA;H860;3;5;8,57;22,34;12,5;51,41
Nord Ovest;Piemonte;VC;H861;3;6;4;7;8;28
Nord Ovest;Piemonte;TO;H862;3;11;10;6;12;42
Nord Ovest;Lombardia;BS;H865;2;8,1;10;4;6;30,1
Sud;Molise;CB;H867;2;1;1;4;6,67;14,67
Nord Ovest;Lombardia;SO;H868;1,67;7;1;2;3;14,67
Nord Ovest;Lombardia;MN;H870;0;0;2;4;12,5;18,5
Nord Ovest;Lombardia;VA;H872;0;5;5;3;7,17;20,17
Nord Ovest;Piemonte;TO;H873;0;14;12;11;23,5;60,5
Centro;Toscana;SI;H875;5;21,5;20,5;12,5;18;77,5
Centro;Marche;MC;H876;2;0;6;7;12,08;27,08
Sud;Calabria;CS;H877;8;18,91;14,68;4;0;45,59
Nord Ovest;Piemonte;AL;H878;2;5;6;6;10,17;29,17
Centro;Lazio;FR;H880;2,25;3;6;1,5;5;17,75
Sud;Calabria;CS;H881;1;1;0;2;2;6
Sud;Puglia;TA;H882;2;10,5;20,5;41,5;16,33;90,83
Nord Ovest;Lombardia;MN;H883;4;35,75;37,84;39;38;154,59
Nord Ovest;Lombardia;MI;H884;8,5;43;32;9;21;113,5
Nord Ovest;Lombardia;PV;H885;0;0;0;4;5;9
Nord Est;Emilia-Romagna;PC;H887;3;10,5;19;6;20,75;59,25
Sud;Basilicata;MT;H888;2;2,5;2,25;2;0;8,75
Sud;Calabria;RC;H889;2;5;0;2,25;3;12,25
Nord Ovest;Piemonte;TO;H890;3;13;7;9;7,5;39,5
Nord Est;Friuli- Venezia Giulia;PN;H891;2;2;5;4;12;25
Sud;Campania;NA;H892;14;70,33;125,43;97,94;46,31;354,01
Nord Est;Veneto;PD;H893;2;23;31;13,5;41,49;110,99
Sud;Campania;BN;H894;3;8;33,5;37,17;32;113,67
Nord Est;Friuli- Venezia Giulia;UD;H895;1;20,06;30,56;13,17;22,37;87,16
Nord Est;Emilia-Romagna;BO;H896;1,07;46;94,4;50;30,21;221,68
Nord Est;Veneto;PD;H897;1;6,5;11;11,33;33,5;63,33
Sud;Campania;BN;H898;2;0,75;1;1,75;7,75;13,25
Nord Ovest;Piemonte;AT;H899;0;1;1;0;0;2
Nord Ovest;Piemonte;TO;H900;5,5;4;1;3;7;20,5
Centro;Toscana;AR;H901;18,44;58,17;70,64;51,72;20,22;219,19
Sud;Calabria;RC;H903;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;UD;H906;8;16;20;16;23,66;83,66
Sud;Campania;SA;H907;8;16,33;8,33;6,14;4,17;42,97
Nord Ovest;Lombardia;BG;H910;1,45;11,62;14,25;10,75;9,48;47,55
Nord Ovest;Lombardia;MN;H912;0,76;3;1;0;3,75;8,51
Centro;Lazio;VT;H913;5;2;2;0;1;10
Isole;Sicilia;AG;H914;10,33;13,58;16,42;9,51;8,92;58,76
Nord Est;Veneto;VR;H916;2;11;9;14,5;8,65;45,15
Centro;Lazio;FR;H917;1,67;7,93;3,61;3,5;3,78;20,49
Nord Ovest;Lombardia;CR;H918;0,5;3;5;6;12,83;27,33
Sud;Calabria;CS;H919;6,17;25,43;23;20,2;22,01;96,81
Sud;Molise;CB;H920;0;2;3;2;2;9
Nord Est;Emilia-Romagna;RN;H921;5;19,5;23;27,25;17,25;92
Isole;Sicilia;CT;H922;1;19,37;56;65,84;90,81;233,02
Sud;Abruzzo;CH;H923;0;2;1,5;2;0;5,5
Nord Est;Veneto;VR;H924;4;71,13;106,78;85,08;68,17;335,16
Sud;Puglia;FG;H926;16,8;45,6;48,67;47,25;51,99;210,31
Sud;Molise;CB;H928;0,5;2,21;1;1;1,5;6,21
Sud;Molise;CB;H929;0;1;1;2,33;4,86;9,19
Nord Ovest;Lombardia;MI;H930;76,03;378,85;207,19;71,11;53,75;786,93
Sud;Campania;NA;H931;26,83;41,57;22;16,21;25,33;131,94
Isole;Sicilia;PA;H933;2;9;7;10;21,33;49,33
Centro;Umbria;PG;H935;3;23,5;33;31;30,5;121
Nord Ovest;Piemonte;TO;H936;0;2;6;12;19,31;39,31
Centro;Toscana;FI;H937;10,42;5;8,34;6,5;2;32,26
Nord Est;Veneto;BL;H938;3;8,5;9;5,5;7;33
Sud;Campania;CE;H939;3;5;0;2;0;10
Isole;Sicilia;CT;H940;0;10,5;20,17;36,68;49,51;116,86
Sud;Calabria;VV;H941;0;0;3;1;2;6
Centro;Lazio;RM;H942;0;5;2;2;2;11
Sud;Campania;SA;H943;6;5,2;6,04;1,4;1,5;20,14
Nord Est;Veneto;VR;H944;0;7;10;7;15,17;39,17
Nord Est;Emilia-Romagna;BO;H945;28;184,6;156,6;63,33;78,39;510,92
Nord Est;Emilia-Romagna;RN;H949;2;4;6;6;6,42;24,42
Nord Est;Friuli- Venezia Giulia;UD;H951;0;1;1;1;2,33;5,33
Sud;Campania;BN;H953;1;2,67;4,9;1,65;6,67;16,89
Sud;Campania;BN;H955;1;2;0;0,5;5,5;9
Nord Ovest;Liguria;IM;H957;20,33;22,47;8,46;3,5;2;56,76
Centro;Marche;PS;H958;0;1;3;1;13,18;18,18
Sud;Calabria;RC;H959;1;7;2;5;2;17
Sud;Calabria;CS;H961;1;1;0;1;0;3
Sud;Calabria;CS;H962;0;1;2;3;4,79;10,79
Sud;Campania;BN;H967;1,92;1;2;4;2,63;11,55
Centro;Lazio;VT;H969;1;7,8;2,33;2;4;17,13
Sud;Calabria;RC;H970;0;0;0;0;0;0
Sud;Calabria;CS;H971;16;32;12,67;8;7,5;76,17
Sud;Campania;BN;H973;0;1;1;0;2;4
Isole;Sardegna;CA;H974;1;12,17;10,08;17,13;28,67;69,05
Sud;Campania;AV;H975;1;2;2;1;5;11
Sud;Calabria;CZ;H976;0;0;2;0;3;5
Sud;Campania;SA;H977;2;7;7;1;9,1;26,1
Sud;Campania;CE;H978;19;11,5;22;34;18,02;104,52
Centro;Marche;AN;H979;0;3;5;1;9,75;18,75
Sud;Calabria;CS;H981;0;12;6;9;8;35
Isole;Sicilia;ME;H982;3,83;0,83;1;3;2,78;11,44
Sud;Campania;BN;H984;0;1;4;1,67;8,17;14,84
Sud;Puglia;FG;H985;37,89;47,83;43,5;24;16,05;169,27
Sud;Puglia;FG;H986;3;1;0;2;1;7
Nord Ovest;Piemonte;AT;H987;0;1;1;1;5;8
Sud;Molise;CB;H990;12;6,2;14,5;4;3;39,7
Sud;Abruzzo;CH;H991;0;0;0;2;3;5
Sud;Calabria;CS;H992;0;1;0;1;1;3
Sud;Basilicata;PZ;H994;1;0;0;0;0;1
Nord Est;Veneto;RO;H996;2;7,66;4;9;17,4;40,06
Nord Ovest;Piemonte;TO;H997;0;0;0;0;2,33;2,33
Nord Est;Friuli- Venezia Giulia;PN;H999;2,5;1;3;1;9;16,5
Sud;Campania;BN;I002;0;0;1,06;2;4,83;7,89
Nord Est;Veneto;VR;I003;3;71,72;117,68;44,8;44,25;281,45
Nord Ovest;Lombardia;MN;I005;0;5;5;2;9,06;21,06
Nord Ovest;Lombardia;CR;I007;1;1,83;1;0;3;6,83
Nord Est;Veneto;PD;I008;7;21;27,8;22,57;56,11;134,48
Nord Est;Emilia-Romagna;RE;I011;4,33;37,5;24,1;18;38,33;122,26
Nord Ovest;Lombardia;LO;I012;1;16;17,42;9,5;4,5;48,42
Nord Ovest;Lombardia;PV;I014;8,5;31,67;28;16;13,79;97,96
Sud;Campania;AV;I016;9,75;10;8;4,5;17,67;49,92
Nord Ovest;Piemonte;AT;I017;0;2;0;3;12,83;17,83
Sud;Puglia;TA;I018;2;16,8;12;14,59;9,06;54,45
Sud;Campania;SA;I019;8,6;15,08;6,2;7,17;4;41,05
Sud;Molise;CB;I023;6,91;13;2;1;3;25,91
Nord Ovest;Piemonte;TO;I024;2;29,5;52,66;14,4;45,5;144,06
Nord Ovest;Piemonte;NO;I025;2;4;5,33;8,67;5,5;25,5
Sud;Calabria;KR;I026;0;3;4;1;2;10
Nord Est;Emilia-Romagna;FO;I027;9;34,5;41,5;43,67;36,67;165,34
Isole;Sicilia;PA;I028;1;1;3;4,83;8;17,83
Sud;Basilicata;MT;I029;2;2;0,33;0,33;0,5;5,16
Nord Ovest;Piemonte;TO;I030;14,83;101,34;99,4;27;59,17;301,74
Sud;Campania;SA;I031;4;7;15;0;4;30
Sud;Campania;SA;I032;1;0;1;0,5;1;3,5
Sud;Campania;AV;I034;0;1;3;4;6;14
Isole;Sicilia;CT;I035;6,37;5;8,5;2;6,25;28,12
Nord Ovest;Piemonte;CN;I037;2;10;8,5;4;6;30,5
Nord Est;Veneto;VE;I040;325,27;281,12;44;23,5;36,05;709,94
Sud;Puglia;BR;I045;6;8,58;12,23;4,75;10;41,56
Centro;Toscana;PI;I046;15,86;76;73,42;58,36;90,14;313,78
Nord Ovest;Lombardia;PV;I048;1;8,92;17;10,5;12,44;49,86
Sud;Campania;BN;I049;9;5,5;0;4;2;20,5
Nord Ovest;Lombardia;CO;I051;0;0;1;1;3;5
Nord Ovest;Piemonte;NO;I052;0;0;1;1;2,5;4,5
Sud;Puglia;BA;I053;5;11;37,5;20;10;83,5
Sud;Puglia;FG;I054;21,66;26,92;32,11;30,42;19,67;130,78
Sud;Campania;CE;I056;14,08;23,08;51,58;78,94;51,25;218,93
Sud;Calabria;KR;I057;0;1;0;0;1;2
Sud;Calabria;VV;I058;2;2;1;1;1;7
Sud;Puglia;LE;I059;7;27,39;23,67;15,5;7,17;80,73
Sud;Calabria;CS;I060;21;66,11;17;4,5;6;114,61
Sud;Campania;AV;I061;0;3;2;0;2;7
Sud;Campania;BN;I062;2;2;8;14;21;47
Nord Est;Veneto;BL;I063;1;3;4,2;2;3;13,2
Sud;Puglia;BR;I066;0;5;7;8,17;6,5;26,67
Centro;Marche;AN;I071;0;2;2;1;4;9
Sud;Puglia;FG;I072;7,88;8,17;8,01;7,5;8,59;40,15
Sud;Campania;NA;I073;2;7;2;8,34;6,76;26,1
Nord Ovest;Piemonte;AT;I076;1;1;1;0;10;13
Nord Ovest;Lombardia;BG;I079;3;17,09;30,34;12,5;17;79,93
Isole;Sicilia;ME;I084;1;5,34;3;4;6;19,34
Isole;Sicilia;ME;I086;3;6,33;3;2;6,5;20,83
Nord Est;Veneto;BL;I088;2,53;9,82;5,25;4,5;4,6;26,7
Sud;Campania;SA;I089;0;2;1;0;5;8
Nord Ovest;Piemonte;TO;I090;2;5;5;2;16,67;30,67
Nord Est;Friuli- Venezia Giulia;UD;I092;1;1;6;6;14;28
Sud;Calabria;CZ;I093;4;1,34;2;5;0;12,34
Sud;Calabria;CZ;I095;0;1;1;1;0;3
Sud;Molise;IS;I096;5,8;3;4;2;1;15,8
Isole;Sicilia;CT;I098;1,83;12,22;27,92;36,66;20,55;99,18
Sud;Calabria;RC;I102;0,5;0;0;0;2;2,5
Nord Est;Veneto;TV;I103;3,33;8;17;7,5;24,32;60,15
Nord Est;Veneto;VR;I105;0;12;9;7;21,08;49,08
Nord Est;Veneto;PD;I107;0;4;5;9;13,28;31,28
Sud;Calabria;CS;I108;0;0;1;1;2;4
Nord Est;Veneto;VR;I109;1,13;27;49,31;25,48;51,62;154,54
Nord Est;Emilia-Romagna;BO;I110;12;74,5;78,5;37,1;36;238,1
Sud;Campania;CE;I113;0,33;1,5;0,33;0;2;4,16
Sud;Calabria;CS;I114;0;1;4;2;8;15
Sud;Puglia;LE;I115;1,5;4;3,5;4;10;23
Nord Ovest;Piemonte;NO;I116;0;2,5;5,33;3,5;5,83;17,16
Nord Est;Veneto;VI;I117;0;2;0,88;2;4;8,88
Isole;Sardegna;CA;I118;0;3;4,47;4;1;12,47
Sud;Puglia;BR;I119;5;13,67;21,96;22,28;24;86,91
Nord Est;Veneto;PD;I120;2;13;11;9;12,5;47,5
Sud;Abruzzo;AQ;I121;0;0;0;1;0;1
Sud;Molise;CB;I122;1;1,5;2;0;3;7,5
Nord Est;Emilia-Romagna;RE;I123;2;27;21,5;6,5;29,67;86,67
Nord Est;Veneto;TV;I124;2;11;13;7,83;14,5;48,33
Centro;Lazio;RM;I125;4;19,5;8;5,5;5,5;42,5
Nord Ovest;Piemonte;TO;I126;0;1;1;1;2;5
Nord Est;Emilia-Romagna;MO;I128;0;3;9,5;7,92;7;27,42
Sud;Campania;AV;I129;2;1;1,17;1;6;11,17
Sud;Campania;CE;I130;0;0;1;0;3,44;4,44
Sud;Campania;CE;I131;7;14;27;33;16,5;97,5
Sud;Calabria;RC;I132;0;0;0;0;0;0
Nord Est;Emilia-Romagna;MO;I133;1,38;49;39,17;28;14;131,55
Centro;Toscana;SI;I135;1;9,5;12;4,5;10,83;37,83
Nord Est;Friuli- Venezia Giulia;PN;I136;1;8,33;6;35;50,75;101,08
Nord Ovest;Piemonte;TO;I137;0;5;13;10,8;24;52,8
Nord Ovest;Liguria;IM;I138;293,81;486,76;210,89;92,42;72,87;1156,75
Sud;Calabria;RC;I139;2;2;2;2;1;9
Nord Ovest;Lombardia;LO;I140;1;11,5;10;5;11,83;39,33
Centro;Toscana;LU;I142;0;4;0;2;2;8
Sud;Campania;SA;I143;1;0;2;2;3;8
Nord Ovest;Piemonte;AL;I144;1;18;6,5;6;31,6;63,1
Sud;Campania;BN;I145;0;0,5;4;2,63;7,04;14,17
Isole;Sicilia;ME;I147;0;0;3;2,5;0;5,5
Sud;Abruzzo;CH;I148;41;94,67;71,47;41,79;19,48;268,41
Nord Ovest;Piemonte;AL;I150;1;3;1;1;2;8
Sud;Campania;NA;I151;1;14;13,5;13;15;56,5
Nord Ovest;Piemonte;TO;I152;0;4;3;6;20;33
Nord Est;Emilia-Romagna;PR;I153;1;11;15,5;17;31,5;76
Nord Ovest;Piemonte;TO;I154;0;5,5;6,5;5;27;44
Centro;Toscana;AR;I155;4,5;26,67;41,5;54,25;45,9;172,82
Centro;Marche;MC;I156;8;17,67;34,42;21,92;33,68;115,69
Sud;Basilicata;PZ;I157;0;0;1;1;1,5;3,5
Sud;Puglia;FG;I158;55,2;134;158,27;122,32;103,64;573,43
Nord Ovest;Lombardia;CO;I162;25,49;18;9,67;6,49;7;66,65
Sud;Campania;AV;I163;1;1,67;1;3;1,78;8,45
Sud;Calabria;CZ;I164;1;12,93;2;1,5;2;19,43
Sud;Calabria;CS;I165;2;4;3;3;6,5;18,5
Isole;Sardegna;CA;I166;3;19,83;30;22,83;23,59;99,25
Nord Ovest;Lombardia;BG;I168;4,33;4;4,67;0,4;1;14,4
Isole;Sicilia;CL;I169;2;6,28;7;5;11,25;31,53
Sud;Calabria;CZ;I170;6;12;9;5;1;33
Sud;Calabria;CS;I171;0;1;2;2;3;8
Sud;Puglia;LE;I172;1;19;9,5;6,2;5,17;40,87
Isole;Sicilia;PA;I174;1;4;1;5;4;15
Nord Ovest;Lombardia;PV;I175;3,5;2,5;4;5,33;4;19,33
