AREA;Regione;prov;2021_CodCom;NTN_2021_Uffici;NTN_2021_Negozi_Lab;NTN_2021_Depositi_Comm_Autorimesse;NTN_2021_TCO_B04;NTN_2021_TCO_D02;NTN_2021_TCO_D05;NTN_2021_TCO_D08;NTN_2021_PRO;NTN_2021_AGR;;
Nord Ovest;Piemonte;AL;F814;0;3,5;4;0;0;0;2;0;0;;
Centro;Toscana;SI;F815;0;1;5;0;0;0;0;0;0;;
Sud;Puglia;LE;F816;0;1;6;0;0;0;0;0;0;;
Sud;Basilicata;PZ;F817;0;3;17,04;0;0;0;0;0;0;;
Isole;Sardegna;SS;F818;0;1;2;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BS;F820;0;0;8,33;0;0;0;0;1;0;;
Isole;Sardegna;CA;F822;0;0;0;0;0;0;0;0;0;;
Nord Est;Veneto;VE;F826;1;1;9,11;0;0;0;1;7;0;;
Nord Ovest;Lombardia;CO;F828;0;0;5,35;0;0;0;0;0;0;;
Nord Est;Veneto;VI;F829;1;2;8;0;0;0;0;3;0;;
Isole;Sicilia;CL;F830;0;3,5;24,61;0;0;0;0;0;0,17;;
Sud;Abruzzo;TE;F831;3;6;18,3;0;0;0;0;6;0;;
Nord Est;Friuli- Venezia Giulia;UD;F832;2;1;5;0;0;0;0;0;0;;
Nord Ovest;Piemonte;BI;F833;0;0;0,11;0;0;0;0;0;1;;
Nord Est;Veneto;VI;F838;0;2,5;7;0;0;0;0;0;0;;
Sud;Campania;NA;F839;163,08;747,61;437,68;0;24,94;0;34,03;47,32;0;;
Isole;Sardegna;OR;F840;0;0;3;0;0;0;0;0;0;;
Isole;Sardegna;CA;F841;0;0;0;0;0;0;0;0;1;;
Sud;Puglia;LE;F842;5,01;24,55;30,89;0;1,02;0;1;9;0;;
Sud;Calabria;VV;F843;0;0;1;0;0;0;0;0;0;;
Centro;Umbria;TR;F844;0;10,75;43,21;0;0;0;0,66;16;1;;
Isole;Sicilia;AG;F845;0;2;33,71;0;0;0;0;0;0;;
Nord Ovest;Piemonte;CN;F846;0;2;19;0;0;0;0;2;0;;
Nord Ovest;Liguria;SV;F847;0;0;0;0;0;0;0;0;0;;
Isole;Sicilia;ME;F848;0;3;8,72;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BS;F851;0;1;19,47;0;0;0;1;0;1;;
Sud;Abruzzo;AQ;F852;0;0;2;0;0;0;0;0;0;;
Centro;Lazio;RM;F857;0;0;2,25;0;0;0;0;0;0;;
Nord Ovest;Liguria;GE;F858;0;0;4,33;0;0;0;0;0;0;;
Nord Ovest;Piemonte;NO;F859;0;1;3,33;0;2;0;0;0;0;;
Nord Est;Veneto;VR;F861;4;7;51,33;0;0;0;1;4;1;;
Nord Ovest;Liguria;GE;F862;0;0;4;0;0;0;0;0;0;;
Nord Ovest;Piemonte;CN;F863;0;1;8;0;0;0;0;1;0;;
Nord Ovest;Lombardia;BG;F864;5;9,92;5,75;0;0;0;2;11,1;0;;
Centro;Lazio;RM;F865;0;1;3;0;0;0;0;0;0;;
Sud;Basilicata;PZ;F866;0;0;2,4;0;0;0;0;0;0;;
Isole;Sardegna;OR;F867;0;0;1;0;0;0;0;0;0;;
Centro;Lazio;VT;F868;1,33;6,67;24,37;0;0;0;0;3,6;3;;
Sud;Abruzzo;TE;F870;2;1;4;0;0;0;0;4,5;0;;
Centro;Lazio;RM;F871;0;0;7;0;0;0;0;0;0;;
Nord Est;Veneto;TV;F872;1;3,84;9;0;0;0;1;4;0;;
Nord Ovest;Lombardia;MI;F874;4;17;20,59;0;0;0;1;8,73;0;;
Centro;Lazio;RI;F876;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Lombardia;CO;F877;0;0;13,76;0;0;0;0;0;0;;
Nord Ovest;Piemonte;BI;F878;0;0;7,5;0;0;0;0;0;1;;
Centro;Lazio;RM;F880;3,5;15,84;56,75;0;0;0;0;1;0;;
Sud;Puglia;LE;F881;0;3;11,67;0;0;0;0;0;0;;
Nord Est;Emilia-Romagna;PR;F882;0;1;23;0;0;0;0;0;1;;
Nord Ovest;Piemonte;CN;F883;0;0;2;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BS;F884;0;0;3,89;0;0;0;0;0;0;;
Nord Ovest;Piemonte;NO;F886;0;1;5;0;0;0;0;0;0;;
Nord Ovest;Lombardia;LC;F887;0;3;0;0;0;0;0;5;0;;
Nord Ovest;Piemonte;TO;F889;2,34;11,34;47,68;0;0;1;2;13;0;;
Isole;Sicilia;CT;F890;0;4;14,98;0;0;0;0;0;0;;
Nord Ovest;Lombardia;PV;F891;0;0;1;0;0;0;1;0;0;;
Isole;Sicilia;EN;F892;1;5,33;24;0;0;0;0;0;0;;
Sud;Calabria;VV;F893;0;3;8,08;0;2;0;0;0;0;;
Nord Ovest;Piemonte;CN;F894;0;1;2;0;0;0;0;0;0;;
Nord Ovest;Piemonte;CN;F895;0;0;4;0;0;0;0;0;0;;
Nord Est;Friuli- Venezia Giulia;UD;F898;0;1;3;0;1;0;0;2;1;;
Isole;Sicilia;CL;F899;0;10,33;15,61;0;0;0;0;2;0;;
Isole;Sicilia;EN;F900;0;0;9,84;0;0;0;0;0;0,5;;
Isole;Sicilia;ME;F901;0;1;9,42;0;0;0;0;0;0;;
Nord Ovest;Piemonte;AT;F902;3;5,5;32,99;0;0;0;0;4;0;;
Nord Est;Veneto;VE;F904;4;9,5;23,5;0;0;0;1;1;2;;
Nord Ovest;Piemonte;TO;F906;0;0;3;0;0;0;0;0;0;;
Sud;Calabria;CS;F907;0;0;0;0;0;0;0;0;0;;
Sud;Abruzzo;PE;F908;0;1;1;0;0;0;0;1;0;;
Sud;Calabria;CZ;F910;0;2;2;0;0;0;0;0;0;;
Centro;Umbria;PG;F911;1;0;16,17;0;0;0;0;3;1;;
Sud;Campania;SA;F912;11;30,01;37,95;0;0;0;2;6;0;;
Sud;Campania;SA;F913;1;12,5;27,45;0;0;0;0;4;0;;
Nord Est;Emilia-Romagna;PR;F914;5;2;35,95;0;0;0;1;0;0;;
Sud;Puglia;BA;F915;2,5;9,56;33,5;0;0;0;1;5;6;;
Sud;Puglia;LE;F916;0;0;2;0;0;0;0;2;0;;
Sud;Basilicata;PZ;F917;0;0;4;0;0;0;0;0;0;;
Nord Est;Veneto;VR;F918;5;3,33;16,11;0;0;0;0;3;0;;
Nord Est;Veneto;VR;F921;0;2;9,58;0;0;0;5;13,36;6,75;;
Nord Est;Veneto;VI;F922;0;0;6;0;0;0;0;1;0;;
Sud;Puglia;BA;F923;0;10;31,3;0;0;0;0;2,1;1;;
Sud;Campania;NA;F924;28;21,17;40,25;0;2;0,25;24;11;0;;
Nord Ovest;Piemonte;TO;F925;0;4;14;0;0;0;0;0;0;;
Nord Ovest;Liguria;SV;F926;0;1;5,67;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;F927;0;0;3;0;0;0;0;0;0;;
Nord Est;Emilia-Romagna;MO;F930;5;9,75;23,72;0;0;0;4;5;0;;
Nord Ovest;Piemonte;TO;F931;0;2,5;11;0;0;0;0;5,5;0;;
Nord Ovest;Piemonte;VB;F932;0;0;1,5;0;0;0;0;1;0;;
Isole;Sardegna;NU;F933;0;0;0;0;0;0;0;0;0;;
Isole;Sardegna;OR;F934;0;0;0;0;0;0;0;0;0;;
Centro;Umbria;PG;F935;2;14,5;5,83;0;0;0;0;3;0;;
Centro;Lazio;LT;F937;0;1;4;0;0;0;0;0;0;;
Nord Ovest;Lombardia;MI;F939;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BG;F941;3;1;4;0;0;0;0;2;0;;
Sud;Abruzzo;TE;F942;0;2,75;14,17;0;0;0;0;3;0;;
Isole;Sicilia;SR;F943;2;14,33;59,26;0;1;0;0;2;12;;
Nord Ovest;Lombardia;MI;F944;5;10,06;35,37;0;0;0;0;4;0;;
Nord Ovest;Piemonte;TO;F948;0;0;2,07;0;0;0;0;0;0;;
Isole;Sicilia;ME;F951;0;0,5;2,75;0;0;0;0;0;0;;
Nord Ovest;Piemonte;NO;F952;26,34;53,74;82,57;0;0;0;18,83;36,75;1,33;;
Nord Ovest;Lombardia;MI;F955;1,5;23,88;14,72;0;0;0;1,5;6;0;;
Nord Ovest;Lombardia;SO;F956;0;0;5,71;0;0;0;0;2;0;;
Nord Est;Veneto;VI;F957;1;7;5,58;0;0;0;0;4;0;;
Nord Ovest;Lombardia;CO;F958;0;0;0;0;0;0;0;5;0;;
Nord Est;Emilia-Romagna;RE;F960;3;2,5;23,44;0;0;0;1;3,07;13,5;;
Nord Ovest;Piemonte;CN;F961;0;1;2;0;0;0;0;0;1;;
Nord Est;Veneto;PD;F962;11;14;6;0;0;0;2;1,25;0;;
Nord Est;Veneto;VE;F963;3;7;9;0;0;0;0;7;0;;
Nord Est;Veneto;VI;F964;6;5;25,92;0;0;1;2,55;3;1,18;;
Nord Ovest;Piemonte;AL;F965;4;13,1;27,17;0;0;0;7;11;2;;
Nord Est;Emilia-Romagna;MO;F966;0;6;11,83;0;0;0;2;6;3,32;;
Sud;Campania;SA;F967;0;0;1,5;0;0;0;0;0;0;;
Nord Ovest;Lombardia;MI;F968;0;0,5;1;0;0;0;1;1,5;0;;
Sud;Puglia;LE;F970;0;6;8,67;0;0;0;0;2;0;;
Nord Ovest;Piemonte;CN;F972;0;0;1;0;0;0;0;0;0;;
Isole;Sardegna;OR;F974;0;0;0;0;0;0;0;0;0;;
Isole;Sardegna;SS;F975;0;0;0;0;0;0;0;0,02;3;;
Isole;Sardegna;SS;F976;0;2;0;0;0;0;0;0;1;;
Isole;Sardegna;SS;F977;0;2;2;0;0;0;0;1;4;;
Centro;Marche;AN;F978;0;3;7,23;0;5;0;0;0;0;;
Isole;Sardegna;NU;F979;9;15,67;27,82;0;0;0;2;5;1;;
Isole;Sardegna;OR;F980;0;1;1;0;0;0;0;0;0;;
Isole;Sardegna;NU;F981;0;2;0;0;0;0;0;0;0;;
Isole;Sardegna;NU;F982;0;2;0;0;0;0;0;0;0;;
Isole;Sardegna;CA;F983;0;1,17;2;0;0;0;0;0;0;;
Isole;Sardegna;OR;F985;0;0;0;0;0;0;0;0;0;;
Isole;Sardegna;NU;F986;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Valle d'Aosta;AO;F987;1;1;10,5;0;0;0;0;0;3;;
Sud;Campania;AV;F988;0;1,07;12;0;0;0;1;0;0;;
Nord Ovest;Lombardia;BS;F989;2;4;6;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BS;F990;0;3;11,51;0;0;0;0;2,53;0;;
Isole;Sardegna;CA;F991;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Piemonte;BI;F992;0;1;3,5;0;0;0;0;3;0;;
Nord Ovest;Piemonte;BI;F993;0;2;6;0;0;0;0;1;0;;
Nord Est;Veneto;RO;F994;3;7,83;20;0;0;0;0;10;0;;
Nord Ovest;Piemonte;AL;F995;0;0;4;0;0;0;0;2;0;;
Sud;Abruzzo;AQ;F996;0;0;3;0;0;0;0;0;0;;
Nord Ovest;Piemonte;AL;F997;0;0;4,5;0;0;0;0;0;1;;
Nord Ovest;Piemonte;AL;F998;0;0;0;0;0;0;0;0;0;;
Nord Est;Veneto;TV;F999;5,5;7;15,48;0;0;0;1;7;0,25;;
Nord Ovest;Lombardia;BS;G001;1;0;5;0;0;0;0;0;0;;
Sud;Abruzzo;AQ;G002;0;0;0;0;0;0;0;0;0;;
Centro;Marche;AN;G003;0;2;9,5;0;0;0;0;0;2;;
Nord Ovest;Lombardia;CR;G004;0;1;4,17;0;0;0;0;2;0;;
Centro;Marche;AP;G005;0;3,25;10;0;0;0;0;2;2;;
Nord Ovest;Lombardia;BS;G006;1;2;18,33;0;0;0;0;0;2;;
Nord Ovest;Piemonte;VB;G007;0;1,04;2;0;0;0;0;0;0;;
Nord Ovest;Lombardia;VA;G008;1;0;3;0;0;0;2;1;0;;
Nord Ovest;Lombardia;LC;G009;3;3;15,94;0;0;0;2;8,15;0;;
Nord Ovest;Piemonte;TO;G010;0;0;6;0;0;0;0;0;0;;
Sud;Campania;SA;G011;0;1;8;0;0;0;0;0;0;;
Nord Ovest;Valle d'Aosta;AO;G012;0;0;0;0;0;0;0;0;0;;
Isole;Sardegna;SS;G015;31;61,51;41,76;0;2;0;8;14;2;;
Nord Ovest;Piemonte;VC;G016;0;0;5;0;0;0;0;0;0;;
Nord Ovest;Piemonte;VC;G018;0;0;4;0;0;0;0;0;0;;
Nord Ovest;Piemonte;NO;G019;4;2;35;0;0;0;0;7,5;0;;
Nord Ovest;Piemonte;NO;G020;0;1;3;0;0;0;0;4;0;;
Nord Ovest;Lombardia;PV;G021;0;0;0;0;0;0;0;0;0;;
Centro;Lazio;RM;G022;1;3,5;15,5;0;0;0;0;2;0;;
Sud;Campania;SA;G023;0;0;14,5;0;0;0;0;1;0;;
Nord Ovest;Lombardia;CO;G025;4;9;19,77;0;0;0;5;2,48;0;;
Nord Ovest;Lombardia;LC;G026;0;6;12,67;0;0;0;0;5,06;0;;
Nord Ovest;Lombardia;VA;G028;0;5,5;17;0;0;0;0;13,44;0;;
Nord Ovest;Lombardia;LC;G030;0;3;8,79;0;1;0;3;9;0;;
Isole;Sardegna;NU;G031;0;0;1;0;0;0;0;0;0;;
Nord Ovest;Lombardia;PV;G032;0;0;0;0;0;0;0;0;0;;
Sud;Calabria;CZ;G034;0;0;1;0;0;0;0;0;0;;
Isole;Sicilia;ME;G036;0;1;4;0;0;0;1;0;0;;
Sud;Basilicata;MT;G037;0;0;2,17;0;0;0;0;0;0;;
Sud;Campania;SA;G039;0;6;13,87;0;0;0;0;0;0;;
Nord Ovest;Lombardia;LC;G040;1;1;3,5;0;0;0;0;0;0;;
Nord Ovest;Liguria;IM;G041;0;0;1;0;0;0;0;0;0;;
Nord Ovest;Piemonte;AL;G042;0;0;0;0;0;0;0;0;0;;
Isole;Sardegna;OR;G043;0;0;1;0;0;0;0;0;0;;
Isole;Sardegna;NU;G044;0;1;2;0;0;0;0;0;0;;
Nord Ovest;Valle d'Aosta;AO;G045;0;0;4;0;0;0;0;0;0;;
Isole;Sardegna;SS;G046;0;1,67;3;0;0;0;0;0;1;;
Nord Ovest;Lombardia;CR;G047;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Piemonte;AT;G048;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BG;G049;0;0;1,75;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BG;G050;0;3,33;1,85;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BG;G054;0;0;0,22;0;0;0;0;0;0;;
Nord Ovest;Lombardia;CO;G056;0;0;1;0;0;0;0;2;0;;
Isole;Sardegna;NU;G058;0;0;0;0;0;0;0;0;2;;
Nord Ovest;Lombardia;BS;G061;0;0;2;0;0;0;0;0;0;;
Nord Ovest;Piemonte;VB;G062;3;7;24,56;0;0;1;0;11;0;;
Sud;Campania;SA;G063;0;0;2;0;0;0;0;0;0;;
Isole;Sardegna;NU;G064;0;1;1;0;0;0;0;0;0;;
Centro;Lazio;VT;G065;0;0;2;0;0;0;0;0;0;;
Nord Ovest;Piemonte;CN;G066;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BG;G068;0;0;3,12;0;0;0;0;0,15;0;;
Isole;Sardegna;NU;G070;0;0;0;0;0;0;0;0;0;;
Isole;Sardegna;NU;G071;0;0;0;0;0;0;0;1;0;;
Nord Ovest;Lombardia;BS;G074;0;0;0,33;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BG;G075;1;1;5;0;0;0;0;2;0;;
Nord Ovest;Liguria;SV;G076;0;0;1;0;0;0;0;0;0;;
Nord Ovest;Lombardia;MI;G078;4,5;19;13;0;2;0;0;8;0;;
Sud;Abruzzo;AQ;G079;0;0;4;0;0;0;0;0;0;;
Nord Est;Veneto;VR;G080;1;3;22,5;0;0;0;1;5;8;;
Sud;Basilicata;PZ;G081;0;1;7,67;0;0;0;0;0;0;;
Sud;Calabria;RC;G082;0;2;4,83;0;0;0;0;0;0;;
Isole;Sardegna;NU;G084;0;1;1,83;0;0;0;0;0;3;;
Sud;Molise;CB;G086;2;1;5;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;G087;7,33;9,67;28,45;0;0;0;2;10;0;;
Centro;Toscana;GR;G088;4;15;18,17;0;1;0;1;0;5;;
Centro;Toscana;PI;G090;0;0;2;0;0;0;0;0;0;;
Nord Ovest;Liguria;GE;G093;0;0;4,07;0;0;0;0;1;0;;
Nord Est;Veneto;VI;G095;0;1;11;0;0;0;1;4,5;3,5;;
Nord Ovest;Lombardia;LO;G096;0;0;1;0;0;0;2;0;0;;
Isole;Sardegna;NU;G097;0;0;1;0;0;0;0;0;0;;
Sud;Puglia;BR;G098;0;7;11,5;0;0;0;0;3;0;;
Sud;Abruzzo;AQ;G102;0;1;0;0;0;0;0;4;0;;
Nord Ovest;Lombardia;VA;G103;0;3,5;7,56;0;0;0;0;8,17;0;;
Nord Ovest;Lombardia;VA;G105;0;1;5,28;0;0;0;0;0;0;;
Nord Ovest;Lombardia;LO;G107;0;1;3,5;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BG;G108;2;1;3;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;G109;0;0;1;0;0;0;0;1;0;;
Sud;Calabria;CS;G110;0;0;2;0;0;0;0;0;0;;
Centro;Lazio;VT;G111;0;1;5;0;0;0;0;0;0;;
Isole;Sardegna;OR;G113;12,5;25;20,93;0;0;0;2;7;1;;
Nord Ovest;Piemonte;CN;G114;0;3,78;19,56;0;0;0;1;0;0;;
Nord Est;Veneto;TV;G115;0;5;2,17;0;0;0;2;2;0,5;;
Nord Ovest;Lombardia;MI;G116;0;1;8,06;0;0;0;0;2,02;0;;
Nord Ovest;Piemonte;VB;G117;0;0;10,5;0;0;0;0;5;0;;
Nord Ovest;Lombardia;BG;G118;0;0;8,4;0;0;0;0;0;0;;
Isole;Sardegna;NU;G119;0;4;4;0;0;0;0;0;0;;
Isole;Sardegna;NU;G120;0;0;0;0;0;0;0;0;0;;
Sud;Campania;SA;G121;0;0;3,5;0;0;0;0;0;0;;
Isole;Sardegna;NU;G122;0;0;1;0;0;0;0;0;1;;
Nord Est;Veneto;TV;G123;0,56;0;7,78;0;0;0;0;1;0;;
Nord Ovest;Piemonte;AL;G124;0;0;1;0;0;0;0;0;0;;
Sud;Puglia;FG;G125;0;0;1;0;0;0;0;2;0,03;;
Nord Ovest;Lombardia;CO;G126;1;0;1,66;0;0;0;0;0,02;1;;
Sud;Abruzzo;CH;G128;0;1;8,5;0;0;0;0;2;1;;
Sud;Calabria;CS;G129;0;0;1;0;0;0;0;1;0;;
Sud;Campania;CE;G130;4;7,84;16,21;0;0;0;0;1;0;;
Sud;Puglia;FG;G131;0;4;19,22;0;0;0;0;2;0;;
Isole;Sardegna;CA;G133;0;0;0;0;0;0;0;1;0;;
Nord Ovest;Piemonte;NO;G134;0;2;5;0;1;0;2;2;0;;
Centro;Lazio;VT;G135;0;10,5;25,25;0;0;0;0;0,02;0;;
Sud;Puglia;LE;G136;0;0;6,5;0;0;0;0;0;0;;
Centro;Marche;AP;G137;0;0;1,67;0;0;0;0;0;0;;
Centro;Toscana;AR;G139;0;0;4,25;0;0;0;0;0;0;;
Sud;Abruzzo;CH;G141;3;13,5;56,83;0;0;0;2;7;3;;
Sud;Abruzzo;AQ;G142;0;0;0;0;0;0;3;0;0;;
Nord Ovest;Liguria;SP;G143;1;1;10,67;0;0;1;1;4;0;;
Nord Ovest;Liguria;SV;G144;0;1;8;0;0;0;1;0;0;;
Sud;Abruzzo;AQ;G145;0;0;7;0;0;0;0;1;1;;
Isole;Sardegna;NU;G146;0;0;0;0;0;0;0;0;0;;
Isole;Sardegna;NU;G147;0;0;0;0;0;0;0;0;0;;
Centro;Umbria;TR;G148;1,5;13,5;56;0;1;0;1;4;7;;
Nord Ovest;Lombardia;BS;G149;7;2,5;20,5;0;0;0;0;4;5;;
Nord Ovest;Lombardia;BS;G150;0;1;3;0;0;0;0;3;0;;
Nord Ovest;Piemonte;TO;G151;0;0;5;0;0;0;1;0;0;;
Nord Ovest;Piemonte;TO;G152;0;0;6;0;0;0;0;1;1;;
Isole;Sardegna;SS;G153;0;1;2,83;0;0;0;0;0;3,42;;
Isole;Sardegna;NU;G154;0;0;0;0;0;0;0;0;0,5;;
Nord Ovest;Liguria;SV;G155;0;0;9;0;0;0;0;0;0;;
Isole;Sardegna;SS;G156;0;0;4,33;0;0;0;0;0;4;;
Centro;Marche;AN;G157;9;13;81,61;0;0;0;4;13,51;3;;
Isole;Sardegna;NU;G158;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BG;G159;2;2;5;0;0;0;0;16;0;;
Nord Ovest;Lombardia;BG;G160;3,4;13;9,52;0;0;0;1;3,05;0;;
Nord Ovest;Lombardia;LC;G161;0;4;6;0;0;0;0;11;0;;
Nord Est;Friuli- Venezia Giulia;UD;G163;2;1;2;0;0;0;0;3;0;;
Nord Ovest;Liguria;IM;G164;1;8;11,18;0;0;0;0;1;0;;
Sud;Campania;AV;G165;0;0;3;0;0;0;0;0;0;;
Nord Ovest;Lombardia;LO;G166;0;1;0;0;0;0;0;0;0;;
Nord Est;Veneto;PD;G167;0;2;6;0;0;0;0;1;12;;
Nord Est;Veneto;BL;G169;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BS;G170;4;7;25,43;0;0;0;2;10,13;3;;
Nord Ovest;Lombardia;LO;G171;1;0;0;0;0;0;0;2;0;;
Isole;Sardegna;SS;G178;0;5;4,67;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BS;G179;0;0;2,5;0;0;0;0;0;0;;
Nord Ovest;Lombardia;MI;G181;0;0;7,5;0;0;0;0;2;0;;
Nord Ovest;Piemonte;CN;G183;0;0;2;0;0;0;0;0;0;;
Nord Est;Emilia-Romagna;FE;G184;0;7;7,5;0;0;0;0;4;3;;
Nord Ovest;Lombardia;CR;G185;0;1,75;7;0;0;0;0;0;1;;
Nord Ovest;Lombardia;MN;G186;0;6,5;8,5;0;0;0;0;2;0;;
Sud;Puglia;BR;G187;3,25;21;102,38;0;2;1;0;5;1;;
Sud;Puglia;LE;G188;0;3,57;2,01;0;2;0;0;1,02;0;;
Centro;Umbria;TR;G189;0;0;6;0;0;0;0;0;0;;
Sud;Campania;NA;G190;3;7;23,07;0;0;0;1;0;0;;
Isole;Sardegna;NU;G191;0;1;2;0;0;0;0;8;0;;
Sud;Campania;SA;G192;0;0;2;0;0;0;0;0;0;;
Nord Ovest;Piemonte;AL;G193;0;0;7;0;0;0;0;0;0;;
Nord Ovest;Lombardia;PV;G194;0;0;4,5;0;0;0;0;0;0;;
Nord Est;Emilia-Romagna;PC;G195;0,5;0;4;0;0;0;0;1;0;;
Nord Ovest;Piemonte;TO;G196;0;1;20,47;0;0;0;0,06;2,12;0;;
Nord Ovest;Piemonte;AL;G197;0;10;26;0;0;0;0;8,02;0;;
Nord Est;Friuli- Venezia Giulia;UD;G198;0;0;20,99;0;0;0;0;0;1;;
Nord Ovest;Piemonte;AL;G199;0;1;8,5;0;0;0;1;1;2;;
Sud;Abruzzo;AQ;G200;0;0;3,06;0;0;0;0;0;0;;
Isole;Sardegna;NU;G201;0;1;0;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;G202;0;1;8;0;0;0;0;1;0;;
Isole;Sardegna;SS;G203;4;8,8;12,14;0;0;0;0;3;7,5;;
Nord Ovest;Piemonte;AL;G204;0;0;5;0;0;0;0;0;1;;
Nord Est;Emilia-Romagna;BO;G205;5,05;8;14;0;0;0;1;17,66;3;;
Nord Ovest;Lombardia;MI;G206;0;0;1,05;0;0;0;0;0;1;;
Isole;Sardegna;CA;G207;0;0;2;0;0;0;0;0;2;;
Isole;Sicilia;TP;G208;0;4,33;12,52;0;0;0;0;2;0;;
Isole;Sicilia;ME;G209;1;2;8;0;0;0;0;1;0;;
Sud;Abruzzo;AQ;G210;0;2;3;0;0;0;0;1;0;;
Isole;Sicilia;SR;G211;0;12;39,58;0;0;0;0;0;1;;
Centro;Umbria;PG;G212;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BS;G213;1;3;10,02;0;0,15;0;0,09;1,03;0;;
Nord Ovest;Piemonte;AL;G215;0;0;1;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BS;G217;0;0;1;0;0;0;0;4;0,75;;
Nord Ovest;Lombardia;LC;G218;1;1,07;2,18;0;0;0;0;3,08;0;;
Nord Ovest;Lombardia;MI;G220;7,73;35;44,77;0;0;0;1;20;0;;
Nord Ovest;Lombardia;CR;G222;0;2;2;0;0;0;0;0;1;;
Nord Ovest;Lombardia;LC;G223;1;5;12;0;0;0;0;6,17;0;;
Nord Est;Veneto;PD;G224;216,61;200,98;179,24;0;10;2;72,04;20;2;;
Isole;Sardegna;SS;G225;0;0;0;0;0;0;0;0;0;;
Sud;Campania;SA;G226;0;4;9;0;0;0;1;3;0;;
Sud;Campania;BN;G227;0;1;13,64;0;0;0;0;1;0;;
Nord Ovest;Piemonte;CN;G228;0;2;13,16;0;0;0;0;0,03;0;;
Nord Est;Veneto;TV;G229;0,01;13;21,06;0;0;1;1;7;0;;
Sud;Campania;SA;G230;7;27,83;35,79;0;0;0;3;3,17;0;;
Centro;Lazio;RI;G232;0;0;1;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BG;G233;0;0;1,19;0;0;0;0;1;0;;
Isole;Sicilia;ME;G234;0;0;2,5;0;0;0;0;0;0;;
Sud;Abruzzo;CH;G237;0;2;7,16;0;0;0;0;4;1;;
Nord Est;Friuli- Venezia Giulia;UD;G238;0;1;5;0;0;0;0;0;0;;
Nord Ovest;Piemonte;CN;G240;0;0;2,92;0;0;0;0;0;0;;
Nord Ovest;Lombardia;LC;G241;0;0;1;0;0;0;0;0;0;;
Sud;Campania;AV;G242;0;0;0;0;0;0;0;0;0;;
Sud;Campania;BN;G243;0;0;6;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BS;G247;0;0;1;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BS;G248;0;1;3;0;0;0;0;1;0;;
Nord Ovest;Lombardia;BG;G249;0;1;5,74;0;0;0;0;0;0;;
Nord Est;Emilia-Romagna;MO;G250;0;1;6,5;0;0;0;0;2;0;;
Sud;Puglia;TA;G251;1;4,23;17,75;0;0;0;0;0;0;;
Sud;Puglia;TA;G252;1;3;25,17;0;0;0;0;3;0;;
Isole;Sicilia;CT;G253;1,2;4,83;21,58;0;0;0;0,75;1;0;;
Centro;Toscana;PI;G254;0;0;16;0;0;0;0;0;0;;
Nord Est;Emilia-Romagna;PR;G255;0;1,5;7,33;0;0;0;0;0;2;;
Sud;Molise;CB;G257;0;3;10;1;0;0;0;1;0;;
Isole;Sardegna;SS;G258;4;7,5;8;0;0;0;1;0;0;;
Nord Ovest;Lombardia;BG;G259;0;0;9,05;0;0,5;0;0;2;0;;
Nord Ovest;Lombardia;CR;G260;0;2;4;0;0;0;0;1;0;;
Sud;Basilicata;PZ;G261;0;2;8,89;0;0;0;0;1;0;;
Nord Ovest;Piemonte;TO;G262;0;0;2;0;0;0;0;0;0;;
Isole;Sicilia;PA;G263;0;0,5;4;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BS;G264;2;21,5;22,14;0;0;0;3;18,2;1;;
Nord Ovest;Piemonte;VC;G266;0;0;15;0;0;0;0;0;0;;
Isole;Sicilia;SR;G267;0;3;12,13;0;0;0;0;0;0;;
Nord Est;Friuli- Venezia Giulia;UD;G268;0;1;3,5;0;0;0;0;0;0,66;;
Centro;Toscana;FI;G270;0;1;0;0;0;0;0;0;0;;
