AREA;Regione;prov;2014_CodFitt;NTN 2014 fino a 50 mq;NTN 2014 50 -| 85 mq;NTN 2014 85 -| 115 mq;NTN 2014 115 -| 145 mq;NTN 2014 oltre 145;NTN 2014
Nord Ovest;Lombardia;CR;A526;0;0;0;0;1;1
Nord Ovest;Lombardia;CR;A570;1;5;6;5,17;4,68;21,85
Nord Ovest;Lombardia;CR;A972;0;0;0;2;4;6
Nord Ovest;Lombardia;CR;A986;0;0;1,67;0;0;1,67
Nord Ovest;Lombardia;CR;B129;0;7;7,58;7,5;19;41,08
Nord Ovest;Lombardia;CR;B320;0;0;0;2;0;2
Nord Ovest;Lombardia;CR;B439;0;0;1,83;0;1;2,83
Nord Ovest;Lombardia;CR;B484;0;1;1;1;2;5
Nord Ovest;Lombardia;CR;B498;0;0;1;0;0,5;1,5
Nord Ovest;Lombardia;CR;B650;3;5;5;4,5;3;20,5
Nord Ovest;Lombardia;CR;B679;0;0;3;0;8;11
Nord Ovest;Lombardia;CR;B680;0;0;1;0;3;4
Nord Ovest;Lombardia;CR;B686;3;5;5,01;4,15;1,17;18,33
Nord Ovest;Lombardia;CR;B869;0;3;6;4,33;7,5;20,83
Nord Ovest;Lombardia;CR;B881;0;3,25;5;1,5;3;12,75
Nord Ovest;Lombardia;CR;B889;1;1;2;4;2;10
Nord Ovest;Lombardia;CR;B890;0;0;1;1;1;3
Nord Ovest;Lombardia;CR;B891;0;2,5;0;0;0;2,5
Nord Ovest;Lombardia;CR;B898;3,75;21;35,33;15,63;29,5;105,21
Nord Ovest;Lombardia;CR;B900;0;0;3,33;2;8;13,33
Nord Ovest;Lombardia;CR;B914;0;0;0;0;4,17;4,17
Nord Ovest;Lombardia;CR;C089;0;0;0;1;0;1
Nord Ovest;Lombardia;CR;C115;0;0;0,1;0;1,1;1,2
Nord Ovest;Lombardia;CR;C153;5;19,01;21,5;18,13;17,42;81,06
Nord Ovest;Lombardia;CR;C290;0;0;0;0,5;1,67;2,17
Nord Ovest;Lombardia;CR;C435;0;0;0;1;1;2
Nord Ovest;Lombardia;CR;C634;1;4,5;8;2,97;3,33;19,8
Nord Ovest;Lombardia;CR;C678;0;0;1;0;3;4
Nord Ovest;Lombardia;CR;C703;0;0;0,5;2,5;3;6
Nord Ovest;Lombardia;CR;D056;0;0;0;1;2,17;3,17
Nord Ovest;Lombardia;CR;D057;0;0;0;3;1,17;4,17
Nord Ovest;Lombardia;CR;D141;0;1;4,33;1,83;0,5;7,66
Nord Ovest;Lombardia;CR;D142;26,6;107,54;103,18;48,98;37,35;323,65
Nord Ovest;Lombardia;CR;D150;43,25;235,1;209,65;121,45;90,42;699,87
Nord Ovest;Lombardia;CR;D151;0;6,5;3,5;8;3,17;21,17
Nord Ovest;Lombardia;CR;D186;0;0;1;3,08;2;6,08
Nord Ovest;Lombardia;CR;D203;0;0;2;1;0;3
Nord Ovest;Lombardia;CR;D278;0;0;0;0;1;1
Nord Ovest;Lombardia;CR;D358;1,2;5,24;6,42;5;3,67;21,53
Nord Ovest;Lombardia;CR;D370;0;1;1;1;0,5;3,5
Nord Ovest;Lombardia;CR;D574;1;6;2;1;1;11
Nord Ovest;Lombardia;CR;D710;1;1;1;1;3,29;7,29
Nord Ovest;Lombardia;CR;D834;0;0;1;0;4;5
Nord Ovest;Lombardia;CR;D841;0;0;0;3;4;7
Nord Ovest;Lombardia;CR;D966;2;4;3;2;3;14
Nord Ovest;Lombardia;CR;D993;0;3;1,5;3;0;7,5
Nord Ovest;Lombardia;CR;E082;0;1;0;0;0;1
Nord Ovest;Lombardia;CR;E193;0;0;4;3,5;2,92;10,42
Nord Ovest;Lombardia;CR;E217;0;2;1,13;4,5;8,5;16,13
Nord Ovest;Lombardia;CR;E272;0;3;2;1;4,83;10,83
Nord Ovest;Lombardia;CR;E356;0;1;0;0;2;3
Nord Ovest;Lombardia;CR;E380;0;4;6,75;4,5;2,83;18,08
Nord Ovest;Lombardia;CR;E793;3;9;2;7,75;6,25;28
Nord Ovest;Lombardia;CR;E843;0;3;4;1;1;9
Nord Ovest;Lombardia;CR;E983;0;6,5;3;3;4,5;17
Nord Ovest;Lombardia;CR;F434;1,33;6,31;2,25;2,61;2,5;15
Nord Ovest;Lombardia;CR;F681;0;7,9;5;4;3,33;20,23
Nord Ovest;Lombardia;CR;F761;0;0;0;0;0;0
Nord Ovest;Lombardia;CR;F771;0;0;0;2;1;3
Nord Ovest;Lombardia;CR;G004;0,28;9,28;12,28;7,67;10,5;40,01
