AREA;Regione;prov;2014_CodFitt;NTN_2014_Uffici;NTN_2014_Negozi_Lab;NTN_2014_Depositi_Comm;NTN_2014_TCO_B04;NTN_2014_TCO_D02;NTN_2014_TCO_D05;NTN_2014_TCO_D08;NTN_2014_PRO;NTN_2014_AGR
Nord Ovest;Lombardia;BG;E370;0;1;0;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;E422;2;1;1,89;0;0;0;1;2,08;0
Nord Ovest;Lombardia;BG;E509;0;2;8,25;0;0;0;0;2;0
Nord Ovest;Lombardia;BG;E524;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;E562;0;0;0,39;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;E640;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;E704;1;4;2,3;0;0;0;1;0;0
Nord Ovest;Lombardia;BG;E751;2;0;0,5;0;0;0;0;2;0
Nord Ovest;Lombardia;BG;E770;3;0;2;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;E794;2;2;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;E901;0;0;4,11;0;1;0;0;7,1;0
Nord Ovest;Lombardia;BG;E987;2;1;8,24;0;0;0;1;6,1;1
Nord Ovest;Lombardia;BG;F085;0;0;0,5;0;0;0;2;4,1;0
Nord Ovest;Lombardia;BG;F186;0;0;1,5;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;F243;0;0;0,89;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;F276;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;F328;0;0;3,45;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;F547;0;0;4;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;F720;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;F738;1;1;3;0;0;0;0;4;0
Nord Ovest;Lombardia;BG;F786;0;0;1;0;0;0;2;1;0
Nord Ovest;Lombardia;BG;F791;1;3;4;0;0;0;0;6;0
Nord Ovest;Lombardia;BG;F864;1;2,51;2;0;0;0;0;1,76;0
Nord Ovest;Lombardia;BG;F941;0;2;3;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;G049;0;0;1,33;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;G050;0;1;3,77;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;G054;0;0;0,75;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;G068;0;0;2;0;0;0;0;0,04;0
Nord Ovest;Lombardia;BG;G075;1;1;0;0;0;0;1;2;0
Nord Ovest;Lombardia;BG;G108;0;0;1,5;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;G118;0;0;4;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;G159;0;1;6;0;0;0;2;5;0
Nord Ovest;Lombardia;BG;G160;1;12;4,5;0;0;0;0;3,05;0
Nord Ovest;Lombardia;BG;G233;0;0;5;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;G249;0;1;1,83;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;G259;0;2;4,1;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;G295;0;3;1;0;0;0;6;11;1,34
Nord Ovest;Lombardia;BG;G346;0;1;7,25;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;G350;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;G412;1;11;5;0;0;0;0;5;0
Nord Ovest;Lombardia;BG;G418;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;G564;0;0;0,33;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;G574;0;0;3;0;0;0;0;0,03;0
Nord Ovest;Lombardia;BG;G579;0;1;0;0;0;0;0;0,05;0
Nord Ovest;Lombardia;BG;G583;0;1;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;G588;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;G774;0;0;0;0;0;0;0;5;0
Nord Ovest;Lombardia;BG;G853;1;1,33;3,77;0;0;0;0;0,15;0
Nord Ovest;Lombardia;BG;G856;4;5,17;3,83;0;0;0;4;6,21;0
Nord Ovest;Lombardia;BG;G864;0;1;2,83;0;0;0;1;0;0
Nord Ovest;Lombardia;BG;G867;1;0;7;0;0;0;0;2;0,75
Nord Ovest;Lombardia;BG;G968;0;1;1,77;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;H020;0;1,34;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;H036;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;H046;1;1;1;0;0;0;0;4;0
Nord Ovest;Lombardia;BG;H091;0;0;0;0;0;0;0;0,17;0
Nord Ovest;Lombardia;BG;H176;1;1;4,67;0;0;0;1;0,02;0
Nord Ovest;Lombardia;BG;H177;0;1;1,5;0;0;0;0;0,01;0
Nord Ovest;Lombardia;BG;H331;0;0;2,7;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;H492;0;3;4;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;H509;5;8;13,92;0;0;0;0;1;1
Nord Ovest;Lombardia;BG;H535;0;0;0,25;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;H544;0;0;1,61;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;H584;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;H615;0;0;5,75;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;H910;1;0,6;7,17;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;I079;0;4,78;5,63;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;I168;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;I437;5;6;4;0;0;0;0;0,39;0
Nord Ovest;Lombardia;BG;I506;1;1;6,5;0;0;0;1;1;0
Nord Ovest;Lombardia;BG;I530;0;0,53;3,03;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;I567;0;0;1,44;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;I597;0;1;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;I628;2;10;10;0;0;0;1;7,31;0
Nord Ovest;Lombardia;BG;I629;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;I812;1;1;1;0;0;0;0;0,2;0
Nord Ovest;Lombardia;BG;I813;1;1;1,33;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;I830;1;4;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;I858;0;2,5;8,9;0;0;0;0;2,04;0
Nord Ovest;Lombardia;BG;I869;0;0;3;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;I873;0;1;4,66;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;I916;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;I919;3;3;6,22;0;0;0;0;2,08;0
Nord Ovest;Lombardia;BG;I951;2;2;8,05;0;0;0;0;5,03;0
Nord Ovest;Lombardia;BG;I986;0;0;0,75;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;I997;0;1;2,56;0;0;0;1;5;0
Nord Ovest;Lombardia;BG;L037;0;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;L073;0;1,66;2,91;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;L087;3;1;2,5;0;0;0;0;6;0
Nord Ovest;Lombardia;BG;L118;0;6;3;0;0;0;0;7,5;0
Nord Ovest;Lombardia;BG;L251;3;0;2;0;0;0;0;2,71;0
Nord Ovest;Lombardia;BG;L265;0;3;1,25;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;L276;0,54;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;L388;3;9,78;5,78;0;0;0;0;6;0
Nord Ovest;Lombardia;BG;L400;8,33;10;13,99;0;0;0;2;8;0
Nord Ovest;Lombardia;BG;L404;9,25;9;4,38;0;0;0;1;15,03;0
Nord Ovest;Lombardia;BG;L502;1;2;3,75;0;0;0;0;1;1
Nord Ovest;Lombardia;BG;L544;0;0;1;0;0;0;0;0,08;0
Nord Ovest;Lombardia;BG;L545;0;0;2;0;1;0;0;1,11;0
Nord Ovest;Lombardia;BG;L579;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;L623;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;L642;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;L655;1;1;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;L707;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;L752;1;1;4;0;0;0;0;8;0
Nord Ovest;Lombardia;BG;L753;0;4;3,38;0;0;0;2,17;2,18;0
Nord Ovest;Lombardia;BG;L795;1;1,5;2,5;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;L827;0;0;0;0;0;0;0;1,25;0
Nord Ovest;Lombardia;BG;L865;0;0;2;0;0;0;1;0;0
Nord Ovest;Lombardia;BG;L894;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;L929;0;0,2;0,67;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;L936;0;2;3,25;0;0;0;0;0,04;0
Nord Ovest;Lombardia;BG;L938;0;1;1,42;0;0;0;0;1,25;0
Nord Ovest;Lombardia;BG;M045;1;4;5,03;0;0;0;1;10,07;0
Nord Ovest;Lombardia;BG;M050;1;0;3;0;0;0;0;3;0
Nord Ovest;Lombardia;BG;M144;0;0;1;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;M147;0;1,5;6,47;0;0;0;0;4,04;0
Nord Ovest;Lombardia;BG;M184;0;5,25;12,1;0;0;0;0;1,17;0
Nord Ovest;Lombardia;BG;M333;1;2;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;M334;0;3,37;3,04;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;A034;0;0;0;0;0;0;0;1;0
Nord Ovest;Lombardia;BS;A060;4;2,11;3,25;0;0;0;0;5,84;0
Nord Ovest;Lombardia;BS;A082;0;1;1,83;0;0;0;0;0,03;0
Nord Ovest;Lombardia;BS;A188;0;0,99;4;0;0;0;0;2;0
Nord Ovest;Lombardia;BS;A288;1;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;A293;0;1;7,8;0;0;0;0;2;0
Nord Ovest;Lombardia;BS;A451;0;0;2,5;0;0;0;0;1;0
Nord Ovest;Lombardia;BS;A529;0;0;0;0;0;0;0;5;0
Nord Ovest;Lombardia;BS;A569;0;6;9,5;0;0;0;0;2,31;0
Nord Ovest;Lombardia;BS;A578;0;3;7,13;0;0;0;0;0,39;0
Nord Ovest;Lombardia;BS;A630;0;1;3;0;0;0;0;1;0
Nord Ovest;Lombardia;BS;A661;0;0;0;0;0;0;0;3;0
Nord Ovest;Lombardia;BS;A702;0;1;1;0;0;0;0;5;0
Nord Ovest;Lombardia;BS;A729;3;5;7;0;0;0;0;7,02;0
Nord Ovest;Lombardia;BS;A799;0;2;3,34;0;0;0;0;3;0
Nord Ovest;Lombardia;BS;A816;0;0;2;0;0;0;0;1;0
Nord Ovest;Lombardia;BS;A817;1;2;12,75;0;0;0;0;4;0
Nord Ovest;Lombardia;BS;A861;2;0;1;0;0;0;0;3;0
Nord Ovest;Lombardia;BS;A878;0;1,5;3;0;0;0;0;2;0
Nord Ovest;Lombardia;BS;B035;0;0,17;4,66;0;0;0;0;0;0,44
Nord Ovest;Lombardia;BS;B040;0;4,5;5,5;0;0;0;0;7;0
Nord Ovest;Lombardia;BS;B054;0;1;3,34;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;B091;3;1;7,67;0;0;0;0;1;0
Nord Ovest;Lombardia;BS;B100;3;2;1;0;0;0;0;3;0
Nord Ovest;Lombardia;BS;B102;1;1;5;0;0;0;0;1;0
Nord Ovest;Lombardia;BS;B120;0;0;2;0;0;0;0;0;1
Nord Ovest;Lombardia;BS;B124;0;0;0,83;0;0;0;1;0;0
Nord Ovest;Lombardia;BS;B149;2;2;2,5;0;0;0;1;2,03;0
Nord Ovest;Lombardia;BS;B157;127,5;107,66;98,76;0;0;2;15;38,1;0
Nord Ovest;Lombardia;BS;B184;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;B365;0;0;1;0;0;0;0;1;0
Nord Ovest;Lombardia;BS;B394;1;0,25;3;0;0;0;0;2,67;0
Nord Ovest;Lombardia;BS;B436;0;2;3;0;0;0;0;1;0
Nord Ovest;Lombardia;BS;B450;2;0;10,17;0;0;0;0;7,33;1
Nord Ovest;Lombardia;BS;B664;1;1;4;0;0;0;0;1;0
Nord Ovest;Lombardia;BS;B676;0;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;B698;1;0;1;0;0;0;0;1;2
Nord Ovest;Lombardia;BS;B711;3;4;6,8;0;0;0;0;7;0
Nord Ovest;Lombardia;BS;B817;1;5;9,5;0;0;0;3;2,03;0,22
Nord Ovest;Lombardia;BS;C055;2;9;9;0;0;0;1;5,96;0
Nord Ovest;Lombardia;BS;C072;0;1;3,07;0;0;0;0;1;0
Nord Ovest;Lombardia;BS;C208;3;2;7,5;0;0;0;1;2,01;0
Nord Ovest;Lombardia;BS;C293;2;3;4,5;0;0;0;1;9;0
Nord Ovest;Lombardia;BS;C330;0;0;2;0;0;0;0;2;0
Nord Ovest;Lombardia;BS;C332;0;0;3,72;0;0;0;0;0;0,96
Nord Ovest;Lombardia;BS;C408;6;2;7,17;0;0;0;0;7;0
Nord Ovest;Lombardia;BS;C417;0;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;C439;1;1;7;0;0;0;1;5;0
Nord Ovest;Lombardia;BS;C549;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;C585;2;2;10;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;C591;0;0;2,07;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;C618;4;8;20,77;0;0;0;0;2,01;3
Nord Ovest;Lombardia;BS;C685;0;0;0,96;0;0;0;0;2;0
Nord Ovest;Lombardia;BS;C691;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;C698;0;2;2;0;0;0;0;3,5;0
Nord Ovest;Lombardia;BS;C760;0;2;3;0;0;0;0;1;0
Nord Ovest;Lombardia;BS;C806;0;10,22;5,83;0;0;0;1;4,22;1
Nord Ovest;Lombardia;BS;C850;0;0;2,53;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;C883;0;0;4;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;C893;1;2;1;0;0;0;1;2,02;3
Nord Ovest;Lombardia;BS;C925;0;0;3;0;0;0;0;1,83;0
Nord Ovest;Lombardia;BS;C948;2,5;2;16,58;0;0;0;0;4;0
Nord Ovest;Lombardia;BS;D058;0;7;3,07;0;0;0;0;3;0
Nord Ovest;Lombardia;BS;D064;1;1;2,06;0;0;0;0;1,02;0
Nord Ovest;Lombardia;BS;D082;0;1;3;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;D251;5,56;15;14,1;0;0;0;0;5,02;0
Nord Ovest;Lombardia;BS;D270;0;0;3,9;0;0;0;0;2,03;0
Nord Ovest;Lombardia;BS;D284;6,13;13,9;18,11;0;1;1;1;7,05;1
Nord Ovest;Lombardia;BS;D391;2;1;10,56;0;0;0;0;1;1
Nord Ovest;Lombardia;BS;D421;0;8;7,83;0;0;0;0;6;0,1
Nord Ovest;Lombardia;BS;D434;0;1;6,25;0;0;0;1;3;0
Nord Ovest;Lombardia;BS;D576;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;D634;1;6;10;0;0;0;2;11,25;0
Nord Ovest;Lombardia;BS;D891;0;4;3,16;0;0;0;1;1,21;2
Nord Ovest;Lombardia;BS;D917;0;1;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;D918;5;2,33;3,58;0;0;0;0;9,06;0
Nord Ovest;Lombardia;BS;D924;0;1,33;4;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;D940;3;5;5;0;0;0;2;6,16;0
Nord Ovest;Lombardia;BS;D999;2;11,08;9,67;0;0;0;1;4;3
Nord Ovest;Lombardia;BS;E010;2;0;3,5;0;0;0;0;1;0
Nord Ovest;Lombardia;BS;E116;1;0;6,86;0;0;0;0;2;1
Nord Ovest;Lombardia;BS;E271;3;1;7,86;0;0;0;2;9;0
Nord Ovest;Lombardia;BS;E280;0;0;3,5;0;0;0;0;1;0
Nord Ovest;Lombardia;BS;E297;0;0;1;0;0;0;0;1;0
Nord Ovest;Lombardia;BS;E325;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;E333;3;5;5,3;0;0;0;1;0,2;0
Nord Ovest;Lombardia;BS;E364;0;1;0;0;0;0;0;3;0
Nord Ovest;Lombardia;BS;E497;0;0;2,67;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;E526;1;5;5,67;0;0;0;0;7;1,8
Nord Ovest;Lombardia;BS;E596;1;4;6;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;E652;0;0;6,5;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;E654;1;0;9,45;0;0;0;0;3;0
Nord Ovest;Lombardia;BS;E673;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;E698;0;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;E706;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;E738;4;15,5;19,15;0;0;1;0;16,55;0
Nord Ovest;Lombardia;BS;E787;0;0;0;0;0;0;1;0;0
Nord Ovest;Lombardia;BS;E841;0;0;2;0;0;0;0;4;0
Nord Ovest;Lombardia;BS;E851;0;0;4,5;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;E865;0;1;12,8;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;E883;9,15;5;3,65;0;0;0;2;0,45;0
Nord Ovest;Lombardia;BS;E884;4;1,66;8,62;0;0;2;0;6,1;0
Nord Ovest;Lombardia;BS;E928;4;0;1;0;0;0;0;2;0
Nord Ovest;Lombardia;BS;E961;0;0;4,78;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;E967;1;0;2;0;0;0;0;0;2,5
Nord Ovest;Lombardia;BS;F063;2;5,25;4,91;0;1;1;0;1,12;0
Nord Ovest;Lombardia;BS;F216;0;1;1;0;0;0;0;1;0
Nord Ovest;Lombardia;BS;F373;2;4;0,06;0;1,02;0;0;1;0
Nord Ovest;Lombardia;BS;F375;0;0;0;0;0;0;0;0;0,11
Nord Ovest;Lombardia;BS;F471;8;6;23,42;0;0;0;1;12,28;0,2
Nord Ovest;Lombardia;BS;F532;0;1;0,02;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;F672;0;0;9,83;0;0;0;0;8;0
Nord Ovest;Lombardia;BS;F680;2;6;6;0;0;0;0;1;0
Nord Ovest;Lombardia;BS;F806;0;0;1,75;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;F820;0;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;F851;0;3;3;0;0;0;0;2,05;0
Nord Ovest;Lombardia;BS;F884;2;2;4;0;0;0;0;1;0
Nord Ovest;Lombardia;BS;F989;0;1;4;0;0;0;0;2;0
Nord Ovest;Lombardia;BS;F990;2;3;4;0;0;0;0;0,07;0
Nord Ovest;Lombardia;BS;G001;0;0;1;0;0;0;1;1;0
Nord Ovest;Lombardia;BS;G006;0;2;9,65;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;G061;1;2;3,33;0;0;0;0;2;0
Nord Ovest;Lombardia;BS;G074;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;G149;2;1;6,61;0;0;0;0;0;2
Nord Ovest;Lombardia;BS;G150;1;4;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;G170;0;3;13,02;0;0;0;1;3,04;1
Nord Ovest;Lombardia;BS;G179;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;G213;4;1;16,2;0;2,04;0;0,01;0;0
Nord Ovest;Lombardia;BS;G217;0;1;2,5;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;G247;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;G248;0;3;4,5;0;0;0;0;4;0
Nord Ovest;Lombardia;BS;G264;2;14,92;10,5;0;0;0;0;8;0,25
Nord Ovest;Lombardia;BS;G327;4;10;3,17;0;0;0;0;4,06;0
Nord Ovest;Lombardia;BS;G354;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;G361;0;1;7,5;0;0;0;0;9;1
Nord Ovest;Lombardia;BS;G391;1;0;1;0;0;0;1;1;0
Nord Ovest;Lombardia;BS;G407;0;0;0;0;0;0;0;1;3
Nord Ovest;Lombardia;BS;G474;0;0;2,33;0;0;0;0;2;0
Nord Ovest;Lombardia;BS;G475;0;0;2,93;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;G529;0;0;4,38;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;G546;1;1;5;0;0;0;0;6;0
Nord Ovest;Lombardia;BS;G549;1;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;G710;2;7;11;0;0;0;0;11;1
Nord Ovest;Lombardia;BS;G779;1;1;4;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;G801;1;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;G815;0;0;2,5;0;0;0;0;0;0,06
Nord Ovest;Lombardia;BS;G818;0;1,33;3;0;0;0;0;1;2
Nord Ovest;Lombardia;BS;G844;0,61;0;5,09;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;G859;0;0;4,08;0;0;0;0;0;1
Nord Ovest;Lombardia;BS;G869;2;2;4,33;0;0;0;1;1;0
Nord Ovest;Lombardia;BS;G959;1;2,33;6,5;0;0;0,08;0;0;3
Nord Ovest;Lombardia;BS;G977;2;2;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;H043;0;0;2,6;0;0;0;0;1;0
Nord Ovest;Lombardia;BS;H050;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;H055;2;1;3;0;0;0;0;2;0
Nord Ovest;Lombardia;BS;H077;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;H078;1;3;6,5;0;0;0;2;3,01;0
Nord Ovest;Lombardia;BS;H086;3;0;4;0;0;0;2;0,04;0
Nord Ovest;Lombardia;BS;H140;0;0,12;8;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;H230;0;0;3;0;0;0;0;1;1
Nord Ovest;Lombardia;BS;H256;1;3,11;2,69;0;0;0;1;8,01;0
Nord Ovest;Lombardia;BS;H410;0;3;0;0;0;0;0;2;0
Nord Ovest;Lombardia;BS;H477;1;1;5,97;0;0;0;1;8;0
Nord Ovest;Lombardia;BS;H484;1;4;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;H525;0;11;7,5;0;0;0;1;4;0
Nord Ovest;Lombardia;BS;H598;3;17;10,17;0;0;0;0;5,03;0
Nord Ovest;Lombardia;BS;H630;1;3,13;2,5;0;0;0;0;4;0
Nord Ovest;Lombardia;BS;H650;1;1;0;0;0;0;0;3;0
Nord Ovest;Lombardia;BS;H699;0;1;1,13;0;0;0;0;2;0
Nord Ovest;Lombardia;BS;H717;6;8,5;15;1;1,5;0;0;0,33;0
Nord Ovest;Lombardia;BS;H838;0;1;6;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;H865;0;0;0;0;0;0;1;1;0
Nord Ovest;Lombardia;BS;I412;5;9;0;0;0;0;0;1,02;0
Nord Ovest;Lombardia;BS;I433;7;7;14,5;0;0;0;0;6,01;0
Nord Ovest;Lombardia;BS;I476;0;0;1,93;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;I588;1;0;0,42;0;0;0;0;2;0
Nord Ovest;Lombardia;BS;I607;0;1;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;I631;0;0;0;0;0;0;0;1;0
Nord Ovest;Lombardia;BS;I633;4;5;12;0;1,5;0;0;1;0
Nord Ovest;Lombardia;BS;I782;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;I831;1;0;3,5;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;L002;0;0;0,2;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;L094;3;0;3;0;0;0;0;0,05;0
Nord Ovest;Lombardia;BS;L169;0;0;1,33;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;L210;1;4;2;0;0;0;1;3;0
Nord Ovest;Lombardia;BS;L312;2;1;5,24;0;0;0;0,08;0,96;0
Nord Ovest;Lombardia;BS;L339;1;9;8,67;0;0;1;0;11,47;0
Nord Ovest;Lombardia;BS;L372;0;0;2,71;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;L380;0;1;3,33;0;0;0;0;4;1
Nord Ovest;Lombardia;BS;L406;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;L494;0;1;4;0;0;0;0;1;0
Nord Ovest;Lombardia;BS;L626;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;L777;2;1;9;0;0;0;0;5;0
Nord Ovest;Lombardia;BS;L778;0;1;0;0;0;0;1;0;0
Nord Ovest;Lombardia;BS;L812;0;0;4,25;0;0;0;0;10;0
Nord Ovest;Lombardia;BS;L816;0;0;2,5;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;L919;1;3;5,04;0;0;0;0;7,13;0
Nord Ovest;Lombardia;BS;L923;0;0;1,66;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;L995;1;2;6;0;0;0;0;2;0
Nord Ovest;Lombardia;BS;M065;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;M070;2;1;1,5;0;0;0;0;6;0
Nord Ovest;Lombardia;BS;M104;0;1;4,67;0;0;0;0;3,07;0
Nord Ovest;Lombardia;BS;M188;0;0;2,54;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;M312;2,5;7,5;21,67;0;0;0;1;8,49;1
Nord Ovest;Lombardia;CO;A143;0;0,5;4;0;0;1;0;10,36;0
Nord Ovest;Lombardia;CO;A153;0;2;6,3;0;0;0;0;3;1
Nord Ovest;Lombardia;CO;A164;0;0;3,17;0;0;0;0;1;0
Nord Ovest;Lombardia;CO;A224;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;A249;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;A319;0;1;0;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;A333;2;2;2,7;0;0;0;0;1;0
Nord Ovest;Lombardia;CO;A391;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;A430;0;1;2;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;A476;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;A670;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;A778;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;A791;0;2;0;0;0;0;0;1;0
Nord Ovest;Lombardia;CO;A870;0;1;3,5;0;0;0;0;2,03;0
Nord Ovest;Lombardia;CO;A898;1;1;4;0;0;0;2;0,45;0
Nord Ovest;Lombardia;CO;A904;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;A905;0;0;1,6;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;B134;1;0;4,5;0;0;0;1;2;0
Nord Ovest;Lombardia;CO;B144;0;1;2;0;0;0;0;1;0
Nord Ovest;Lombardia;CO;B172;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;B218;0,04;0;3,16;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;B262;0;2;2,5;0;0;0;0;3;0
Nord Ovest;Lombardia;CO;B313;0,06;2,56;4,36;0;0;0;0;0;0
