Area;Regione;Provincia;2024_CodCom;NTN 2024 fino a 50 mq;NTN 2024 50 -| 85 mq;NTN 2024 85 -| 115 mq;NTN 2024 115 -| 145 mq;NTN 2024 oltre 145 mq;NTN_2024
Nord Ovest;Piemonte;VC;H346;0;0;1;1;5;7
Nord Est;Friuli- Venezia Giulia;UD;H347;0;4;4;0;18,67;26,67
Sud;Basilicata;PZ;H348;1;6;2;0;2,36;11,36
Nord Est;Emilia-Romagna;PC;H350;2;21,5;27,66;11,83;17,96;80,95
Sud;Abruzzo;AQ;H353;17,52;31,69;9;2;2;62,21
Centro;Lazio;RI;H354;2;4;1;3;3,5;13,5
Nord Ovest;Piemonte;TO;H355;24,5;258,51;197,07;60;85,89;625,97
Nord Est;Veneto;VR;H356;0;8;8;8;6;30
Nord Ovest;Lombardia;CR;H357;25;59;35;16,4;14,2;149,6
Sud;Calabria;RC;H359;4;6;3;1;7;21
Nord Est;Veneto;VI;H361;35,76;111,79;35,58;17,5;16,45;217,08
Nord Ovest;Piemonte;CN;H362;2;5;2;3;0,5;12,5
Nord Ovest;Piemonte;CN;H363;0;0;0;1;2;3
Nord Ovest;Piemonte;VC;H364;0;0;2;2;2;6
Nord Ovest;Piemonte;VC;H365;0;7;8,67;4;12,67;32,34
Nord Ovest;Piemonte;AT;H366;0;0;0;0;3,5;3,5
Nord Ovest;Piemonte;TO;H367;0;3;12;7;11;33
Nord Ovest;Lombardia;PV;H369;5;20,75;30;12;21,33;89,08
Nord Ovest;Lombardia;MI;H371;2;15,67;14;5,9;15,33;52,9
Nord Ovest;Lombardia;CR;H372;0;2;3;5;13,38;23,38
Nord Ovest;Lombardia;MI;H373;7,5;25;17,75;10;12,5;72,75
Nord Ovest;Lombardia;PV;H375;1;1;0;0;1;3
Nord Ovest;Piemonte;AT;H376;0;2;2;0;5,5;9,5
Nord Ovest;Piemonte;CN;H377;8;13;6;3;3,33;33,33
Nord Ovest;Piemonte;CN;H378;20,5;20;0,72;0;5,5;46,72
Nord Est;Veneto;BL;H379;13;19,98;9,45;3;9;54,43
Isole;Sicilia;ME;H380;2;4;3;2;2;13
Sud;Campania;AV;H382;4,34;8;5,33;3;8,17;28,84
Sud;Calabria;KR;H383;0;0;1;0;1;2
Nord Est;Emilia-Romagna;PR;H384;1;0;8;8;11,73;28,73
Nord Ovest;Piemonte;CN;H385;1;3,25;1;4;4,25;13,5
Nord Ovest;Piemonte;TO;H386;10;18;16;3,58;13;60,58
Centro;Lazio;RM;H387;0;0;0;0;0;0
Sud;Abruzzo;AQ;H389;1;1;2;2;0;6
Centro;Marche;AP;H390;2,5;2,5;1;2,5;2;10,5
Nord Ovest;Piemonte;CN;H391;0;0;0;0;3;3
Nord Ovest;Piemonte;AT;H392;2;4;1;0;5;12
Centro;Lazio;FR;H393;4;4;1;0;5,5;14,5
Sud;Campania;SA;H394;3;5,5;10;11,17;8;37,67
Nord Ovest;Piemonte;CN;H395;1;5;1;3,95;10;20,95
Nord Ovest;Lombardia;PV;H396;0;0;0;0;0;0
Sud;Campania;CE;H398;0,63;1,5;2;2;4;10,13
Sud;Abruzzo;AQ;H399;4,5;15;6;6;2,5;34
Sud;Abruzzo;AQ;H400;10;30;9;1;1;51
Centro;Lazio;RM;H401;3;1,75;0;0;0;4,75
Sud;Abruzzo;AQ;H402;31,84;46,46;13;6;6,5;103,8
Sud;Calabria;KR;H403;1;4;3;4;5,5;17,5
Centro;Lazio;RM;H404;33,67;57;30,26;24,17;24,5;169,6
Isole;Sicilia;ME;H405;0;0;0;0;1;1
Nord Ovest;Piemonte;AL;H406;0;1;1;1;1;4
Nord Ovest;Piemonte;CN;H407;13,75;13;4;3,33;6,5;40,58
Sud;Calabria;RC;H408;0;0;0;0;0;0
Sud;Puglia;TA;H409;0;1;0;3;2;6
Nord Ovest;Lombardia;BS;H410;0;12,8;17;9;22,5;61,3
Centro;Lazio;RM;H411;2;4;2;1;2;11
Sud;Campania;SA;H412;4;4,5;5,5;3;0;17
Centro;Lazio;LT;H413;6;9,11;2;3;0,5;20,61
Nord Ovest;Piemonte;AL;H414;3;2;9;2,5;11,5;28
Sud;Calabria;CS;H416;7,5;18,33;13;6;4;48,83
Centro;Toscana;GR;H417;4;9,17;9,5;1,5;4;28,17
Isole;Sicilia;ME;H418;11;42,33;12,4;1;5,5;72,23
Sud;Molise;IS;H420;2;2;0;1;0;5
Centro;Lazio;LT;H421;0;1;2;1;0;4
Isole;Sicilia;PA;H422;0;1;3,33;1;4;9,33
Sud;Campania;CE;H423;2;3,63;4;2,17;5,13;16,93
Sud;Abruzzo;CH;H424;0;5;1;2;2,5;10,5
Sud;Abruzzo;PE;H425;0;5;3;0,5;2;10,5
Sud;Basilicata;PZ;H426;2;3,5;1;1;0;7,5
Centro;Lazio;RI;H427;2;3;4;1;2;12
Isole;Sicilia;PA;H428;0;3;4;3;1;11
Sud;Abruzzo;AQ;H429;3;2;2;0;0;7
Sud;Campania;SA;H431;5;9,5;13;25,8;20,04;73,34
Centro;Lazio;RM;H432;23,04;39;37,64;11,91;40,11;151,7
Sud;Campania;NA;H433;7;5;6,5;6,11;9,42;34,03
Sud;Abruzzo;AQ;H434;50,02;73,5;21,52;7,82;2;154,86
Sud;Campania;CE;H436;1;1;1,5;0;4;7,5
Nord Est;Emilia-Romagna;FO;H437;1;7,67;2,67;2,89;5;19,23
Sud;Campania;AV;H438;0;1;1;1;0;3
Sud;Abruzzo;CH;H439;2;5,5;6;3,25;4,39;21,14
Sud;Abruzzo;TE;H440;1;2;3;0;0;6
Centro;Lazio;RM;H441;3;4;0,22;1,83;1;10,05
Sud;Abruzzo;CH;H442;2;1;3;0;0;6
Centro;Lazio;FR;H443;1;10;5;9;15,5;40,5
Centro;Lazio;LT;H444;1;5,5;3;0;1;10,5
Sud;Molise;IS;H445;0;0;0;1;2;3
Centro;Lazio;RI;H446;6;8,33;2;2;5;23,33
Nord Ovest;Piemonte;CN;H447;0;3;1;1;1;6
Sud;Abruzzo;CH;H448;1;2;2;1;5;11
Centro;Toscana;GR;H449;17;41,5;49,58;25,83;18;151,91
Nord Ovest;Lombardia;PV;H450;1;0;1;3;1;6
Nord Ovest;Piemonte;AT;H451;0;0;2;1;5,25;8,25
Nord Ovest;Liguria;SV;H452;1;2;6,5;3,88;5,17;18,55
Nord Ovest;Piemonte;CN;H453;2;12;15,17;7;9;45,17
Sud;Molise;CB;H454;2;3;1;0,75;5;11,75
Isole;Sicilia;ME;H455;0;0;0;2;0;2
Sud;Calabria;RC;H456;3,5;15,67;13;11,67;8;51,84
Sud;Molise;IS;H458;4;6;0;0;1;11
Sud;Campania;CE;H459;0;1;1;0;0,5;2,5
Nord Ovest;Liguria;IM;H460;2;4;0;0;1;7
Nord Ovest;Liguria;SP;H461;7;4;7;3;2;23
Nord Ovest;Piemonte;CN;H462;0;1;0;0;0;1
Nord Ovest;Piemonte;AL;H465;0;0,5;0;0;1;1,5
Nord Ovest;Piemonte;AT;H466;0;0;0;1;4;5
Sud;Puglia;FG;H467;4;5;5,21;1;0,17;15,38
Nord Ovest;Piemonte;AT;H468;0;0;4;5,67;8,33;18
Nord Ovest;Lombardia;MI;H470;3;23,5;35;16;11,51;89,01
Nord Ovest;Piemonte;CN;H472;0;1;3;0;6;10
Nord Ovest;Piemonte;CN;H473;0;2;0;0;4;6
Nord Ovest;Piemonte;CN;H474;0;0;1;2;2;5
Nord Ovest;Lombardia;BS;H477;5;32;29,3;19,9;28,83;115,03
Nord Ovest;Lombardia;CO;H478;0;2;4;2;2;10
Isole;Sicilia;ME;H479;0;2;3,5;4;5;14,5
Sud;Puglia;FG;H480;45,78;52,6;31,72;11,67;5;146,77
Nord Ovest;Lombardia;MN;H481;0,33;4;11;10,47;16,75;42,55
Nord Ovest;Lombardia;BS;H484;2,5;15;7,5;9;13,4;47,4
Sud;Campania;SA;H485;2;0;2;0,5;2,67;7,17
Nord Ovest;Lombardia;LC;H486;3;6;15;9,5;11,18;44,68
Sud;Calabria;CS;H488;6;16;15;10;5,89;52,89
Sud;Calabria;RC;H489;0;2,67;2;1;0;5,67
Sud;Calabria;CS;H490;1;8,92;8;6,67;11,91;36,5
Nord Ovest;Lombardia;PV;H491;0;5;0,5;5;1;11,5
Nord Ovest;Lombardia;BG;H492;0,5;7,22;6,67;3,5;8,19;26,08
Nord Ovest;Lombardia;SO;H493;0;0,04;2;0;1,04;3,08
Centro;Lazio;RM;H494;1;8;2;1;1;13
Sud;Abruzzo;CH;H495;0;1,5;0,5;0;0;2
Nord Ovest;Valle d'Aosta;AO;H497;1;1;3,5;0;2;7,5
Nord Ovest;Piemonte;TO;H498;0;4;6;7;13;30
Nord Est;Emilia-Romagna;RE;H500;0;7;9;6,5;14,33;36,83
Centro;Lazio;RM;H501;3421,85;14427,09;9720,5;4239,4;3318,6;35127,44
Nord Ovest;Piemonte;NO;H502;0;7;12;7;13;39
Sud;Campania;SA;H503;1;0;0,5;0;0,5;2
Nord Ovest;Lombardia;PV;H505;1,17;3;4;4,33;2;14,5
Isole;Sardegna;SS;H507;0;0;0;0;0;0
Nord Ovest;Lombardia;CR;H508;2;7,5;5;7;11;32,5
Nord Ovest;Lombardia;BG;H509;25;105,05;123,69;39,77;32,67;326,18
Nord Ovest;Piemonte;TO;H511;0;7;11;5;11;34
Nord Est;Veneto;VI;H512;3,1;32,32;31,5;31,83;35,83;134,58
Sud;Calabria;VV;H516;2;2;6,5;2;2;14,5
Nord Ovest;Piemonte;NO;H518;4;30,5;34;7;17,67;93,17
Isole;Sicilia;ME;H519;4,6;30,24;19,5;10,5;9;73,84
Nord Est;Veneto;VR;H522;0,24;4,4;7;7;12,96;31,6
Nord Est;Veneto;TV;H523;6;46,5;31,53;44,83;46,22;175,08
Nord Ovest;Lombardia;BS;H525;9;41,5;32,59;11,25;24,28;118,62
Nord Ovest;Lombardia;PV;H527;1;17;4,5;2;0;24,5
Nord Ovest;Lombardia;MI;H529;7;27,5;20;10,31;8,5;73,31
Nord Est;Friuli- Venezia Giulia;UD;H533;2;1;8;2;15,5;28,5
Centro;Lazio;VT;H534;12,34;49,84;40,66;28,5;25,26;156,6
Nord Ovest;Lombardia;BG;H535;3;3,5;2,67;1,5;2,72;13,39
Nord Ovest;Liguria;GE;H536;1;17,08;20,41;12;3;53,49
Nord Ovest;Lombardia;MI;H537;4;24,75;20;9;10;67,75
Nord Ovest;Piemonte;BI;H538;0;5;2,5;4,5;8;20
Nord Ovest;Piemonte;TO;H539;3;6;3;1;2;15
Nord Est;Veneto;VR;H540;8;9,5;20,84;12,5;44,13;94,97
Nord Ovest;Lombardia;MN;H541;0;13;15,5;10,4;29,9;68,8
Nord Est;Emilia-Romagna;FO;H542;1;11;17,5;12;10,29;51,79
Nord Ovest;Lombardia;BG;H544;9;14;1;2;1;27
Nord Ovest;Liguria;GE;H546;1;3;0;0;0;4
Nord Ovest;Piemonte;TO;H547;1;3;13,89;5;5;27,89
Nord Ovest;Piemonte;VC;H549;6;3;2;3,5;5;19,5
Nord Ovest;Piemonte;BI;H553;0;5;1;3;10;19
Nord Ovest;Piemonte;TO;H554;2;2;3,11;1;4;12,11
Nord Ovest;Piemonte;TO;H555;17;5;8;4;6,8;40,8
Nord Est;Veneto;VI;H556;3,5;30;19,5;26,45;42,74;122,19
Sud;Calabria;RC;H558;4;8;8,86;6;14,14;41
Nord Ovest;Lombardia;PV;H559;0;0;4;5;2;11
Nord Ovest;Lombardia;MI;H560;5;39,5;20,5;9;8,75;82,75
Nord Ovest;Piemonte;BI;H561;1;4;1;1;4;11
Sud;Abruzzo;PE;H562;3;5;5;4,33;8,5;25,83
Sud;Campania;SA;H564;1;1;0;1;2;5
Sud;Calabria;CS;H565;5;8,8;3,5;11;2;30,3
Sud;Abruzzo;CH;H566;0;3,34;1;0;1,39;5,73
Sud;Puglia;FG;H568;1;4,67;0;1;1;7,67
Nord Ovest;Piemonte;AL;H569;0;0;1;1;10,67;12,67
Centro;Toscana;LI;H570;88,81;283,79;175,51;73,75;49,45;671,31
Sud;Calabria;CS;H572;28,5;38;21,67;2,5;3,5;94,17
Nord Est;Veneto;RO;H573;100,28;62,59;24,25;24,5;28,06;239,68
Isole;Sicilia;SR;H574;19,92;20,58;21,11;25,67;34,22;121,5
Centro;Marche;AN;H575;1;5,1;9,25;6;4;25,35
Nord Ovest;Piemonte;VC;H577;3,61;3,48;1;0;1,48;9,57
Nord Ovest;Piemonte;CN;H578;7;8;5,28;0,85;6;27,13
Nord Est;Veneto;VI;H580;0;11;22;8;23,5;64,5
Nord Ovest;Liguria;GE;H581;2;6;10,53;5;2,9;26,43
Nord Ovest;Piemonte;TO;H583;2,67;17,33;30,24;13,3;20,75;84,29
Nord Ovest;Lombardia;BG;H584;8,67;12,67;6,83;1,67;5;34,84
Sud;Calabria;CS;H585;0,5;2;0;0,5;2;5
Centro;Marche;AP;H588;0;1;1;0;3;5
Sud;Molise;CB;H589;0,75;3;2;0,5;2,25;8,5
Sud;Basilicata;PZ;H590;0;1;6;3,75;6,75;17,5
Sud;Basilicata;MT;H591;3;9,8;8,4;5;3,22;29,42
Sud;Campania;AV;H592;5;4,33;4;3,5;6;22,83
Nord Est;Emilia-Romagna;PC;H593;9,5;37,5;58,63;36,17;40;181,8
Nord Est;Veneto;VI;H594;3,92;5,83;0;0,5;0;10,25
Nord Ovest;Lombardia;BS;H598;11;67,63;85,4;41,3;64,3;269,63
Nord Ovest;Liguria;GE;H599;2;4,75;6,5;3;2;18,25
Nord Ovest;Lombardia;CO;H601;9;32;36,38;15,89;10,5;103,77
Nord Ovest;Lombardia;CO;H602;7;31,5;21,5;16;12,01;88,01
Nord Ovest;Lombardia;MN;H604;3;12;28,75;14,83;38,25;96,83
Nord Est;Veneto;VR;H606;0;3;4;9;10,44;26,44
Nord Est;Veneto;VR;H608;5;9;8;6,67;5,67;34,34
Nord Est;Friuli- Venezia Giulia;PN;H609;1;14,17;15,5;11;20,61;62,28
Nord Est;Veneto;VR;H610;0;1,8;2,8;0;6,8;11,4
Nord Ovest;Lombardia;PV;H614;0;3,5;0;4;4;11,5
Nord Ovest;Lombardia;BG;H615;8;38,05;19,83;5,5;10;81,38
Centro;Lazio;RM;H618;2;5,92;8,42;3,33;0;19,67
Nord Est;Veneto;RO;H620;47,35;182,82;203,09;110,1;151,41;694,77
Sud;Calabria;CS;H621;1;2;3;0;4;10
Nord Est;Veneto;PD;H622;0;7;8,5;10;8,75;34,25
Nord Ovest;Lombardia;MI;H623;47,5;273,5;151,4;39,5;27,33;539,23
Nord Est;Veneto;PD;H625;1;41;83,5;40,5;66,88;232,88
Nord Ovest;Piemonte;TO;H627;18;30,05;23;15;15,98;102,03
Nord Est;Emilia-Romagna;RE;H628;22;62,6;49,17;19,5;34,52;187,79
Nord Ovest;Lombardia;BS;H630;0;13;16,55;4,5;13,5;47,55
Nord Ovest;Piemonte;TO;H631;0;2;3,5;8;5;18,5
Sud;Puglia;LE;H632;3;9,2;19,39;13;13,5;58,09
Nord Ovest;Piemonte;CN;H633;0;0,66;0;1;1,66;3,32
Centro;Toscana;FI;H635;3;27;26,17;7,5;7;70,67
Sud;Basilicata;PZ;H641;2;4;3,5;2;2;13,5
Nord Est;Emilia-Romagna;RA;H642;3,5;40,75;30,84;26,45;43,86;145,4
Sud;Puglia;BA;H643;15,67;34,65;63,38;39,58;22,42;175,7
Sud;Campania;SA;H644;0;3,61;2;0,33;2,61;8,55
Sud;Puglia;BA;H645;41,67;68,62;63,29;39,75;27,03;240,36
Sud;Basilicata;PZ;H646;2,88;3,18;1;0;2;9,06
Centro;Lazio;LT;H647;8,33;117,33;79,34;36;37,71;278,71
Nord Ovest;Lombardia;BS;H650;1;5,5;10,15;4,89;13,57;35,11
Nord Ovest;Lombardia;MN;H652;0;3;7,38;7;22,83;40,21
Sud;Campania;SA;H654;1;1;1;0;1;4
Nord Est;Veneto;PD;H655;1;4;12,5;12,11;15,58;45,19
Nord Est;Friuli- Venezia Giulia;PN;H657;4;56,67;62,5;55,73;70,5;249,4
Centro;Lazio;RM;H658;3,25;16;24,16;14;24,78;82,19
Isole;Sardegna;NU;H659;0;0,06;0;0;4;4,06
Isole;Sardegna;NU;H661;0;0;0;1;3;4
Nord Ovest;Piemonte;BI;H662;3;13,76;13;1;6;36,76
Nord Ovest;Valle d'Aosta;AO;H669;1;2;0;3;5,6;11,6
Nord Ovest;Valle d'Aosta;AO;H670;1;1;0;3;0;5
Nord Ovest;Valle d'Aosta;AO;H671;1;4;3;2;5;15
Nord Ovest;Valle d'Aosta;AO;H672;1;6,5;0;0;1;8,5
Nord Ovest;Valle d'Aosta;AO;H673;0;1;0;0;1;2
Nord Ovest;Valle d'Aosta;AO;H674;5;12;13;6;6;42
Nord Ovest;Valle d'Aosta;AO;H675;2;1;4;0;3;10
Nord Ovest;Valle d'Aosta;AO;H676;28;33;17;7;6;91
Nord Ovest;Piemonte;AL;H677;0;1;2;0;4,67;7,67
Nord Est;Emilia-Romagna;BO;H678;5;34,5;24;11,5;28,03;103,03
Nord Ovest;Lombardia;CO;H679;0;5,5;1;2;2;10,5
Nord Ovest;Piemonte;BI;H681;0;1;3;1;10;15
Nord Est;Emilia-Romagna;PR;H682;2;14,53;25;10,67;27,83;80,03
Sud;Campania;SA;H683;4,33;7,55;10,75;6,75;14,48;43,86
Nord Ovest;Piemonte;TO;H684;0;5;5;0;1;11
Sud;Campania;SA;H686;0;1;3;1;5;10
Sud;Basilicata;MT;H687;0;2;2;0;2;6
Isole;Sicilia;TP;H688;0;0;5;0,5;1,5;7
Nord Est;Veneto;RO;H689;0;2;3;0;9;14
Nord Ovest;Piemonte;VC;H690;0;0;0;1;1;2
Nord Ovest;Piemonte;TO;H691;0;7;2;3;5;17
Sud;Molise;CB;H693;3,5;0,5;1;0;2,67;7,67
Nord Ovest;Piemonte;AL;H694;1;1;11,5;7,67;15,5;36,67
Nord Ovest;Piemonte;CN;H695;0;2;6;3;11;22
Nord Ovest;Lombardia;BS;H699;5;22;13;12,5;11,41;63,91
Isole;Sicilia;TP;H700;2;8;18,17;14,66;26,33;69,16
Nord Ovest;Lombardia;LO;H701;0;6;19;10,5;7,17;42,67
Nord Ovest;Piemonte;TO;H702;0;0;0;1;2;3
Sud;Campania;SA;H703;63,93;273,75;329,84;295,91;217,39;1180,82
Nord Ovest;Piemonte;CN;H704;0;0;1;1;0;2
Nord Est;Veneto;TV;H706;2;20;11,75;6,5;33,07;73,32
Nord Ovest;Piemonte;VC;H707;0;0;1;0;0;1
Sud;Puglia;LE;H708;0;4;8,17;9,8;16,13;38,1
Nord Ovest;Piemonte;CN;H710;1;3;1;2;4;11
Nord Est;Veneto;VR;H712;1;3;2;1;2,33;9,33
Centro;Lazio;RI;H713;0;4,25;1;1,5;2,67;9,42
Nord Est;Veneto;VR;H714;0;6;4;5,78;17,68;33,46
Sud;Abruzzo;PE;H715;1;0;2;2;1,17;6,17
Nord Ovest;Piemonte;CN;H716;0;0;1;1;1;3
Nord Ovest;Lombardia;BS;H717;14,83;52,32;43,5;23,58;23,69;157,92
Nord Est;Emilia-Romagna;PR;H720;40;126;128,01;48,34;51,37;393,72
Nord Ovest;Lombardia;VA;H723;2;9,25;10;8,95;9;39,2
Nord Est;Emilia-Romagna;RN;H724;5;17;14,45;10;24;70,45
Nord Ovest;Piemonte;VC;H725;3;6,94;5;8;18,08;41,02
Nord Ovest;Piemonte;BI;H726;0;5,5;5;2;13,5;26
Nord Ovest;Piemonte;CN;H727;14,17;46,24;74,84;30,67;49,64;215,56
Sud;Puglia;LE;H729;19,88;45,82;17,06;10,5;12,71;105,97
Sud;Basilicata;PZ;H730;2,2;1;1;1;1;6,2
Nord Ovest;Lombardia;CR;H731;0;2;5,5;1;5;13,5
Sud;Campania;SA;H732;0;0;0;0;0;0
Sud;Campania;AV;H733;0;2;2,83;1;0;5,83
Nord Ovest;Piemonte;TO;H734;3;0;0;0;0;3
Nord Est;Veneto;VE;H735;11;43,5;49,94;26,5;33,75;164,69
Nord Ovest;Lombardia;VA;H736;50,49;61;51,5;25,5;63,16;251,65
Isole;Sardegna;CA;H738;0;1;1;4,83;12,91;19,74
Isole;Sardegna;CA;H739;0;0;1;2;3,54;6,54
Isole;Sicilia;AG;H743;6;12;17;12;26,75;73,75
Centro;Toscana;PT;H744;5,5;5,25;11,93;9;11,5;43,18
Centro;Lazio;RM;H745;2;3;1;1;2,44;9,44
Nord Ovest;Piemonte;CN;H746;1;0;0;0;0;1
Sud;Puglia;BA;H749;8;9;17;13,17;13,5;60,67
Nord Ovest;Lombardia;SO;H752;3;5,11;5,58;2;6,61;22,3
Nord Ovest;Piemonte;TO;H753;0;3;2;2,5;4;11,5
Nord Ovest;Piemonte;CN;H755;34,33;41,92;14,08;8,25;11,17;109,75
Isole;Sardegna;OR;H756;2;0;5;3,75;11,25;22
Sud;Puglia;LE;H757;1;0;0;2;4;7
Nord Ovest;Lombardia;CO;H760;1,5;2,83;0;0;0;4,33
Nord Ovest;Liguria;IM;H763;61,5;58,44;10,67;2;1,33;133,94
Sud;Campania;BN;H764;1,5;4;10;3;11,75;30,25
Sud;Calabria;CS;H765;0;0;0;0;2;2
Isole;Sardegna;CA;H766;0;1;1;2;2;6
Nord Ovest;Lombardia;CR;H767;0;2;4,67;4,34;5,83;16,84
Nord Est;Veneto;RO;H768;0;1;3;7;8,44;19,44
Centro;Marche;AP;H769;157;280,41;184,17;94,81;65,77;782,16
Nord Ovest;Piemonte;CN;H770;0;1;1;1;2;5
Nord Ovest;Lombardia;MN;H771;0;10,17;21;12,5;43,94;87,61
Sud;Abruzzo;AQ;H772;1;6;2;7;6;22
Sud;Abruzzo;AQ;H773;0;0;0;0;0;0
Sud;Calabria;CS;H774;0;1;0;1;4;6
Nord Ovest;Piemonte;TO;H775;3;23;26;22,5;24,4;98,9
Nord Ovest;Piemonte;VB;H777;1;6;7,5;0,5;5;20
Isole;Sicilia;AG;H778;1;3;2;4;5;15
Centro;Lazio;FR;H779;1;0;1;0,5;2;4,5
Nord Ovest;Liguria;IM;H780;6;8;1;3;1;19
Nord Est;Veneto;TV;H781;6,72;44;40,33;16,5;33,56;141,11
Sud;Molise;CB;H782;0;2,5;0;3;0,5;6
Nord Est;Veneto;VR;H783;20;97,53;57,17;40,96;56,75;272,41
Sud;Abruzzo;CH;H784;2;7;2;2;2;15
Sud;Calabria;VV;H785;0;1,05;5;3,05;6;15,1
Nord Ovest;Piemonte;TO;H789;0;4;8;9;5,2;26,2
Centro;Toscana;SI;H790;2;4;7;4;12,5;29,5
Centro;Toscana;FI;H791;9;47,28;49,2;30,25;37,75;173,48
Isole;Sicilia;CL;H792;22,01;41,93;63,78;72,68;27;227,4
Sud;Puglia;LE;H793;7;21,9;33,8;23,8;27,07;113,57
Nord Est;Emilia-Romagna;MO;H794;2;33;28,17;12;17,25;92,42
Sud;Basilicata;PZ;H795;1;1;1;0;0;3
Sud;Basilicata;PZ;H796;2,5;2;3,5;1;2;11
Isole;Sicilia;PA;H797;0;4;3;12,56;12;31,56
Sud;Campania;CE;H798;8;11,5;10;14;44,29;87,79
Nord Ovest;Lombardia;PV;H799;0;0;5;0;5;10
Sud;Campania;SA;H800;2;14;28,5;10,61;19;74,11
Nord Est;Emilia-Romagna;RN;H801;5,5;17,5;20,67;6;8,5;58,17
Nord Ovest;Liguria;GE;H802;5;9,5;7;12;2;35,5
Nord Ovest;Lombardia;MI;H803;14;40;32,69;17,52;41,19;145,4
Nord Ovest;Piemonte;TO;H804;0;2;1;1;2;6
Isole;Sicilia;CT;H805;1,14;3;9;0;1,25;14,39
Sud;Calabria;CS;H806;2,43;0;0;0;1;3,43
Sud;Calabria;VV;H807;2;2;0;0;1;5
Sud;Basilicata;PZ;H808;2;3;0;1;1;7
Centro;Marche;PS;H809;1;11,99;12,5;9;20;54,49
Nord Ovest;Piemonte;AL;H810;0;2;5;1;2;10
Nord Ovest;Piemonte;AT;H811;2,25;12;21,3;12,5;36,25;84,3
Nord Ovest;Piemonte;CN;H812;2,44;4;6,67;5;3;21,11
Nord Ovest;Lombardia;PV;H814;0;0;1;1,25;5;7,25
Nord Ovest;Lombardia;CR;H815;0;0;2;5;6,5;13,5
Nord Est;Friuli- Venezia Giulia;UD;H816;0;19;24;15;30;88
Sud;Calabria;CS;H818;1;2;4;3;5,66;15,66
Sud;Abruzzo;AQ;H819;2;4,83;4;1;5;16,83
Nord Ovest;Piemonte;TO;H820;0;0;1;1;2;4
Nord Ovest;Piemonte;BI;H821;0;4;3,25;2;8;17,25
Sud;Puglia;BR;H822;4;6,5;6,5;5;18,5;40,5
Nord Est;Veneto;VE;H823;35;180,3;205,2;136,83;147,06;704,39
Centro;Lazio;FR;H824;15,67;15;4;5;4;43,67
Sud;Calabria;CS;H825;3;3,78;3;1;0;10,78
Sud;Puglia;LE;H826;0;5;10,75;9,94;20,5;46,19
Nord Ovest;Lombardia;MI;H827;38,81;163,55;128,43;54,67;30,34;415,8
Nord Est;Veneto;VI;H829;3;9,5;24;16,5;30,91;83,91
Sud;Basilicata;PZ;H831;4;4;5;1;4;18
Sud;Molise;CB;H833;0;0;0;1;2;3
Sud;Campania;CE;H834;8;13,47;33,5;29,11;32,82;116,9
Nord Est;Emilia-Romagna;MO;H835;2,5;43,8;46,43;36,4;33,75;162,88
Centro;Lazio;LT;H836;10,67;46,28;50,59;33,91;20,89;162,34
Nord Ovest;Lombardia;BS;H838;3,5;18,91;19,17;4,75;13,88;60,21
Sud;Puglia;FG;H839;16,5;24,85;27,71;20,84;23,84;113,74
Nord Ovest;Lombardia;CO;H840;5;23,5;33;14,5;17,83;93,83
Sud;Calabria;CS;H841;1;0;2;3,44;6;12,44
Isole;Sicilia;ME;H842;2;9;13;11;11,5;46,5
Nord Est;Veneto;TV;H843;3,78;9,5;25,08;9;26,58;73,94
Nord Ovest;Lombardia;LO;H844;2;4;11;5;12,67;34,67
Sud;Calabria;CZ;H846;3;1,5;1;0;1;6,5
Nord Ovest;Piemonte;TO;H847;11;11;17,67;16,5;23,97;80,14
Isole;Sardegna;SS;H848;8;30;15,39;8,2;7;68,59
Isole;Sicilia;ME;H850;0;5;5,67;1;2;13,67
Nord Ovest;Piemonte;CN;H851;0;3,34;4;5;16,33;28,67
Nord Ovest;Piemonte;CN;H852;2;5,38;8,33;5;4,5;25,21
Nord Ovest;Piemonte;TO;H855;2;14;17,5;9;12;54,5
Isole;Sardegna;CA;H856;1;2;17,94;19,08;21,89;61,91
Centro;Umbria;TR;H857;1;13;10,5;14;11,5;50
Nord Ovest;Lombardia;PV;H859;2;6;16,5;6;19,33;49,83
Sud;Campania;NA;H860;3;9;7,87;10;13,94;43,81
Nord Ovest;Piemonte;VC;H861;6;11;6;5;2;30
Nord Ovest;Piemonte;TO;H862;1;8,5;6;8,33;6,5;30,33
Nord Ovest;Lombardia;BS;H865;1;9;7;5;11,5;33,5
Sud;Molise;CB;H867;2;9;2;1;7;21
Nord Ovest;Lombardia;SO;H868;1,07;5;3;1;1;11,07
Nord Ovest;Lombardia;MN;H870;0;2;8;4;8;22
Nord Ovest;Lombardia;VA;H872;2;7;4,5;7;3;23,5
Nord Ovest;Piemonte;TO;H873;0;12;17;8;15,48;52,48
Centro;Toscana;SI;H875;8,5;26,43;30,01;10;13,84;88,78
Centro;Marche;MC;H876;6,34;2,17;4;7,06;12,5;32,07
Sud;Calabria;CS;H877;3;10;8,2;2,75;5,08;29,03
Nord Ovest;Piemonte;AL;H878;0;0;1;0;2;3
Centro;Lazio;FR;H880;2;2,5;3,25;2;2;11,75
Sud;Calabria;CS;H881;0;1;4;3,67;0;8,67
Sud;Puglia;TA;H882;2;6,5;22;55,68;18,17;104,35
