Area;Regione;prov;COD_COM;NTN_2017_Uffici;NTN_2017_Negozi_Lab;NTN_2017_Depositi_Comm_Autorimesse;NTN_2017_TCO_B04;NTN_2017_TCO_D02;NTN_2017_TCO_D05;NTN_2017_TCO_D08;NTN_2017_PRO;NTN_2017_AGR
"Sud";"Puglia";"BA";"A055";0,000000;6,000000;19,280000;0,000000;0,000000;0,000000;0,000000;0,120000;0,000000
"Isole";"Sicilia";"CT";"A056";1,000000;16,500000;43,500000;0,000000;0,000000;0,000000;0,000000;2,000000;0,000000
"Nord Ovest";"Lombardia";"BG";"A057";0,000000;1,000000;6,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Nord Ovest";"Lombardia";"BG";"A058";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Veneto";"RO";"A059";12,000000;8,500000;11,670000;0,000000;0,000000;0,000000;0,000000;5,000000;0,110000
"Nord Ovest";"Lombardia";"BS";"A060";4,000000;3,000000;4,000000;0,000000;0,000000;0,000000;0,000000;6,490000;1,000000
"Nord Est";"Veneto";"VR";"A061";2,000000;2,000000;5,000000;0,000000;0,000000;1,000000;1,000000;0,000000;2,000000
"Centro";"Lazio";"RM";"A062";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Campania";"NA";"A064";4,000000;19,210000;42,370000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Calabria";"RC";"A065";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Emilia-Romagna";"PC";"A067";0,000000;0,000000;8,830000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Campania";"NA";"A068";0,000000;3,000000;10,000000;0,000000;0,000000;0,000000;0,000000;1,000000;1,000000
"Isole";"Sardegna";"SS";"A069";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Isole";"Sicilia";"EN";"A070";0,000000;6,870000;16,100000;0,000000;0,000000;0,000000;0,000000;1,330000;3,000000
"Centro";"Toscana";"PT";"A071";4,330000;12,000000;9,000000;0,000000;0,000000;0,000000;1,000000;4,500000;0,000000
"Nord Ovest";"Piemonte";"AT";"A072";0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;3,000000
"Nord Ovest";"Piemonte";"TO";"A074";0,000000;2,000000;6,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Nord Est";"Veneto";"PD";"A075";0,000000;0,000000;5,500000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"CR";"A076";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;1,000000;0,000000;0,330000
"Sud";"Calabria";"RC";"A077";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Molise";"IS";"A080";0,000000;0,000000;3,340000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Lazio";"FR";"A081";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"BS";"A082";1,000000;3,000000;4,600000;0,000000;0,000000;0,000000;0,000000;1,030000;0,000000
"Nord Est";"Veneto";"BL";"A083";1,000000;0,000000;4,220000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Centro";"Lazio";"RM";"A084";0,000000;0,000000;7,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"VA";"A085";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"MI";"A087";4,500000;7,500000;10,150000;0,000000;1,000000;0,000000;7,250000;8,120000;0,000000
"Nord Ovest";"Piemonte";"NO";"A088";0,000000;0,000000;1,030000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000
"Isole";"Sicilia";"AG";"A089";5,000000;21,590000;69,650000;0,000000;0,000000;0,000000;1,000000;3,000000;1,000000
"Sud";"Campania";"SA";"A091";3,000000;14,000000;24,000000;0,000000;0,000000;0,000000;3,000000;1,000000;1,000000
"Centro";"Marche";"AN";"A092";1,000000;3,000000;2,670000;0,000000;0,000000;0,000000;0,000000;0,000000;2,000000
"Nord Est";"Veneto";"VI";"A093";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Nord Ovest";"Valle d'Aosta";"AO";"A094";0,000000;0,000000;1,000000;0,000000;1,070000;0,000000;0,000000;0,000000;3,000000
"Nord Ovest";"Lombardia";"MI";"A096";0,000000;1,000000;3,000000;0,000000;0,000000;0,000000;0,000000;4,000000;0,000000
"Isole";"Sardegna";"OR";"A097";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000
"Isole";"Sicilia";"EN";"A098";0,000000;1,000000;12,670000;0,000000;0,000000;0,000000;1,000000;0,000000;3,000000
"Sud";"Abruzzo ";"AQ";"A100";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;3,500000;0,000000
"Sud";"Campania";"AV";"A101";0,000000;0,000000;8,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Calabria";"CS";"A102";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Calabria";"CS";"A105";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Campania";"CE";"A106";0,000000;1,000000;7,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"BI";"A107";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Valle d'Aosta";"AO";"A108";0,000000;1,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"TO";"A109";1,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000
