Area;Regione;prov;2017_CodCom;NTN 2017 fino a 50 mq;NTN  2017 50 -| 85 mq;NTN  2017 85 -| 115 mq;NTN  2017 115 -| 145 mq;NTN   2017 oltre 145 mq;NTN 2017
"Nord Ovest";"Piemonte";"VC";"A130";0,000000;1,000000;0,000000;0,000000;0,000000;1,000000
"Sud";"Basilicata";"PZ";"A131";3,000000;3,670000;3,000000;1,000000;1,000000;11,670000
"Centro";"Lazio";"RM";"A132";29,260000;140,170000;123,480000;39,090000;40,640000;372,640000
"Nord Ovest";"Lombardia";"PV";"A134";0,000000;0,000000;1,000000;0,000000;1,000000;2,000000
"Nord Ovest";"Lombardia";"SO";"A135";1,000000;2,000000;1,500000;0,000000;1,000000;5,500000
"Nord Est";"Veneto";"VR";"A137";0,000000;6,000000;6,500000;3,000000;11,000000;26,500000
"Nord Est";"Emilia-Romagna";"PR";"A138";1,000000;2,860000;0,110000;2,860000;7,750000;14,580000
"Nord Ovest";"Piemonte";"CN";"A139";0,000000;3,000000;0,000000;0,000000;1,000000;4,000000
"Nord Ovest";"Lombardia";"CO";"A143";4,000000;16,440000;12,250000;7,500000;8,000000;48,190000
"Nord Ovest";"Liguria";"SV";"A145";49,470000;100,670000;68,190000;31,500000;21,500000;271,330000
"Nord Ovest";"Piemonte";"AL";"A146";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Puglia";"BA";"A149";7,500000;23,380000;31,190000;22,500000;13,000000;97,570000
"Sud";"Puglia";"FG";"A150";1,500000;2,000000;2,000000;0,000000;1,000000;6,500000
"Nord Ovest";"Lombardia";"CO";"A153";2,000000;7,500000;8,250000;10,500000;6,500000;34,750000
"Nord Est";"Veneto";"VI";"A154";1,000000;0,000000;6,000000;1,000000;5,390000;13,390000
"Sud";"Calabria";"CZ";"A155";2,000000;1,000000;1,000000;0,000000;0,000000;4,000000
"Nord Ovest";"Piemonte";"TO";"A157";0,000000;2,000000;3,000000;1,000000;5,500000;11,500000
"Nord Ovest";"Lombardia";"MI";"A159";7,000000;34,000000;16,980000;11,250000;13,500000;82,730000
"Sud";"Calabria";"CS";"A160";5,000000;0,000000;0,000000;2,000000;0,000000;7,000000
"Nord Est";"Veneto";"PD";"A161";4,250000;75,500000;108,240000;81,600000;121,330000;390,920000
"Nord Est";"Emilia-Romagna";"RE";"A162";0,000000;15,530000;16,750000;14,000000;25,530000;71,810000
"Nord Ovest";"Lombardia";"BG";"A163";12,000000;41,000000;40,000000;26,080000;23,080000;142,160000
"Nord Ovest";"Lombardia";"CO";"A164";1,000000;3,440000;5,550000;8,330000;6,000000;24,320000
"Nord Ovest";"Liguria";"SV";"A165";9,000000;50,000000;16,130000;11,000000;6,670000;92,800000
"Nord Ovest";"Liguria";"SV";"A166";14,000000;67,670000;32,330000;8,500000;2,000000;124,500000
"Nord Ovest";"Lombardia";"VA";"A167";1,000000;15,000000;10,750000;4,300000;11,000000;42,050000
"Nord Ovest";"Lombardia";"PV";"A171";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"SO";"A172";0,000000;2,000000;3,200000;1,000000;3,000000;9,200000
"Nord Ovest";"Piemonte";"AT";"A173";0,500000;0,000000;1,000000;0,000000;1,500000;3,000000
"Nord Ovest";"Lombardia";"PV";"A175";0,000000;11,500000;13,500000;6,500000;11,000000;42,500000
"Isole";"Sicilia";"TP";"A176";47,710000;54,050000;87,520000;53,750000;37,830000;280,860000
"Isole";"Sicilia";"ME";"A177";2,000000;1,330000;5,000000;0,000000;1,080000;9,410000
"Isole";"Sardegna";"OR";"A180";0,000000;0,000000;0,000000;0,000000;2,000000;2,000000
"Isole";"Sicilia";"AG";"A181";0,000000;9,500000;4,000000;3,500000;1,000000;18,000000
"Nord Ovest";"Piemonte";"AL";"A182";56,700000;282,200000;270,720000;109,000000;155,860000;874,480000
"Sud";"Calabria";"CS";"A183";2,000000;1,000000;0,000000;1,000000;0,000000;4,000000
"Sud";"Puglia";"LE";"A184";0,000000;12,000000;8,000000;8,000000;8,500000;36,500000
"Sud";"Puglia";"LE";"A185";5,000000;11,250000;13,430000;11,100000;11,170000;51,950000
"Sud";"Campania";"SA";"A186";2,000000;1,000000;0,000000;1,000000;2,000000;6,000000
"Sud";"Abruzzo ";"AQ";"A187";9,080000;15,220000;5,000000;1,000000;0,000000;30,300000
"Nord Ovest";"Lombardia";"BS";"A188";0,000000;1,000000;6,670000;2,000000;6,130000;15,800000
"Nord Ovest";"Piemonte";"AL";"A189";0,000000;0,000000;0,000000;1,000000;3,380000;4,380000
"Nord Est";"Emilia-Romagna";"RA";"A191";3,000000;20,780000;23,170000;15,500000;29,500000;91,950000
"Isole";"Sardegna";"SS";"A192";77,700000;208,560000;126,860000;68,630000;32,800000;514,550000
"Nord Ovest";"Lombardia";"BG";"A193";0,040000;3,200000;0,020000;1,000000;0,000000;4,260000
"Isole";"Sicilia";"ME";"A194";0,000000;1,000000;3,000000;0,000000;1,000000;5,000000
"Isole";"Sicilia";"PA";"A195";1,000000;5,500000;2,000000;3,000000;2,000000;13,500000
"Sud";"Basilicata";"MT";"A196";0,000000;4,000000;0,000000;0,000000;3,000000;7,000000
"Nord Ovest";"Piemonte";"AL";"A197";0,000000;0,000000;1,000000;2,000000;8,000000;11,000000
"Nord Ovest";"Piemonte";"VC";"A198";0,000000;1,000000;0,000000;1,670000;3,000000;5,670000
"Nord Ovest";"Piemonte";"TO";"A199";0,000000;0,000000;1,000000;1,000000;0,000000;2,000000
"Sud";"Campania";"CE";"A200";3,190000;6,340000;4,000000;3,190000;13,670000;30,390000
"Isole";"Sicilia";"ME";"A201";0,000000;6,250000;6,000000;3,060000;1,000000;16,310000
"Isole";"Sicilia";"PA";"A202";1,000000;1,000000;2,000000;3,800000;3,830000;11,630000
"Isole";"Sicilia";"PA";"A203";2,000000;1,000000;1,000000;0,000000;0,000000;4,000000
"Isole";"Sardegna";"OR";"A204";0,000000;1,000000;0,000000;0,000000;1,000000;2,000000
"Nord Ovest";"Valle d'Aosta";"AO";"A205";0,000000;1,000000;0,000000;2,000000;0,000000;3,000000
"Nord Est";"Veneto";"BL";"A206";5,000000;23,110000;9,000000;1,000000;1,700000;39,810000
"Centro";"Umbria";"TR";"A207";0,500000;2,000000;4,000000;1,000000;5,000000;12,500000
"Sud";"Puglia";"LE";"A208";7,670000;16,610000;11,670000;6,670000;7,020000;49,640000
"Centro";"Lazio";"RM";"A210";6,000000;12,410000;6,780000;2,000000;0,000000;27,190000
"Nord Ovest";"Piemonte";"AL";"A211";0,000000;0,000000;0,000000;1,500000;5,000000;6,500000
"Nord Ovest";"Lombardia";"BG";"A214";1,000000;16,500000;13,500000;7,000000;4,000000;42,000000
"Nord Ovest";"Lombardia";"BG";"A215";2,330000;15,000000;17,000000;17,500000;12,830000;64,660000
"Nord Ovest";"Lombardia";"BG";"A216";3,000000;13,000000;19,000000;11,330000;20,450000;66,780000
"Nord Ovest";"Lombardia";"BG";"A217";4,000000;10,500000;13,170000;12,280000;5,840000;45,790000
"Nord Ovest";"Piemonte";"TO";"A218";2,000000;5,000000;11,500000;13,330000;20,890000;52,720000
"Nord Est";"Veneto";"VI";"A220";0,000000;1,000000;4,000000;1,000000;3,000000;9,000000
"Nord Ovest";"Piemonte";"TO";"A221";2,000000;2,000000;0,000000;0,250000;0,000000;4,250000
"Nord Ovest";"Piemonte";"TO";"A222";6,000000;70,090000;62,750000;16,100000;34,000000;188,940000
"Nord Est";"Emilia-Romagna";"PC";"A223";0,000000;4,080000;16,170000;12,000000;14,330000;46,580000
"Nord Ovest";"Lombardia";"CO";"A224";0,000000;4,000000;7,000000;2,000000;3,000000;16,000000
"Sud";"Puglia";"BA";"A225";49,320000;123,230000;153,260000;114,850000;60,980000;501,640000
"Nord Ovest";"Liguria";"SV";"A226";0,000000;5,000000;8,500000;2,500000;3,220000;19,220000
"Nord Ovest";"Piemonte";"AL";"A227";0,000000;0,000000;0,000000;1,000000;2,000000;3,000000
"Sud";"Campania";"AV";"A228";3,870000;14,240000;2,930000;3,000000;2,400000;26,440000
"Isole";"Sicilia";"PA";"A229";8,000000;25,000000;16,670000;19,500000;18,250000;87,420000
"Sud";"Campania";"SA";"A230";5,000000;4,000000;5,000000;4,500000;14,000000;32,500000
"Nord Est";"Veneto";"VI";"A231";6,000000;50,830000;38,000000;24,670000;19,670000;139,170000
"Centro";"Marche";"AP";"A233";2,000000;17,750000;10,500000;4,000000;3,500000;37,750000
"Sud";"Calabria";"CS";"A234";0,000000;0,000000;0,000000;1,000000;0,000000;1,000000
"Sud";"Abruzzo ";"CH";"A235";0,000000;3,000000;6,500000;7,000000;4,000000;20,500000
"Nord Est";"Veneto";"VI";"A236";1,000000;4,000000;2,000000;3,000000;2,500000;12,500000
"Nord Est";"Veneto";"TV";"A237";0,000000;6,000000;9,330000;6,000000;14,000000;35,330000
"Nord Ovest";"Piemonte";"CN";"A238";1,000000;0,000000;0,500000;0,000000;2,000000;3,500000
"Isole";"Sicilia";"PA";"A239";5,880000;2,000000;7,250000;5,250000;10,000000;30,380000
"Sud";"Calabria";"CS";"A240";2,000000;2,000000;3,000000;0,000000;1,000000;8,000000
"Centro";"Toscana";"LU";"A241";5,880000;64,830000;41,410000;21,670000;40,800000;174,590000
"Centro";"Umbria";"TR";"A242";0,000000;2,500000;1,000000;2,000000;5,000000;10,500000
"Sud";"Campania";"CE";"A243";0,000000;0,000000;2,000000;2,000000;7,540000;11,540000
"Centro";"Lazio";"FR";"A244";4,000000;2,000000;4,000000;1,000000;3,000000;14,000000
"Nord Ovest";"Piemonte";"AL";"A245";0,000000;0,000000;0,000000;1,000000;0,000000;1,000000
"Nord Ovest";"Lombardia";"BG";"A246";15,500000;54,230000;52,000000;27,500000;23,090000;172,320000
"Nord Ovest";"Lombardia";"CO";"A249";3,000000;5,500000;11,110000;4,500000;5,000000;29,110000
"Sud";"Campania";"SA";"A251";11,290000;16,750000;6,000000;3,000000;4,000000;41,040000
"Centro";"Marche";"AP";"A252";2,000000;3,000000;9,070000;2,500000;3,330000;19,900000
"Sud";"Calabria";"CS";"A253";4,330000;23,330000;15,340000;24,250000;17,600000;84,850000
"Nord Est";"Friuli- Venezia Giulia";"UD";"A254";0,000000;1,000000;1,000000;0,000000;5,000000;7,000000
"Sud";"Calabria";"CZ";"A255";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Lazio";"FR";"A256";1,000000;2,000000;3,000000;4,500000;4,000000;14,500000
"Sud";"Calabria";"CZ";"A257";0,000000;3,000000;0,000000;0,000000;2,000000;5,000000
"Centro";"Lazio";"RI";"A258";0,500000;2,140000;0,270000;7,940000;1,270000;12,120000
"Nord Ovest";"Lombardia";"BG";"A259";0,000000;1,000000;6,000000;4,000000;5,000000;16,000000
"Nord Ovest";"Liguria";"SP";"A261";19,670000;29,460000;16,670000;7,000000;10,250000;83,050000
"Centro";"Umbria";"TR";"A262";5,000000;23,170000;25,580000;16,330000;25,000000;95,080000
"Sud";"Calabria";"CS";"A263";0,000000;6,240000;5,000000;2,750000;3,250000;17,240000
"Nord Ovest";"Piemonte";"NO";"A264";0,000000;2,000000;1,000000;1,000000;6,080000;10,080000
"Sud";"Campania";"BN";"A265";0,000000;0,000000;2,000000;0,000000;7,500000;9,500000
"Nord Est";"Friuli- Venezia Giulia";"UD";"A267";0,000000;1,000000;0,000000;1,000000;1,170000;3,170000
"Sud";"Campania";"NA";"A268";7,000000;15,310000;3,630000;5,500000;3,670000;35,110000
"Centro";"Lazio";"FR";"A269";6,000000;27,420000;27,830000;19,000000;25,170000;105,420000
"Sud";"Abruzzo ";"TE";"A270";0,000000;1,500000;0,000000;3,000000;1,250000;5,750000
"Centro";"Marche";"AN";"A271";72,970000;259,660000;366,190000;198,150000;135,220000;1032,190000
"Sud";"Calabria";"CZ";"A272";0,000000;0,000000;2,000000;0,000000;0,000000;2,000000
"Nord Ovest";"Lombardia";"SO";"A273";0,000000;1,000000;0,000000;1,000000;2,000000;4,000000
"Nord Ovest";"Piemonte";"TO";"A275";0,000000;3,000000;4,000000;3,000000;11,750000;21,750000
"Nord Ovest";"Liguria";"SV";"A278";54,580000;91,080000;18,750000;7,000000;8,000000;179,410000
"Nord Ovest";"Piemonte";"BI";"A280";0,000000;8,000000;6,000000;3,000000;6,080000;23,080000
"Sud";"Puglia";"LE";"A281";2,000000;3,000000;3,500000;1,000000;3,000000;12,500000
"Nord Ovest";"Piemonte";"TO";"A282";0,000000;1,500000;2,000000;0,000000;4,000000;7,500000
"Nord Est";"Friuli- Venezia Giulia";"PN";"A283";1,000000;1,670000;0,000000;0,000000;1,000000;3,670000
"Sud";"Campania";"AV";"A284";0,000000;0,000000;2,000000;0,000000;6,500000;8,500000
"Sud";"Puglia";"BA";"A285";43,030000;154,860000;219,640000;160,410000;89,250000;667,190000
"Isole";"Sardegna";"SS";"A287";0,000000;0,000000;0,000000;0,000000;1,000000;1,000000
"Nord Ovest";"Lombardia";"BS";"A288";3,000000;4,000000;2,000000;0,000000;0,000000;9,000000
"Nord Ovest";"Lombardia";"VA";"A290";1,000000;9,000000;9,000000;5,330000;17,750000;42,080000
"Centro";"Toscana";"AR";"A291";1,000000;7,890000;5,500000;7,500000;12,070000;33,960000
"Nord Est";"Veneto";"VR";"A292";0,000000;3,000000;5,000000;11,000000;4,500000;23,500000
"Nord Ovest";"Lombardia";"BS";"A293";6,500000;9,950000;8,040000;1,370000;2,000000;27,860000
"Sud";"Campania";"SA";"A294";21,500000;26,640000;35,420000;49,660000;23,340000;156,560000
"Nord Ovest";"Piemonte";"TO";"A295";4,000000;10,330000;7,330000;2,000000;5,000000;28,660000
"Nord Est";"Veneto";"PD";"A296";1,500000;1,330000;9,630000;4,000000;7,270000;23,730000
"Centro";"Lazio";"RM";"A297";11,000000;44,100000;26,330000;25,000000;32,170000;138,600000
"Nord Ovest";"Lombardia";"CR";"A299";1,000000;2,000000;2,000000;6,830000;3,170000;15,000000
"Nord Ovest";"Piemonte";"AT";"A300";0,000000;4,000000;1,500000;2,000000;6,500000;14,000000
"Nord Ovest";"Lombardia";"LC";"A301";0,000000;0,000000;2,000000;0,000000;0,110000;2,110000
"Nord Est";"Veneto";"VE";"A302";0,000000;2,000000;3,530000;5,500000;7,500000;18,530000
"Sud";"Calabria";"RC";"A303";2,000000;1,000000;0,000000;1,000000;0,000000;4,000000
"Nord Ovest";"Lombardia";"BG";"A304";0,000000;6,500000;8,250000;10,500000;5,750000;31,000000
"Nord Ovest";"Valle d'Aosta";"AO";"A305";8,930000;4,220000;4,220000;2,000000;0,000000;19,370000
"Nord Ovest";"Valle d'Aosta";"AO";"A308";2,000000;3,000000;1,500000;0,000000;0,000000;6,500000
"Centro";"Lazio";"RM";"A309";0,000000;0,170000;0,000000;0,500000;1,500000;2,170000
"Centro";"Lazio";"FR";"A310";22,120000;40,120000;21,000000;15,020000;4,500000;102,760000
"Nord Ovest";"Piemonte";"AT";"A312";2,000000;0,000000;0,000000;1,000000;4,500000;7,500000
"Isole";"Sicilia";"ME";"A313";1,000000;0,000000;1,000000;0,000000;0,000000;2,000000
"Sud";"Calabria";"RC";"A314";1,000000;0,000000;0,000000;0,000000;0,000000;1,000000
"Centro";"Lazio";"RI";"A315";0,000000;6,670000;4,000000;0,000000;1,000000;11,670000
"Nord Ovest";"Piemonte";"VB";"A317";0,000000;3,340000;3,000000;2,000000;1,390000;9,730000
"Sud";"Abruzzo ";"AQ";"A318";1,000000;0,000000;0,000000;0,000000;1,000000;2,000000
"Nord Ovest";"Lombardia";"CO";"A319";0,000000;6,000000;1,000000;2,000000;3,000000;12,000000
"Sud";"Puglia";"FG";"A320";1,000000;1,510000;0,000000;1,250000;1,000000;4,760000
"Sud";"Basilicata";"PZ";"A321";1,000000;1,750000;0,500000;4,000000;0,500000;7,750000
"Centro";"Lazio";"RM";"A323";52,370000;290,150000;267,300000;134,500000;99,030000;843,350000
"Nord Est";"Emilia-Romagna";"BO";"A324";3,000000;51,200000;46,250000;14,000000;16,500000;130,950000
"Nord Ovest";"Piemonte";"VB";"A325";1,000000;0,000000;0,000000;0,000000;1,000000;2,000000
"Nord Ovest";"Valle d'Aosta";"AO";"A326";37,000000;157,670000;109,670000;40,830000;38,110000;383,280000
"Centro";"Marche";"PS";"A327";1,000000;0,480000;3,500000;4,420000;2,000000;11,400000
"Sud";"Campania";"BN";"A328";0,000000;3,000000;2,000000;4,800000;8,500000;18,300000
"Centro";"Marche";"MC";"A329";0,000000;2,000000;2,000000;0,000000;6,330000;10,330000
"Sud";"Campania";"BN";"A330";0,000000;2,000000;0,000000;1,000000;0,670000;3,670000
"Nord Ovest";"Lombardia";"CO";"A333";2,170000;17,000000;24,920000;8,000000;23,000000;75,090000
"Centro";"Marche";"MC";"A334";1,000000;6,000000;5,330000;4,000000;2,170000;18,500000
"Centro";"Marche";"AP";"A335";0,750000;0,000000;0,000000;0,000000;1,750000;2,500000
"Nord Ovest";"Lombardia";"SO";"A337";21,060000;41,000000;10,500000;2,500000;1,000000;76,060000
"Nord Ovest";"Liguria";"IM";"A338";3,000000;4,000000;5,500000;0,000000;3,000000;15,500000
"Sud";"Puglia";"FG";"A339";11,240000;4,000000;20,090000;9,420000;5,650000;50,400000
"Sud";"Calabria";"CS";"A340";0,000000;2,000000;1,000000;2,000000;4,000000;9,000000
"Centro";"Lazio";"LT";"A341";32,810000;206,210000;168,610000;97,850000;76,950000;582,430000
"Sud";"Campania";"SA";"A343";1,000000;5,000000;1,670000;1,000000;1,500000;10,170000
"Nord Ovest";"Liguria";"IM";"A344";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Abruzzo ";"AQ";"A345";17,750000;97,880000;129,660000;117,720000;108,010000;471,020000
"Sud";"Campania";"AV";"A347";0,000000;1,000000;4,000000;1,340000;1,000000;7,340000
"Centro";"Lazio";"FR";"A348";0,000000;4,000000;5,000000;3,330000;6,000000;18,330000
"Sud";"Puglia";"LE";"A350";8,000000;14,130000;5,640000;7,140000;2,140000;37,050000
"Isole";"Sicilia";"AG";"A351";11,840000;13,000000;8,170000;10,000000;8,690000;51,700000
"Nord Ovest";"Piemonte";"AT";"A352";0,000000;0,000000;1,000000;1,000000;3,000000;5,000000
"Nord Est";"Friuli- Venezia Giulia";"PN";"A354";0,000000;0,000000;1,000000;1,000000;6,080000;8,080000
"Isole";"Sardegna";"NU";"A355";9,000000;46,000000;27,790000;15,500000;11,000000;109,290000
"Isole";"Sardegna";"OR";"A357";0,000000;1,000000;3,390000;2,000000;6,500000;12,890000
"Nord Ovest";"Piemonte";"VC";"A358";0,000000;1,000000;1,000000;1,000000;1,000000;4,000000
"Isole";"Sardegna";"CA";"A359";7,000000;16,500000;12,370000;5,000000;9,380000;50,250000
"Nord Est";"Veneto";"TV";"A360";0,000000;9,000000;16,000000;12,500000;12,500000;50,000000
"Centro";"Lazio";"FR";"A363";1,000000;7,060000;8,750000;10,500000;10,750000;38,060000
"Nord Ovest";"Lombardia";"BG";"A365";3,000000;13,000000;23,280000;11,000000;7,000000;57,280000
"Centro";"Marche";"AN";"A366";3,500000;1,000000;2,000000;2,000000;8,410000;16,910000
"Sud";"Abruzzo ";"CH";"A367";1,000000;1,000000;0,000000;2,170000;0,000000;4,170000
"Isole";"Sardegna";"OR";"A368";2,000000;0,000000;2,000000;2,000000;2,000000;8,000000
"Centro";"Toscana";"GR";"A369";2,920000;12,000000;12,000000;8,500000;7,000000;42,420000
"Centro";"Lazio";"RM";"A370";7,000000;10,080000;3,000000;3,000000;6,000000;29,080000
"Nord Ovest";"Lombardia";"VA";"A371";1,500000;30,500000;30,740000;8,000000;16,780000;87,520000
"Nord Ovest";"Liguria";"SP";"A373";6,000000;39,670000;25,250000;13,830000;7,670000;92,420000
"Nord Est";"Veneto";"VR";"A374";0,000000;10,330000;14,500000;7,000000;11,440000;43,270000
"Nord Ovest";"Lombardia";"MI";"A375";0,000000;14,000000;15,500000;13,000000;15,000000;57,500000
"Nord Ovest";"Lombardia";"MI";"A376";15,330000;94,950000;77,230000;26,920000;17,330000;231,760000
"Nord Est";"Veneto";"VI";"A377";1,000000;11,000000;9,690000;6,000000;31,460000;59,150000
"Isole";"Sardegna";"SS";"A379";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Isole";"Sardegna";"OR";"A380";0,040000;0,000000;0,050000;0,000000;0,270000;0,360000
"Nord Ovest";"Lombardia";"SO";"A382";8,500000;6,000000;6,660000;1,340000;2,670000;25,170000
"Nord Ovest";"Lombardia";"BG";"A383";5,000000;6,170000;5,670000;3,790000;1,840000;22,470000
"Sud";"Calabria";"RC";"A385";5,000000;13,000000;3,330000;7,000000;12,000000;40,330000
