Area;Regione;Provincia;2023_CodCom;NTN_2023_Uffici;NTN_2023_Negozi_Lab;NTN_2023_Depositi_Comm_Autorimesse;NTN_2023_TCO_B04;NTN_2023_TCO_D02;NTN_2023_TCO_D05;NTN_2023_TCO_D08;NTN_2023_PRO;NTN_2023_AGR
Nord Ovest;Piemonte;AT;F361;0;0;13,75;0;0;0;0;0;0
Nord Est;Emilia-Romagna;BO;F363;1;2;7,17;0;0;0;0;0;0
Sud;Calabria;VV;F364;0;1;4;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;F365;0;0;0;0;0;0;0;0;0
Nord Ovest;Valle d'Aosta;AO;F367;0;0;3;0;0;0;0;0;2
Isole;Sicilia;ME;F368;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;BI;F369;0;1;17,5;0;0;0;0;3,18;0
Sud;Calabria;CS;F370;0;0;4;0;0;0;1;0;0
Nord Ovest;Lombardia;CO;F372;0;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;F373;2;2;6,52;0;0,02;0;1;0,39;1
Nord Ovest;Piemonte;AL;F374;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;F375;0;0;3,8;0;0;0;0;0;0
Sud;Puglia;BA;F376;7;38,71;88,46;0;1;1;6,17;14;1
Isole;Sicilia;PA;F377;1;14,54;54,65;0;0;0;1;3;1
Centro;Marche;AP;F379;0;0;0;0;0;0;0;0;0
Centro;Marche;AP;F380;2;9;12,83;0;0;0;0;1;0
Centro;Marche;AN;F381;2;1;3,17;0;1;0;0;12;0,34
Nord Est;Veneto;PD;F382;8;42,15;35,3;0;0;0;3;10;1
Isole;Sardegna;CA;F383;1,4;9;6,92;0;0;0;0;1;0
Centro;Toscana;PT;F384;8;20;25,34;0;1;0;2;8;1,5
Nord Ovest;Piemonte;CN;F385;0;3;19,05;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;F386;0;0;2;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;F387;0;0;2;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;F390;0;0;2;0;0;0;0;0;0
Sud;Molise;CB;F391;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;F393;0;0;6,33;0;0;0;0;0;0
Nord Est;Veneto;PD;F394;4;11,11;17,05;0;0;0;2;4;3,78
Isole;Sicilia;ME;F395;0;0;5;0;0;0;0;0;0
Sud;Campania;AV;F397;0;1;2,65;0;0;0;0;0;0
Centro;Toscana;FI;F398;1;2;8,47;0;0;0;0,14;2;20
Sud;Basilicata;MT;F399;0;1,31;8,39;0;0;0;0;0;2
Isole;Sicilia;ME;F400;0;1;4,5;0;0;0;0;0;0
Centro;Marche;AN;F401;2;1;12,36;0;0;0;0;5;2,08
Nord Ovest;Piemonte;AL;F403;0;0;3,5;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;F404;0;0;5;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;F405;0;0;6;0;0;0;0;0;1
Nord Ovest;Piemonte;TO;F407;0;0;2;0;0;0;0;0;1
Nord Ovest;Piemonte;CN;F408;0;0;6;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;F409;0;0;0;0;0;0;0;0;0
Centro;Toscana;PT;F410;0;13,5;15;0;0;0;0;12;0
Nord Ovest;Piemonte;TO;F411;0;0;7;0;0;0;0;1;0
Isole;Sicilia;AG;F414;0;0;3,5;0;0;0;0;0;0
Centro;Marche;AP;F415;0;1,33;7,75;0;0;0;0;0;2
Sud;Calabria;CS;F416;4;14;18;0;0;0;5;3;0
Nord Ovest;Lombardia;PV;F417;0;0;2;0;0;0;0;0;2
Centro;Lazio;VT;F419;0;10;29;0;0;1;0;1;1
Nord Ovest;Piemonte;TO;F420;0;3;14;0;0;0;1;0;0
Nord Ovest;Piemonte;TO;F422;1;4;6,5;0;1;0;1;15;0
Nord Ovest;Lombardia;LO;F423;0;1;4;0;0;0;0;5;0
Nord Ovest;Piemonte;CN;F424;0;1;1,75;0;0;0;0;9;0
Sud;Campania;SA;F426;0;0;6,5;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;F427;0;3;7,83;0;0;0;3;11,05;0
Centro;Marche;AP;F428;0;1,25;4,68;0;0;0;0;0;0
Sud;Molise;IS;F429;0;0;6;0;0;0;0;0;0
Centro;Lazio;RI;F430;0;0;2;0;0;0;0;0;0
Sud;Calabria;CZ;F432;0;0;4;0;0;0;0;1;0
Sud;Abruzzo;CH;F433;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;CR;F434;0;8;2;0;0;0;0;1;0
Centro;Toscana;GR;F437;0;12;13,8;0;0;0;0;0;0,04
Nord Ovest;Lombardia;PV;F440;1;0;3;0;0;0;1;3;0
Sud;Abruzzo;PE;F441;0;0;1,5;0;0;0;0;0;1
Nord Est;Veneto;VI;F442;4;6,03;13,18;0;0;2;0;10;1
Nord Est;Veneto;TV;F443;9;22;32,5;0;0;2;2,01;2;0,75
Nord Ovest;Liguria;GE;F445;0;1;2;0;0;0;0;0;0
Centro;Lazio;RI;F446;0;1;8;0;0;0;0;0;1
Sud;Campania;AV;F448;0;3;6,33;0;0;0;0;1;3
Nord Ovest;Lombardia;PV;F449;0;1;3;0;0;0;0;0;0
Centro;Marche;PS;F450;1;1;2;0;0;0;0;10;0
Centro;Toscana;LU;F452;0;4;4,5;0;0;0;0;0;0
Centro;Marche;AN;F453;0;3;3;0;0;0;0;0;0
Centro;Marche;MC;F454;0;4;14,35;0;0;0;2;4,5;0,5
Nord Ovest;Piemonte;AL;F455;0;0;1;0;0;0;0;0;0
Centro;Umbria;PG;F456;0;0;3;0;0;0;0;1;4
Centro;Umbria;TR;F457;0;0;9,75;0;0;0;0;0;0
Centro;Toscana;PI;F458;0;0;5,5;0;0;0;0;0;3
Centro;Marche;MC;F460;0;0;1;0;0;0;0;0;0
Nord Est;Veneto;VR;F461;1;4,5;18,17;0;0;0;0;0,06;2
Centro;Umbria;TR;F462;0;0;5;0;0;0;0;0;0
Nord Est;Emilia-Romagna;RE;F463;1;2;9,5;0;0;0;1;10,01;1
Nord Est;Veneto;VI;F464;9;23;46,16;0;0;0;4;14,56;0
Nord Est;Veneto;VI;F465;2;0;3,01;0;0;0;0;4;0
Centro;Marche;PS;F467;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;F468;0;0,58;2,58;0;0;0;0;3,16;0
Nord Ovest;Piemonte;AL;F469;0;1;5;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;F471;7;21,67;46,33;0;0;0;2;18,66;4
Nord Est;Emilia-Romagna;PR;F473;1;1;23,64;0;0;0;1;6;3
Sud;Molise;CB;F475;0;0;8;0;0;0;0;3;0
Centro;Lazio;RM;F477;2;4;20,57;0;0;0;2;6,5;0
Nord Est;Emilia-Romagna;RN;F478;0;0;3;0;0;0;0;0;0,67
Sud;Campania;SA;F479;0;0;1;0;0;0;0;0;0
Sud;Campania;SA;F480;4;5,5;28,01;0;0;0;5;5;0
Sud;Campania;SA;F481;0;10,5;21,8;0;0;0;0;0;0
Centro;Marche;MC;F482;0;1;22;0;0;0;4;5,56;0
Nord Ovest;Piemonte;VB;F483;0;1;12,01;0;0;0;0;0;0
Nord Est;Emilia-Romagna;MO;F484;0;0;7;0;0;0;0;0;1
Nord Est;Veneto;VI;F486;0;0;5,42;0;0;0;0;3;1
Centro;Marche;AP;F487;0;1;1;0;0;0;0;0;0
Sud;Campania;NA;F488;0;5;14,75;0;0;0;0;0;0
Isole;Sicilia;CL;F489;0;2;2,5;0;0;0;0;0;0
Sud;Campania;AV;F491;0;2;4,03;0;0;0;0;0;0
Centro;Umbria;PG;F492;0;4;12,03;0;0;0;0;3;4
Centro;Marche;AP;F493;0;0;0;0;0;0;0;0;0
Sud;Campania;BN;F494;0;2;0,97;0;0;0;0;0;0
Sud;Molise;CB;F495;0;0;0;0;0;0;0;0;0
Centro;Marche;MC;F496;0;0;3,67;0;0;0;0;3;0
Centro;Marche;PS;F497;0;0;6,25;0;0;0;0;4;1
Sud;Abruzzo;CH;F498;0;0;1;0;0;0;0;0;0
Centro;Lazio;VT;F499;2,33;8;46,67;0;0;1;1,5;3;2,5
Sud;Abruzzo;TE;F500;0;1;0,17;0;0;0;0;0;0
Centro;Marche;AP;F501;1;3;5;0;0;0;1;0;3
Nord Est;Emilia-Romagna;RN;F502;0;0;8,5;0;0;0;0;0;0
Nord Est;Emilia-Romagna;MO;F503;0;0;5,25;0;0;0;0;1;0
Centro;Lazio;RM;F504;0;0;3;0;0;0;0;0;0
Sud;Campania;AV;F506;4;2;10;0;0;0;4;1;0
Sud;Campania;SA;F507;0;0;1,26;0;0;0;0;0;0
Nord Est;Veneto;VR;F508;0;2;22,05;0;0;1;3;2;2,67
Centro;Marche;AP;F509;0;0;1;0;0;0;0;0;0
Centro;Umbria;TR;F510;0;0;2;0;0;0;0;0;0
Sud;Campania;AV;F511;0;0;4;0;0;0;0;3;0
Sud;Campania;AV;F512;0;0;3;0;0;0;0;0;0
Centro;Umbria;TR;F513;0;0;11;0;0;0;0;0;0
Nord Est;Veneto;VI;F514;1;1;0;0;0;0;2;0;1
Nord Est;Veneto;VI;F515;0;2;3;0;0;0;0;1;1
Centro;Marche;AP;F516;0;0;3,61;0;0;0;0;0;0
Centro;Marche;AP;F517;0;1;0;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;F518;0;0;0;0;0;0;0;0;0
Sud;Calabria;CS;F519;0;3;2;0;0;0;1;0;0
Centro;Marche;AP;F520;0;1;11,22;0;0;0;0;1;0
Centro;Marche;AP;F522;2;9,25;22,41;0;0;0;1;2;0
Nord Est;Emilia-Romagna;RN;F523;0;1;0,5;0;0;0;0;0;0
Centro;Marche;PS;F524;0;0;8;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;F526;0;0;5,2;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;F527;0;2;4,5;0;0;0;0;2;0
Nord Ovest;Liguria;IM;F528;0;0;0;0;0;0;0;0;0
Nord Est;Veneto;PD;F529;4;14;8,67;0;1;0;1;1,02;0
Sud;Puglia;TA;F531;0;0;4;0;0;0;0;1;0
Nord Ovest;Lombardia;BS;F532;0;0;2,01;0;0;0;1;0;0
Centro;Marche;PS;F533;0;4;6,5;0;2;0;1;15,67;1
Centro;Lazio;RM;F534;0;0;5;0;0;0;0;0;0
Sud;Abruzzo;CH;F535;0;0;0;0;0;0;0;0;0
Centro;Marche;AP;F536;0;0;1;0;0;0;0;0;0
Sud;Calabria;VV;F537;15;21,5;25,07;0;0;0;0;5;0
Sud;Puglia;FG;F538;0;0;4;0;0;0;0;0;0
Centro;Umbria;PG;F540;0;0;3;0;0;0;0;0;0
Centro;Lazio;RI;F541;0;1;4;0;0;0;0;0;0
Isole;Sardegna;SS;F542;0;0;0;0;0;0;0;0;0
Centro;Umbria;TR;F543;0;0;9;0;0;0;0;0;1
Isole;Sicilia;PA;F544;1;5,88;10,77;0;0;0;0;1;0
Centro;Lazio;RM;F545;0;2;5;0;0;0;0;0;0
Sud;Campania;AV;F546;0;1,1;10,28;0;0;0;0;0;2
Nord Ovest;Lombardia;BG;F547;1;2;3,13;0;0;0;1;4,09;0
Sud;Molise;CB;F548;0;0;0;0;0;0;0;0;0
Centro;Marche;AP;F549;0;0;3;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;F550;0;0,17;7;0;0;0;0;0;0
Centro;Toscana;FI;F551;2;8,5;16,73;0;0;0;0;7;0
Centro;Marche;MC;F552;0;2;9;0;0;0;1;6;0
Isole;Sicilia;PA;F553;0;0;4,67;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;F556;0;1;2,5;0;0;0;0;0;0
Sud;Campania;BN;F557;0;0;1,5;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;F558;0;0;1;0;0;0;0;0;0
Sud;Campania;AV;F559;0;0,03;1,09;0;0;0;0;0;0
Centro;Marche;AN;F560;0;2;15,73;0;0;0;0;1;1
Nord Ovest;Lombardia;LC;F561;0;0;3;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;F562;0;0;1;0;0;0;0;0;0
Sud;Puglia;TA;F563;0;1;4,25;0;0;0;1;0;0
Nord Ovest;Lombardia;CO;F564;0;0;5;0;0;0;0;0;0
Centro;Toscana;AR;F565;0;1;3;0;0;0;0;0;0
Sud;Campania;AV;F566;0;3;6;0;0;0;0;1;0
Centro;Marche;MC;F567;0;1;11,67;0;0;0;0;5;0
Sud;Basilicata;PZ;F568;0;0;5,9;0;0;0;0;0;1
Sud;Molise;CB;F569;0;0;0,5;0;0;0;0;0;0
Centro;Marche;AP;F570;0;0;2;0;0;0;0;0;0
Centro;Toscana;PO;F572;5,88;29,16;15,41;0;0;0;1;32,5;0
Sud;Basilicata;PZ;F573;0;0;2,33;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;UD;F574;0;0;1;0;0;0;0;0;0
Sud;Molise;CB;F576;0;1;15;0;0;0;0;0;2
Sud;Abruzzo;CH;F578;0;0;1;0;0;0;0;0;0
Centro;Lazio;RI;F579;0;0,92;0;0;0;0;0;0;0
Sud;Molise;IS;F580;0;0;0;0;0;0;0;0;0
Centro;Marche;AN;F581;0,5;0;10,9;0;0;0;0;2;4
Sud;Abruzzo;CH;F582;0;0;11,17;0;0;0;0;1;0
Sud;Abruzzo;TE;F585;7;17,33;31,96;0;3;0;0;6;0
Sud;Calabria;CZ;F586;1;0;11,5;0;0;0;0;0;0
Sud;Puglia;TA;F587;0;0;3;0;0;0;0;0;0
Centro;Marche;PS;F589;0;2;4,5;0;0;1;1;3;0
Centro;Lazio;RM;F590;0;3;17,14;0;0;0;0;0;1
Centro;Marche;AP;F591;0;3,5;10;0;0;0;0;11;0
Centro;Toscana;SI;F592;0;15;33,58;0;1;0;0;1;12
Centro;Toscana;AR;F594;0;1;10;0;0;0;0;0,25;0,25
Sud;Abruzzo;AQ;F595;0;1;3;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;PN;F596;0;0;7;0;0;0;0;2;0
Nord Est;Emilia-Romagna;BO;F597;2;4;7;0;0;0;0;0;0
Centro;Toscana;SI;F598;1;6,81;13,26;0;0;0;2;8,15;3,5
Centro;Marche;AP;F599;0;0;1,25;0;0;0;0;0;1
Centro;Marche;AN;F600;0;1;4;0;0;0;2;3;0
Sud;Molise;IS;F601;0;0;2;0;0;0;1;0;0
Centro;Lazio;VT;F603;0;0;6;0;0;0;0;0;0
Sud;Puglia;LE;F604;2;3,5;18,83;0;0;0;0;0;0
Centro;Toscana;SI;F605;0;9;8,75;0;0;0;0;1;1
Centro;Lazio;VT;F606;0;1;9,5;0;0;0;1;1;0
Sud;Calabria;VV;F607;0;1;4;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;F608;0;0;3,1;0;0;0;0;0;0
Nord Ovest;Liguria;SP;F609;0;0;1;0;0;0;0;0;0
Isole;Sicilia;RG;F610;0;4;7;0;0;0;0;0;0
Centro;Lazio;RM;F611;5,5;38,16;40,12;0;0;0;2;6,5;0
Centro;Toscana;GR;F612;0;1;5,64;0;0;0;0;0;2
Centro;Marche;AP;F614;1;3;7,5;0;0;0;0;1;0
Centro;Lazio;LT;F616;0;2;6,33;0;0;0;0;0;0
Sud;Campania;SA;F618;0;0;4;0;0;0;0;0;0
Centro;Lazio;RI;F619;0;0;4,5;0;0;0;0;0;0
Centro;Lazio;FR;F620;0;6;5,91;0;0;0;0;1;0
Centro;Marche;MC;F621;4;12;15,5;0;0;0;1;6;0
Centro;Marche;MC;F622;0;0;9,44;0;0;0;0;0;0
Sud;Puglia;LE;F623;0;0;4;0;0;0;0;0;0
Sud;Campania;SA;F625;0;5;12;0;0;0;0;0;0
Centro;Marche;AP;F626;0;1;3;0;0;0;0;7;0
Nord Est;Emilia-Romagna;BO;F627;0;1,5;14,5;0;0;0;0;5;3
Centro;Toscana;AR;F628;3;13,25;18,5;0;0;0;1;4;0
Centro;Umbria;PG;F629;0;0;2;0;0;0;0;0;0
Sud;Puglia;FG;F631;0;8,5;24,19;0;0;0;1;1;2
Centro;Marche;MC;F632;0;12,16;25,89;0;0;0;1,18;5,01;0
Centro;Marche;AN;F634;1;3;8,33;0;0;0;1;7;0
Sud;Campania;BN;F636;2;11,5;10,5;0;0;0;2;0;0
Sud;Basilicata;MT;F637;0;6;40,63;0;0;0;0;1;1
Nord Ovest;Lombardia;PV;F638;0;0;0,78;0;0;0;0;0;0
Nord Ovest;Piemonte;VB;F639;0;0;1;0;0;0;0;0;0
Centro;Toscana;PI;F640;0;2;7;0;0;0;3;0;0
Nord Est;Emilia-Romagna;MO;F642;1;1;7;0;0;0;0;0;7
Nord Ovest;Lombardia;PV;F644;0;0;1;0;0;0;0;0;0
Sud;Abruzzo;PE;F646;15,5;45,24;41,48;0;0;0;10;7;0
Centro;Toscana;FI;F648;0;6,17;26,5;0;0;0;0;1;0
Nord Ovest;Piemonte;TO;F651;0;0;2;0;0;0;0;1;0
Centro;Marche;AP;F653;2,67;7,33;10,34;1;0;0;2;5;1
Nord Ovest;Piemonte;CN;F654;0;0;10,5;0;0;0;0;1;0
Isole;Sicilia;AG;F655;1;1;9;0;0;0;0;0;0
Centro;Toscana;AR;F656;5;13;34,98;0;0;0;3;3;0,5
Nord Ovest;Lombardia;LC;F657;0;0;3,33;0;0;0;0;0;0
Sud;Campania;AV;F660;0;0;0,5;0;0,5;0;0;0;0
Centro;Toscana;PI;F661;0;2;7;0;0;0;0;0;0
Nord Est;Veneto;VI;F662;0;0;6,1;0;0;0;0;0;0
Centro;Marche;AP;F664;0;0;1;0;0;0;0;0;0
Centro;Marche;AP;F665;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;F666;0;0;1;0;0;0;0;0;0
Isole;Sardegna;SS;F667;0;2;2;0;0;0;0;0;0
Nord Est;Emilia-Romagna;FO;F668;0;0;5;0;0;0;0;3,8;0
Nord Ovest;Piemonte;CN;F669;1;0;6,1;0;0;0;1;6;0
Nord Ovest;Lombardia;PV;F670;0;0;4;0;0;0;0;0;0
Nord Est;Emilia-Romagna;PC;F671;3;5;9,71;0;0;0;9;11,5;5,9
Nord Ovest;Lombardia;BS;F672;0;3;6;0;0;0;0;11;0
Nord Ovest;Lombardia;LC;F674;1;1;8,53;0;0;0;2;1;0
Nord Est;Veneto;VI;F675;2;4,67;4;0;0;0;0;6;0
Centro;Toscana;SI;F676;0;0;3;0;0;0;0;0;0
Centro;Toscana;GR;F677;1;1;11,5;0;0;0;0;3;9
Centro;Toscana;MS;F679;3,09;3,09;8,82;0;1;0;0;2;0
Nord Ovest;Lombardia;BS;F680;1;8;5;0;0;0;0;10;0
Nord Ovest;Lombardia;CR;F681;0;1;2;0;0;0;0;0;0
Nord Ovest;Liguria;GE;F682;0;1;15;0;0;0;0;1;0
Centro;Umbria;PG;F685;0;0;11,5;0;0;0;0;0;0
Centro;Toscana;PI;F686;1;6;23;0;0;0;0;4;1
Centro;Lazio;RI;F687;0;3;9;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;F688;1;1;9,21;0;0;0;0;2,04;0
Sud;Molise;CB;F689;0;0;1;0;0;0;0;0;0
Sud;Abruzzo;TE;F690;0;2;4,74;0;0;0;0;0;0
Centro;Lazio;RM;F692;0,5;0,5;1;0;0;0;0;0;0
Nord Est;Veneto;VI;F696;0;0;10,32;0;0;0;0;1;0
Centro;Marche;AP;F697;0;0;2,25;0;0;0;0;0;0
Isole;Sardegna;NU;F698;0;0;0;0;0;0;0;0;1,83
Nord Ovest;Lombardia;PV;F701;0;0;21;0;0;0;0;1;0
Nord Ovest;Lombardia;VA;F703;0;1;6,68;0;0;0;0;2;0
Nord Ovest;Lombardia;MI;F704;62,56;112,33;79,14;0;0;3;2;26,07;0
Nord Ovest;Lombardia;MN;F705;0;3;21;0;0;0;1;0;0
Nord Est;Emilia-Romagna;BO;F706;0;2;13,67;0;0;0;1;3,5;2,32
Nord Ovest;Piemonte;AL;F707;0;0;2,17;0;0;0;0;0;0
Sud;Calabria;CS;F708;0;0,06;6,06;0;0;0;0;1;0
Nord Ovest;Lombardia;VA;F711;0;0;4;0;0;0;0;2,17;0
Nord Ovest;Lombardia;SO;F712;4;9;40,67;0;0;0;0;4;0
Nord Ovest;Piemonte;AL;F713;0;0;5;0;0;0;0;0;0
Nord Est;Emilia-Romagna;RN;F715;1;3;6;0;0;0;0;1;0
Sud;Puglia;LE;F716;0;1;11;0;0;0;1;0;0
Sud;Campania;BN;F717;0;2;15,35;0;0;0;0;0;2
Nord Est;Emilia-Romagna;BO;F718;1;3;2;0;0;0;1;4;2,2
Nord Ovest;Lombardia;BG;F720;2;0;6;0;0;0;0;2;1
Isole;Sardegna;SS;F721;0;0;3;0;0;0;0;0;1
Centro;Marche;AP;F722;0;2;2;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;F723;1;3;22,5;0;0;0;0;2;4
Nord Est;Emilia-Romagna;PC;F724;0;0;7,36;0;0;0;0;0;3,5
Nord Est;Veneto;TV;F725;0;0;1;0;0;0;0;4;0
Nord Ovest;Valle d'Aosta;AO;F726;0;0;4,4;0;0;0;0;1;1
Isole;Sardegna;OR;F727;0;0;0;0;0;0;0;0;0
Nord Est;Veneto;TV;F729;0;3,5;8,83;0;0;0;0;1;0
Centro;Lazio;RM;F730;0;0;7;0;0;0;0;0;0
Sud;Campania;SA;F731;0;0;0;0;0;0;0;0;0
Sud;Abruzzo;AQ;F732;0;0;3,67;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;F733;0,5;0;6;0;0;0;0;0;0
Centro;Lazio;RM;F734;0;6,5;9,25;0;0;0;1;0;0
Sud;Calabria;CS;F735;1;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;F736;0;0;4,67;0;0;0;0;9;0
Nord Ovest;Piemonte;AL;F737;0;0;7,77;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;F738;0;3;4;0;0;0;0;7,37;0
Nord Ovest;Lombardia;PV;F739;0;0;2;0;0;0;0;0;0,67
Centro;Lazio;FR;F740;0;0;5,34;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;F743;0;1;17,5;0;0;0;2;1;0
Sud;Campania;AV;F744;0;0;1;0;0;0;0;0;0
Centro;Marche;AN;F745;2;0;6,5;0;0;0;0;2;0
Centro;Lazio;RI;F746;0;0;2;0;0;0;0;0;0
Sud;Abruzzo;TE;F747;1;1;7,95;0;0;0;0;1;0
Sud;Molise;CB;F748;0;0;5,84;0;0;0;0;0;0
Centro;Marche;MC;F749;1;4,5;25,55;0;0;0;1;6,33;0
Nord Est;Friuli- Venezia Giulia;PN;F750;1;1;3,5;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;F751;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;F754;2,5;12,25;12,5;0;0;0;3;4;1
Nord Est;Friuli- Venezia Giulia;UD;F756;0;6;10;0;0;0;0;5;2
Nord Ovest;Lombardia;LC;F758;0;0;0;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;UD;F760;0;0;1,5;0;0;0;0;0;0
Nord Ovest;Lombardia;CR;F761;0;1;0,5;0;0;0;0;0;1,05
Sud;Campania;AV;F762;0;0;1;0;0;0;0;0;0
Sud;Abruzzo;TE;F764;5;6,33;8,9;0;0;0;4;5,83;4
Sud;Abruzzo;PE;F765;0;1;6,03;0;0;0;0;4;1
Nord Est;Veneto;TV;F770;1;6;14,2;0;0;0;0;12;0,5
Nord Ovest;Lombardia;CR;F771;0;0;1;0;0;0;0;1;0
Isole;Sicilia;ME;F772;0;0;2;0;0;0;0;0;0
Isole;Sicilia;ME;F773;0;0;4;0;0;0;0;0;0
Nord Ovest;Piemonte;VC;F774;0;0;4;0;0;0;0;1;0
Sud;Calabria;CS;F775;0;0;0,33;0;0;0;0;0;0
Nord Ovest;Piemonte;BI;F776;0;1;7;0;0;0;0;0;0
Sud;Puglia;FG;F777;0;0;0;0;0;0;0;0;0
Sud;Calabria;RC;F779;0;3;1;0;0;0;0;0;0
Sud;Calabria;CZ;F780;0;0;0;0;0;0;0;0;0
Isole;Sicilia;CT;F781;0;4;12,57;0;0;0;0;3;0
Nord Ovest;Lombardia;MI;F783;0;7;9,22;0;0;0;0;3;1
Sud;Puglia;TA;F784;0;8;31,5;0;0;0;0;3;4
Sud;Abruzzo;CH;F785;0;0;3;0;0;0;0;3;0,88
Nord Ovest;Lombardia;BG;F786;0,5;2,5;3,78;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;F788;0;3;10,54;0;0;0;0;1;0
Nord Est;Veneto;VR;F789;0;0;15;0;0;0;0;2;3
Nord Ovest;Lombardia;BG;F791;2;1;7;0;0;0;0;1,09;0
Centro;Marche;MC;F793;0;0;0,5;0;0;0;1;0;0
Nord Ovest;Lombardia;MI;F797;3;14;31,87;0;0;0;4;14,12;0
Sud;Campania;AV;F798;0,06;1;3;0;0;0;0;0;0
Sud;Campania;NA;F799;1;7,5;24;0;0;0;0;7;0
Nord Ovest;Lombardia;LO;F801;0;1,75;4;0;0;0;0;3,38;0,19
Centro;Toscana;MS;F802;0;0;12;0;0;0;0;1;0
Nord Ovest;Lombardia;BS;F806;0;0;2;0;0;0;0;1;0
Isole;Sardegna;CA;F808;0;4,67;5;0;0;0;0;0;1
Nord Ovest;Piemonte;CN;F809;0;0;7,26;0;0;0;0;1;1
Nord Est;Veneto;VI;F810;0;2;4,33;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;F811;0;2;6;0;0;0;0;0;0
Nord Ovest;Liguria;SV;F813;0;1;2,76;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;F814;0;0;15,5;0;0;0;0;1;0
Centro;Toscana;SI;F815;4;3;15;0;0;0;0;1;0
Sud;Puglia;LE;F816;0;2;5,83;0;0;0;0;0;0
Sud;Basilicata;PZ;F817;0;2,66;24;0;0;0;0;0;1
Isole;Sardegna;SS;F818;0;3;3;0;0;0;1;0;0
Nord Ovest;Lombardia;BS;F820;1;1;3;0;0;0;0;1;0
Isole;Sardegna;CA;F822;0;2;0;0;0;0;0;0;1
Nord Est;Veneto;VE;F826;0;5,33;7,08;0;0;0;2;5;0
Nord Ovest;Lombardia;CO;F828;0;0;2;0;0;0;0;0;0
Nord Est;Veneto;VI;F829;1;4;10;0;0;0;1;7;0
Isole;Sicilia;CL;F830;0;8,14;36,82;0;0;0;0;0;1
Sud;Abruzzo;TE;F831;2;14;29,67;0;1;0;1;5;2
Nord Est;Friuli- Venezia Giulia;UD;F832;0;0;3;0;0;0;0;1;0
Nord Ovest;Piemonte;BI;F833;0;0;2;0;0;0;0;0;2
Nord Est;Veneto;VI;F838;1;0;0,95;0;0;0;0;0;0
Sud;Campania;NA;F839;287,71;869,79;529,9;0;6,51;5;36,5;49,63;0
Isole;Sardegna;OR;F840;0;0;3;0;0;0;0;0;0
Isole;Sardegna;CA;F841;0;0;0;0;0;0;0;1;0
Sud;Puglia;LE;F842;5;13,61;26,24;0;3,37;0;3;6;0,5
Sud;Calabria;VV;F843;0;1;3;0;0;0;0;0;0
Centro;Umbria;TR;F844;2;5,22;42,14;0;0;0;1;11;2,24
Isole;Sicilia;AG;F845;0;1,5;33,49;0;2;0;0;1;2
Nord Ovest;Piemonte;CN;F846;1;0;18;0;0;0;0;0;0
Nord Ovest;Liguria;SV;F847;0;0;4,5;0;0;0;0;0;0
Isole;Sicilia;ME;F848;0;4,75;3,28;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;F851;1;2;15,97;0;0;0;0;9;0
Sud;Abruzzo;AQ;F852;0;0;2;0;0;0;0;0;0
Centro;Lazio;RM;F857;1;2;4;0;0;0;0;1;0
Nord Ovest;Liguria;GE;F858;0;0;9;0;0;0;0;3;0
