AREA;Regione;prov;2016_CodCom;NTN 2016 fino a 50_mq;NTN 2016 50 -| 85 mq;NTN 2016 85 -| 115 mq;NTN 2016 115 -| 145 mq;NTN 2016 oltre 145 mq;NTN 2016_TOTALE
Nord Ovest;Lombardia;BS;E333;6;29,22;27,29;17,56;18,16;98,23
Nord Ovest;Lombardia;BS;E364;0;6;23,3;6,3;13,17;48,77
Nord Ovest;Lombardia;BS;E497;0;0;0;0,67;0;0,67
Nord Ovest;Lombardia;BS;E526;4,5;22,08;21,25;19,92;33,33;101,08
Nord Ovest;Lombardia;BS;E596;1;1;2;4;4;12
Nord Ovest;Lombardia;BS;E652;1;2;5;0;4;12
Nord Ovest;Lombardia;BS;E654;0;8;5;2;2;17
Nord Ovest;Lombardia;BS;E673;0;1;0;2;3;6
Nord Ovest;Lombardia;BS;E698;0;0;2;0;2;4
Nord Ovest;Lombardia;BS;E706;0;3;2;0;0;5
Nord Ovest;Lombardia;BS;E738;7,5;19,71;26,32;25,66;29,55;108,74
Nord Ovest;Lombardia;BS;E787;0;1;1;1;3;6
Nord Ovest;Lombardia;BS;E841;2,5;5;6;6;8,7;28,2
Nord Ovest;Lombardia;BS;E851;0;1;2;4,72;2,75;10,47
Nord Ovest;Lombardia;BS;E865;3;5;3;2;3;16
Nord Ovest;Lombardia;BS;E883;20;70,1;31,24;17;18;156,34
Nord Ovest;Lombardia;BS;E884;2;28,78;25,45;14,56;35,55;106,34
Nord Ovest;Lombardia;BS;E928;1;9,33;9,83;5,33;7;32,49
Nord Ovest;Lombardia;BS;E961;0;0;0,33;0;1;1,33
Nord Ovest;Lombardia;BS;E967;1,5;8;1;6;6,5;23
Nord Ovest;Lombardia;BS;F063;2,5;37,5;46;25,5;31,11;142,61
Nord Ovest;Lombardia;BS;F216;0;0;2;2,5;5;9,5
Nord Ovest;Lombardia;BS;F373;3;25,8;16;12;9;65,8
Nord Ovest;Lombardia;BS;F375;6;4,5;1;1;0;12,5
Nord Ovest;Lombardia;BS;F471;10;71,8;69,4;45,5;61,67;258,37
Nord Ovest;Lombardia;BS;F532;2,83;14;2,11;3,5;2,13;24,57
Nord Ovest;Lombardia;BS;F672;1,33;2,5;6;4,75;18;32,58
Nord Ovest;Lombardia;BS;F680;0;8;12;9;7,95;36,95
Nord Ovest;Lombardia;BS;F806;0;0;0;1;0;1
Nord Ovest;Lombardia;BS;F820;1;5;7,5;8,5;11;33
Nord Ovest;Lombardia;BS;F851;3;18,5;17,5;9,75;19,5;68,25
Nord Ovest;Lombardia;BS;F884;0;1;2;0;4,25;7,25
Nord Ovest;Lombardia;BS;F989;1;3;5,83;10;9;28,83
Nord Ovest;Lombardia;BS;F990;0;10;9;6,5;6;31,5
Nord Ovest;Lombardia;BS;G001;0;1;2,5;3,5;2;9
Nord Ovest;Lombardia;BS;G006;1;3;5,66;4,5;7,53;21,69
Nord Ovest;Lombardia;BS;G061;0;5;5;5;7,08;22,08
Nord Ovest;Lombardia;BS;G074;1;0;3;1;1;6
Nord Ovest;Lombardia;BS;G149;3;13;21;20,5;33,3;90,8
Nord Ovest;Lombardia;BS;G150;0;1;1,65;3,67;7,67;13,99
Nord Ovest;Lombardia;BS;G170;11,5;42,33;46,83;18,5;20,5;139,66
Nord Ovest;Lombardia;BS;G179;2;11,54;3;0,93;1;18,47
Nord Ovest;Lombardia;BS;G213;10;35,4;18,03;20,5;30;113,93
Nord Ovest;Lombardia;BS;G217;0;4;5;7,17;11;27,17
Nord Ovest;Lombardia;BS;G247;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;G248;0;1;4;3;5,11;13,11
Nord Ovest;Lombardia;BS;G264;6,66;35,03;45,5;29,67;46,63;163,49
Nord Ovest;Lombardia;BS;G327;3;22,25;17,83;17,17;16,5;76,75
Nord Ovest;Lombardia;BS;G354;0;5;0,86;1;0;6,86
Nord Ovest;Lombardia;BS;G361;2;24,92;21,17;2,5;20,01;70,6
Nord Ovest;Lombardia;BS;G391;0;0;2;4;4,92;10,92
Nord Ovest;Lombardia;BS;G407;1;4,32;7;6;9,89;28,21
Nord Ovest;Lombardia;BS;G474;0;1;1,71;0;3;5,71
Nord Ovest;Lombardia;BS;G475;0;1,58;0;1,53;1;4,11
Nord Ovest;Lombardia;BS;G529;0;1;2;1;2,98;6,98
Nord Ovest;Lombardia;BS;G546;5;17;19;5;10;56
Nord Ovest;Lombardia;BS;G549;2;8;9;10;8,5;37,5
Nord Ovest;Lombardia;BS;G710;4,17;25;27,5;11,5;12;80,17
Nord Ovest;Lombardia;BS;G779;1;4;3;1,35;2;11,35
Nord Ovest;Lombardia;BS;G801;3;20;15,5;1;3;42,5
Nord Ovest;Lombardia;BS;G815;0;1;6,5;5,5;6,5;19,5
Nord Ovest;Lombardia;BS;G818;0;12,08;13,5;5;8;38,58
Nord Ovest;Lombardia;BS;G844;32,77;63,91;14;5;8;123,68
Nord Ovest;Lombardia;BS;G859;0;15;8;6;23,8;52,8
Nord Ovest;Lombardia;BS;G869;2;3;10;9,6;4,41;29,01
Nord Ovest;Lombardia;BS;G959;7;2;16,67;5;6,17;36,84
Nord Ovest;Lombardia;BS;G977;1;8;1;4;9,5;23,5
Nord Ovest;Lombardia;BS;H043;0;0;1;2;3;6
Nord Ovest;Lombardia;BS;H055;1,5;8;12,8;12,8;10,5;45,6
Nord Ovest;Lombardia;BS;H077;0;0;0;2;1;3
Nord Ovest;Lombardia;BS;H078;1;7,5;16;11;13,61;49,11
Nord Ovest;Lombardia;BS;H086;1;21;8;4;6,25;40,25
Nord Ovest;Lombardia;BS;H140;2;12;28,76;11;12;65,76
Nord Ovest;Lombardia;BS;H230;3;10;3,5;3,5;2,93;22,93
Nord Ovest;Lombardia;BS;H256;4;36;40,55;24,56;27,83;132,94
Nord Ovest;Lombardia;BS;H410;0;5;3;2,34;6;16,34
Nord Ovest;Lombardia;BS;H477;1;26,33;30,5;15,5;32,25;105,58
Nord Ovest;Lombardia;BS;H484;1;19,17;24,17;9,47;7,1;60,91
Nord Ovest;Lombardia;BS;H525;3;31,83;18,83;13,33;14;80,99
Nord Ovest;Lombardia;BS;H598;5,26;59,09;43,53;31,3;45,07;184,25
Nord Ovest;Lombardia;BS;H630;1;5,5;8,33;5;9,17;29
Nord Ovest;Lombardia;BS;H650;0;3;4;1;3;11
Nord Ovest;Lombardia;BS;H699;2;9,67;7,39;3,25;5,25;27,56
Nord Ovest;Lombardia;BS;H717;4,67;53,5;31,25;19,09;19,43;127,94
Nord Ovest;Lombardia;BS;H838;7;20,83;14;9,5;16,25;67,58
Nord Ovest;Lombardia;BS;H865;0;7;12,5;5,67;8;33,17
Nord Ovest;Lombardia;BS;I412;3;10;14,5;11,89;14,06;53,45
Nord Ovest;Lombardia;BS;I433;3;20,34;37,5;24,45;16,67;101,96
Nord Ovest;Lombardia;BS;I476;6,15;7;4;2,67;0;19,82
Nord Ovest;Lombardia;BS;I588;1,33;2;1;1;1,5;6,83
Nord Ovest;Lombardia;BS;I607;1;0;1,5;3,5;4,67;10,67
Nord Ovest;Lombardia;BS;I631;0,5;2,75;4,25;4;2,33;13,83
Nord Ovest;Lombardia;BS;I633;78;119,45;37,7;14;20,5;269,65
Nord Ovest;Lombardia;BS;I782;4,5;13;10;8;5;40,5
Nord Ovest;Lombardia;BS;I831;3;4;2;0;1;10
Nord Ovest;Lombardia;BS;L002;6;12,25;11;8;14;51,25
Nord Ovest;Lombardia;BS;L094;15;27;6,75;4;1,25;54
Nord Ovest;Lombardia;BS;L169;4;17;5;3;2;31
Nord Ovest;Lombardia;BS;L210;0,67;20,64;12,3;12,03;9,42;55,06
Nord Ovest;Lombardia;BS;L312;25;80,97;44,07;15,5;16,53;182,07
Nord Ovest;Lombardia;BS;L339;1,83;37,5;58,5;21,01;28;146,84
Nord Ovest;Lombardia;BS;L372;11,9;28,5;15;3;8,5;66,9
Nord Ovest;Lombardia;BS;L380;1;3,67;7;5,5;19,31;36,48
Nord Ovest;Lombardia;BS;L406;1;2;1;2;2;8
Nord Ovest;Lombardia;BS;L494;1,25;5;3,5;2;7,22;18,97
Nord Ovest;Lombardia;BS;L626;0;0;2;1;3,17;6,17
Nord Ovest;Lombardia;BS;L777;2;32,5;28,45;16,62;22,65;102,22
Nord Ovest;Lombardia;BS;L778;1;3;4;2;4,84;14,84
Nord Ovest;Lombardia;BS;L812;1;1,48;8;2,4;6,2;19,08
Nord Ovest;Lombardia;BS;L816;8,5;23,5;7;0;1,67;40,67
Nord Ovest;Lombardia;BS;L919;8,5;25,25;31,5;15,08;14;94,33
Nord Ovest;Lombardia;BS;L923;0;1;4;1;3;9
Nord Ovest;Lombardia;BS;L995;3,5;15,67;8,52;11,5;6;45,19
Nord Ovest;Lombardia;BS;M065;2;13;2,5;0,85;0,5;18,85
Nord Ovest;Lombardia;BS;M070;0;4;4;2;0,63;10,63
Nord Ovest;Lombardia;BS;M104;0;20,38;19,93;8,08;7,17;55,56
Nord Ovest;Lombardia;BS;M188;0;4,25;3;1;0;8,25
Nord Ovest;Lombardia;BS;M312;1,4;46,87;40,3;34,67;52,81;176,05
Nord Ovest;Lombardia;CO;A143;3;7;7;14,75;4,5;36,25
Nord Ovest;Lombardia;CO;A153;1,4;9,67;7,67;5;11,5;35,24
Nord Ovest;Lombardia;CO;A164;2,25;6;11;2,33;4,5;26,08
Nord Ovest;Lombardia;CO;A224;0;3;1;2;0,5;6,5
Nord Ovest;Lombardia;CO;A249;0;9;12,31;5;3,33;29,64
Nord Ovest;Lombardia;CO;A319;0;4;8;1;5;18
Nord Ovest;Lombardia;CO;A333;4;18,11;22,5;15,02;20,62;80,25
Nord Ovest;Lombardia;CO;A391;3;7;5;3;2;20
Nord Ovest;Lombardia;CO;A430;1,5;16;16,5;4;11;49
Nord Ovest;Lombardia;CO;A476;4;9;6;5;5;29
Nord Ovest;Lombardia;CO;A670;1;2;1;0;0;4
Nord Ovest;Lombardia;CO;A778;0;1;1;0;1;3
Nord Ovest;Lombardia;CO;A791;1;2;11;2,33;4;20,33
Nord Ovest;Lombardia;CO;A870;5;26,5;22,25;5;5,5;64,25
Nord Ovest;Lombardia;CO;A898;2;8;6;8;7;31
Nord Ovest;Lombardia;CO;A904;1;1;3;0;0;5
Nord Ovest;Lombardia;CO;A905;3;6,67;5,67;4;7,75;27,09
Nord Ovest;Lombardia;CO;B134;1;18;10;7;15,5;51,5
Nord Ovest;Lombardia;CO;B144;0;4;5;1;1;11
Nord Ovest;Lombardia;CO;B172;0,5;3;1;2;4,5;11
Nord Ovest;Lombardia;CO;B218;2;5;2;1,5;6;16,5
Nord Ovest;Lombardia;CO;B262;3;14;15;6,5;10;48,5
Nord Ovest;Lombardia;CO;B313;2;16;6;7,67;7,5;39,17
Nord Ovest;Lombardia;CO;B346;5;27,5;22,49;10;18,33;83,32
Nord Ovest;Lombardia;CO;B355;0;3;1;3;0;7
Nord Ovest;Lombardia;CO;B359;0;4;3;6,5;4;17,5
Nord Ovest;Lombardia;CO;B513;1;3;10,33;1;4;19,33
Nord Ovest;Lombardia;CO;B639;25,74;99,15;103,52;48,04;50,69;327,14
Nord Ovest;Lombardia;CO;B641;3;13,41;13,83;5,67;9;44,91
Nord Ovest;Lombardia;CO;B653;4;19,5;9,5;10,75;12,2;55,95
Nord Ovest;Lombardia;CO;B730;1;4;4;0;4;13
Nord Ovest;Lombardia;CO;B742;0;4;9;8;12,5;33,5
Nord Ovest;Lombardia;CO;B778;0;9;5,05;8,5;15;37,55
Nord Ovest;Lombardia;CO;B785;0;6,5;3;2;1,5;13
Nord Ovest;Lombardia;CO;B851;3;26;21,88;4,2;6,8;61,88
Nord Ovest;Lombardia;CO;B942;1;5,5;1;2,5;2;12
Nord Ovest;Lombardia;CO;B974;0;3;4;2;2;11
Nord Ovest;Lombardia;CO;B977;0;5,5;14;8;8,5;36
Nord Ovest;Lombardia;CO;C020;4;13,5;15;8;9;49,5
Nord Ovest;Lombardia;CO;C206;0;5;3;2;0;10
Nord Ovest;Lombardia;CO;C220;0;1;2;1;1;5
Nord Ovest;Lombardia;CO;C299;4;6;8,5;2;2;22,5
Nord Ovest;Lombardia;CO;C374;1;9;8,5;8,9;5,5;32,9
Nord Ovest;Lombardia;CO;C381;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;C482;0;0;2;0;2;4
Nord Ovest;Lombardia;CO;C516;6;23,5;23,06;11,5;11;75,06
Nord Ovest;Lombardia;CO;C520;7,5;15,53;12,2;6,11;13,67;55,01
Nord Ovest;Lombardia;CO;C724;3;4;5;3;9;24
Nord Ovest;Lombardia;CO;C787;1,17;3;7,43;2,93;6;20,53
Nord Ovest;Lombardia;CO;C902;1;1;0;1;0,67;3,67
Nord Ovest;Lombardia;CO;C933;102,92;380,25;262,83;128,82;119,56;994,38
Nord Ovest;Lombardia;CO;C936;1;13;3,67;5,5;9;32,17
Nord Ovest;Lombardia;CO;D041;2;0,75;1;4;0;7,75
Nord Ovest;Lombardia;CO;D147;1;1;4;0;2;8
Nord Ovest;Lombardia;CO;D196;31;19;8,5;5,33;2;65,83
Nord Ovest;Lombardia;CO;D232;0;2;0;0;2;4
Nord Ovest;Lombardia;CO;D310;1;3;3;0;1;8
Nord Ovest;Lombardia;CO;D329;5;17;1,5;0;1;24,5
Nord Ovest;Lombardia;CO;D341;2;9;3,5;2;0;16,5
Nord Ovest;Lombardia;CO;D355;0;0;0,5;0;0;0,5
Nord Ovest;Lombardia;CO;D416;2,1;37,5;43;16,42;27;126,02
Nord Ovest;Lombardia;CO;D445;0;5,44;1;2;4;12,44
Nord Ovest;Lombardia;CO;D462;1;0;2;2,5;10,77;16,27
Nord Ovest;Lombardia;CO;D482;3;10;11;10,5;6,5;41
Nord Ovest;Lombardia;CO;D531;2;12,33;10,92;4;6,92;36,17
Nord Ovest;Lombardia;CO;D579;1;4,5;10,96;6,33;3;25,79
Nord Ovest;Lombardia;CO;D605;1;39,17;25,12;17,5;29;111,79
Nord Ovest;Lombardia;CO;D930;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;D974;0;12;2;0;3;17
Nord Ovest;Lombardia;CO;E139;1;4,7;8,5;5;3;22,2
Nord Ovest;Lombardia;CO;E141;2;1;1,33;2,5;1,33;8,16
Nord Ovest;Lombardia;CO;E172;0;1;0;1;2;4
Nord Ovest;Lombardia;CO;E235;6;16;20,08;14,18;5,17;61,43
Nord Ovest;Lombardia;CO;E309;1;25,17;24,9;7;14;72,07
Nord Ovest;Lombardia;CO;E405;2,17;4;5;4;4;19,17
Nord Ovest;Lombardia;CO;E416;0;0;1;0;2;3
Nord Ovest;Lombardia;CO;E428;0;7,5;11;5,67;3,33;27,5
Nord Ovest;Lombardia;CO;E444;1;12;6,67;4;4,41;28,08
Nord Ovest;Lombardia;CO;E462;0;0;1;0;1;2
Nord Ovest;Lombardia;CO;E569;3;5,17;4;2;1,17;15,34
Nord Ovest;Lombardia;CO;E593;5,5;22;9,5;5,5;15;57,5
Nord Ovest;Lombardia;CO;E607;2;20,5;23;7;8,5;61
Nord Ovest;Lombardia;CO;E623;0;1;1;0;0;2
Nord Ovest;Lombardia;CO;E638;2,5;17,5;11;11,5;9;51,5
Nord Ovest;Lombardia;CO;E659;7;33,17;30;9,5;14;93,67
Nord Ovest;Lombardia;CO;E679;0;12;5,67;4,5;2;24,17
Nord Ovest;Lombardia;CO;E735;3;15,5;7;5;3;33,5
Nord Ovest;Lombardia;CO;E749;1;12,67;7;5,67;8;34,34
Nord Ovest;Lombardia;CO;E750;0;12;10;2;3;27
Nord Ovest;Lombardia;CO;E753;2;24,5;35,17;20,92;13,5;96,09
Nord Ovest;Lombardia;CO;E830;1;1,89;1;1,89;0;5,78
Nord Ovest;Lombardia;CO;E951;15,05;79,86;106,83;38,78;30,97;271,49
Nord Ovest;Lombardia;CO;F017;4,4;8;9;3;0,13;24,53
Nord Ovest;Lombardia;CO;F120;3;5;8;3,75;14,42;34,17
Nord Ovest;Lombardia;CO;F151;1;6,5;11,25;3,49;3;25,24
Nord Ovest;Lombardia;CO;F305;4;1;2,5;2;7,5;17
Nord Ovest;Lombardia;CO;F372;0;5;11;6;0;22
Nord Ovest;Lombardia;CO;F427;4;18,5;16,15;7,63;12,33;58,61
Nord Ovest;Lombardia;CO;F564;0;4;1,5;0,5;1;7
Nord Ovest;Lombardia;CO;F688;0;4,01;4;5,17;6;19,18
Nord Ovest;Lombardia;CO;F788;3;27,5;36,39;11;20,23;98,12
Nord Ovest;Lombardia;CO;F828;1;2;3;2;1;9
Nord Ovest;Lombardia;CO;F877;5;3;15,25;3;4;30,25
Nord Ovest;Lombardia;CO;F958;0;4;6,5;1;3;14,5
Nord Ovest;Lombardia;CO;G025;6,5;38,5;31,17;17;20;113,17
Nord Ovest;Lombardia;CO;G056;1;7;5,67;4;4,67;22,34
Nord Ovest;Lombardia;CO;G126;1;6;3,83;1;2;13,83
Nord Ovest;Lombardia;CO;G415;0;0;0;0,5;0;0,5
Nord Ovest;Lombardia;CO;G427;2;5;3;2;3,67;15,67
Nord Ovest;Lombardia;CO;G556;2;7,67;2;4;2;17,67
Nord Ovest;Lombardia;CO;G665;2;2,8;1;0,5;3;9,3
Nord Ovest;Lombardia;CO;G737;2;6;2,59;2;7,93;20,52
Nord Ovest;Lombardia;CO;G773;0,9;2;5,83;3;1;12,73
Nord Ovest;Lombardia;CO;G821;0;1;0;0;0;1
Nord Ovest;Lombardia;CO;G847;2;14;10;6;2,8;34,8
Nord Ovest;Lombardia;CO;G889;2,25;17;14,75;7,58;9;50,58
Nord Ovest;Lombardia;CO;H074;1;1;2;2;2,08;8,08
Nord Ovest;Lombardia;CO;H094;0;6;2,75;2;6;16,75
Nord Ovest;Lombardia;CO;H171;0;2;5;3;1;11
Nord Ovest;Lombardia;CO;H255;0;5;0;0;1;6
Nord Ovest;Lombardia;CO;H259;0;0;1;0;0;1
Nord Ovest;Lombardia;CO;H478;0;1,5;1;1,5;1,5;5,5
Nord Ovest;Lombardia;CO;H521;0;4,44;3,11;3,5;4,5;15,55
Nord Ovest;Lombardia;CO;H601;3;27,5;28,57;8,5;19,17;86,74
Nord Ovest;Lombardia;CO;H602;5;13,84;21,5;8,3;3;51,64
Nord Ovest;Lombardia;CO;H679;1,5;3,5;0,5;3,7;2;11,2
Nord Ovest;Lombardia;CO;H760;0;1;1;0;0;2
Nord Ovest;Lombardia;CO;H830;0;3;4;3;3;13
Nord Ovest;Lombardia;CO;H840;2;22,1;18,5;12;13;67,6
Nord Ovest;Lombardia;CO;I051;0;1;0;0;1;2
Nord Ovest;Lombardia;CO;I162;9,83;14;8;3;4,5;39,33
Nord Ovest;Lombardia;CO;I529;1;2,5;4,5;0,5;3;11,5
Nord Ovest;Lombardia;CO;I611;2;4;7,17;3;5;21,17
Nord Ovest;Lombardia;CO;I792;0;3,33;12,5;7,5;8;31,33
Nord Ovest;Lombardia;CO;I856;0;3;1;2,5;2;8,5
Nord Ovest;Lombardia;CO;I860;2;0;0;0;0;2
Nord Ovest;Lombardia;CO;I943;0;0;2;1;2;5
Nord Ovest;Lombardia;CO;L071;2;27;23,3;5,67;8;65,97
Nord Ovest;Lombardia;CO;L228;2;3;9;3,04;6;23,04
Nord Ovest;Lombardia;CO;L413;0;1;0;0;0;1
Nord Ovest;Lombardia;CO;L470;3;33,5;37,67;15,34;10,33;99,84
Nord Ovest;Lombardia;CO;L487;1;14;14;5;17;51
Nord Ovest;Lombardia;CO;L547;4;15;2;3,5;5;29,5
Nord Ovest;Lombardia;CO;L640;0;3;12;6;4,25;25,25
Nord Ovest;Lombardia;CO;L715;0;1,25;2;0;0;3,25
Nord Ovest;Lombardia;CO;L737;0;20;15;9;8;52
Nord Ovest;Lombardia;CO;L748;0;5;1;1;0;7
Nord Ovest;Lombardia;CO;L792;1;6;14,5;3;8;32,5
Nord Ovest;Lombardia;CO;L956;9;32;23;12;18,5;94,5
Nord Ovest;Lombardia;CO;M156;0;0;1;2;0;3
Nord Ovest;Lombardia;CO;M315;4;19;5;14;1,83;43,83
Nord Ovest;Lombardia;CO;M335;1;15,83;10,08;7;6,5;40,41
Nord Ovest;Lombardia;CO;M336;3;12,5;14,5;8;15;53
Nord Ovest;Lombardia;CO;M341;9,5;13,5;23,92;17;15;78,92
Nord Ovest;Lombardia;CR;A039;0;0;2,5;1;1;4,5
Nord Ovest;Lombardia;CR;A076;1,5;20;21,52;10,9;10,83;64,75
Nord Ovest;Lombardia;CR;A299;0,5;3;6;3;6,26;18,76
Nord Ovest;Lombardia;CR;A526;1;1;0;1;5;8
Nord Ovest;Lombardia;CR;A570;0;13;17,52;10,5;15;56,02
Nord Ovest;Lombardia;CR;A972;0;6;2;2;5;15
Nord Ovest;Lombardia;CR;A986;0;0;0;1;0;1
Nord Ovest;Lombardia;CR;B129;0;11;17;12,11;18,75;58,86
Nord Ovest;Lombardia;CR;B320;0;0;0;1;0;1
Nord Ovest;Lombardia;CR;B439;0;0;0;0;4,5;4,5
Nord Ovest;Lombardia;CR;B484;0;2;0;2,5;1;5,5
Nord Ovest;Lombardia;CR;B498;0;0;0;2;2;4
Nord Ovest;Lombardia;CR;B650;1;6;1,5;4;1,2;13,7
Nord Ovest;Lombardia;CR;B679;0;2;1;0;1;4
Nord Ovest;Lombardia;CR;B680;0;0;0;0;3;3
Nord Ovest;Lombardia;CR;B686;0;6;6;4,37;2,5;18,87
Nord Ovest;Lombardia;CR;B869;0;4;4;5;6;19
Nord Ovest;Lombardia;CR;B881;0;8;3;2;2;15
Nord Ovest;Lombardia;CR;B889;0;3;2;2;2,83;9,83
Nord Ovest;Lombardia;CR;B890;0;0;0;2;2;4
Nord Ovest;Lombardia;CR;B891;1;3,75;2;2;5;13,75
Nord Ovest;Lombardia;CR;B898;3;25,5;28,33;13,69;47,53;118,05
Nord Ovest;Lombardia;CR;B900;0;0,75;3,78;2,5;4,53;11,56
Nord Ovest;Lombardia;CR;B914;0;1;2;3,69;2,69;9,38
Nord Ovest;Lombardia;CR;C089;0;0;0;2,5;3,5;6
Nord Ovest;Lombardia;CR;C115;0;2;2;5;2;11
Nord Ovest;Lombardia;CR;C153;2;19;27;21,5;16,3;85,8
Nord Ovest;Lombardia;CR;C290;0;0;0;0;1;1
Nord Ovest;Lombardia;CR;C435;0;0;1;1;3;5
Nord Ovest;Lombardia;CR;C634;0;4;7;1;3,03;15,03
Nord Ovest;Lombardia;CR;C678;0;0;0;0,5;1;1,5
Nord Ovest;Lombardia;CR;C703;0;2;0;2;3;7
Nord Ovest;Lombardia;CR;D056;0;0;0;1;2,67;3,67
Nord Ovest;Lombardia;CR;D057;0;1;1;7,99;5,49;15,48
Nord Ovest;Lombardia;CR;D141;0;3;2;1;5,83;11,83
Nord Ovest;Lombardia;CR;D142;20,96;128,59;116,83;56,09;58,21;380,68
Nord Ovest;Lombardia;CR;D150;57,67;243,82;225,61;135,75;110,97;773,82
Nord Ovest;Lombardia;CR;D151;0;5;4;2;3;14
Nord Ovest;Lombardia;CR;D186;0;0;1,5;0;1;2,5
Nord Ovest;Lombardia;CR;D203;0;0;3;0;2;5
Nord Ovest;Lombardia;CR;D278;0;0;0;0;1;1
Nord Ovest;Lombardia;CR;D358;0;6;6,67;6;6;24,67
Nord Ovest;Lombardia;CR;D370;1;1;1;1;1,5;5,5
Nord Ovest;Lombardia;CR;D574;0;2;2;3,29;5,58;12,87
Nord Ovest;Lombardia;CR;D710;0;0;1;1,8;3,88;6,68
Nord Ovest;Lombardia;CR;D834;0;3;3;0;2,5;8,5
Nord Ovest;Lombardia;CR;D841;0;3;1;10;1;15
Nord Ovest;Lombardia;CR;D966;0;4;7;3;0;14
Nord Ovest;Lombardia;CR;D993;0;1;1,83;3,5;4;10,33
Nord Ovest;Lombardia;CR;E082;0;1;0;2;5;8
