AREA;Regione;prov;2018_CodCom;NTN_2018_Uffici;NTN_2018_Negozi_Lab;NTN_2018_Depositi_Comm_Autorimesse;NTN_2018_TCO_B04;NTN_2018_TCO_D02;NTN_2018_TCO_D05;NTN_2018_TCO_D08;NTN_2018_PRO;NTN_2018_AGR
Centro;Lazio;RI;A472;0;1;6;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;A473;3;6;2;0;0;0;5;11;0
Isole;Sardegna;CA;A474;1;8;4;0;0;0;1;4;2
Centro;Umbria;PG;A475;8;17,5;39,5;0;0;0;0;12;2
Nord Ovest;Lombardia;CO;A476;0;1;1,5;0;0;0;0;1;0
Isole;Sardegna;OR;A477;0;0;0;0;0;0;0;0;0
Isole;Sicilia;EN;A478;0;0,5;3,11;0;0;0;1;1;0
Nord Ovest;Piemonte;AT;A479;13,53;44,5;70,75;1;0;1;5;12,54;0
Isole;Sardegna;OR;A480;0;0;2;0;0;0;0;0;0
Sud;Abruzzo;AQ;A481;0;1;3;0;0;0;0;0;0
Sud;Basilicata;PZ;A482;0;0;7,83;0;0;0;0;1;0,67
Sud;Campania;SA;A484;1;3;6;0;0;0;2;1;0
Sud;Abruzzo;CH;A485;1;4;16,51;0;0;0;1;1;0
Centro;Lazio;FR;A486;0;1,1;3,8;0;0;0;0;1;0
Sud;Campania;SA;A487;0;0;0;0;0;0;0;0;0
Sud;Abruzzo;TE;A488;0,5;4;10;0;0;0;0;2;0
Sud;Campania;AV;A489;1;8,5;12,74;0;0;0;2;1;0
Centro;Umbria;TR;A490;0;1;2;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;UD;A491;0;0;0;0;0;0;0;0;0
Isole;Sardegna;NU;A492;0;0;1;0;0;0;0;0;1
Centro;Marche;PS;A493;0;0;0;0;0;0;0;0;0
Isole;Sicilia;SR;A494;3;14;21,5;0;0;0;0;15,5;1
Sud;Campania;SA;A495;1;0;6,5;0;0;0;0;0;0
Centro;Toscana;MS;A496;0;2;20,23;0;0;0;0;3;0
Nord Ovest;Piemonte;VB;A497;0;0;2,5;0;0;0;0;0;0
Nord Ovest;Liguria;IM;A499;0;0;1;0;0;0;0;0;0
Nord Est;Veneto;BL;A501;1;0;4,26;0;0,13;0;0;1;1
Centro;Lazio;FR;A502;0;0;1;0;0;0;0;0;0
Isole;Sardegna;NU;A503;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;GE;A506;0;0;5;0;0;0;0;0;0
Sud;Campania;AV;A508;0;1;5,33;0;0;0;0;0;0
Sud;Campania;AV;A509;13,06;42,31;37,85;0;0;0;0;2;0
Nord Ovest;Lombardia;BG;A511;0;0;1;0;0;0;0;0;0
Sud;Campania;CE;A512;20;32,39;34,84;0;0;0;0;2;0
Sud;Puglia;TA;A514;1;5;2;0;0;0;0;0;3
Sud;Abruzzo;AQ;A515;13;22,45;44,75;0;0;1;2;10;1
Nord Est;Friuli- Venezia Giulia;PN;A516;0;3,11;12;0;0;0;0;3,5;2
Nord Ovest;Lombardia;BG;A517;0;0;0,33;0;0;0;0;0,08;0
Nord Ovest;Piemonte;TO;A518;1;5;24,91;0;0;0;0;7;0
Sud;Basilicata;PZ;A519;0;6;7;0;0;0;0;3;0
Nord Ovest;Valle d'Aosta;AO;A521;0;0;0;0;0;0;0;0;0
Isole;Sicilia;SR;A522;1;25;25,63;0;0;0;0;0;0,5
Nord Ovest;Piemonte;AL;A523;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;A525;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;CR;A526;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;A527;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A528;1;3,22;11,5;0;0;0;1;2,01;0
Nord Ovest;Lombardia;BS;A529;0;1;3,28;0;0;0;1;2,33;1
Nord Est;Friuli- Venezia Giulia;PN;A530;2;12;14,17;0;1;0;1;10;0
Nord Ovest;Lombardia;VA;A531;0;1;1;0;0;0;1;2,72;0
Nord Ovest;Lombardia;VA;A532;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A533;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;VB;A534;0;0;1,5;0;0;0;0;0;0
Sud;Campania;NA;A535;0;4;17,28;0;0;0;1,66;1,66;0
Nord Ovest;Liguria;IM;A536;0;0;4;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;A538;0;0;3;0;0;0;1;0;0
Nord Est;Veneto;RO;A539;2;5,5;6,5;0;0;0;0;3;1
Nord Est;Veneto;VR;A540;0;3;6;0;0;0;1;0;2
Centro;Toscana;AR;A541;0;2;3,58;0;0;0;0;1;0
Sud;Calabria;CZ;A542;0;4;1;0;0;0;0;0;0
Sud;Calabria;RC;A544;0;1;1;0;0;0;0;0;0
Isole;Sicilia;PA;A546;1;14,2;36,8;0;0;0;0;1;0
Nord Est;Emilia-Romagna;RA;A547;1,5;10;20,65;0;0;1;0;2;6,63
Nord Ovest;Lombardia;PV;A550;0;0,4;2,37;0;0;0;0;2,2;0
Nord Est;Emilia-Romagna;RA;A551;0;0;0,92;0;0;0;0;0;1
Sud;Calabria;RC;A552;0;9;7,08;0;1;0;0;0;0
Nord Est;Friuli- Venezia Giulia;UD;A553;0;0;4,33;0;0;0;0;0,33;0,33
Nord Ovest;Piemonte;CN;A555;0;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A557;1;1;3,56;0;0;0;0;2,06;0
Centro;Toscana;LU;A560;0;0;9,17;0;1;0;0;0;0
Centro;Toscana;PT;A561;5,29;21,3;11,87;0;5;0;4,1;0;0
Centro;Toscana;PI;A562;3,33;15;26;0;0;0;0;0;0
Centro;Toscana;FI;A564;2,03;9,57;38,92;0;0;0;0;4;0
Nord Est;Emilia-Romagna;FO;A565;0;5;3;0;0;0;0;3,05;2,34
Sud;Campania;AV;A566;0;1;8,35;0;0;0;0;0;0
Sud;Molise;IS;A567;0;2,5;1,25;0;0;0;0;0;0
Nord Est;Veneto;PD;A568;0;4;6,89;0;0;0;3;5;0
Nord Ovest;Lombardia;BS;A569;0;3;8,5;0;0;1;0;1,08;0,06
Nord Ovest;Lombardia;CR;A570;0;0;1;0;0;0;0;7;0
Nord Ovest;Piemonte;CN;A571;0;3;23,55;0;0;0;0;0;1,17
Sud;Puglia;LE;A572;0;0;1;0;0;0;0;0;0
Nord Est;Emilia-Romagna;RE;A573;1;6;6;0;0;1;0;0;1
Nord Est;Veneto;RO;A574;0;2,5;3,5;0;0;0;0;0;0
Nord Ovest;Lombardia;MN;A575;1;2;6,33;0;0;0;2;2;1,8
Centro;Toscana;MS;A576;0;1;10,93;0;0;0;0;0;0
Centro;Lazio;VT;A577;0;3,5;5,75;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;A578;1;2;9,2;0;0;0;0;0;0
Sud;Campania;CE;A579;0;0;1;0;0;0;0;0;0
Sud;Campania;AV;A580;0;0;3,11;0;0;0;0;0;0
Nord Ovest;Liguria;IM;A581;0;0;2;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;A584;0;0;2;0;0;0;0;0;0
Nord Est;Emilia-Romagna;RE;A586;0;1;7;0;0;0;0;2;1
Nord Ovest;Piemonte;TO;A587;0;0;4;0;0;0;0;2;0
Nord Ovest;Piemonte;AT;A588;0;0;0,83;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;A589;0;0;1;0;0;0;0;0;1
Nord Ovest;Piemonte;TO;A590;0;0;0;0;0;0;0;3;0
Nord Ovest;Piemonte;TO;A591;0;0;5,33;0;0;0;0;0;0
Isole;Sicilia;PA;A592;0;0;1,25;0;0;0;0;2;0
Nord Ovest;Liguria;SV;A593;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;LC;A594;0;0;3,01;0;0;0;0;0;0
Isole;Sardegna;CA;A597;0;0;0,67;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;A599;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;VC;A600;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;VC;A601;0;0;2;0;0;0;0;0;0
Sud;Abruzzo;AQ;A603;2;0;1;0;0;0;1;0;0
Sud;Basilicata;PZ;A604;0;0;3,75;0;0;0;0;2;0
Nord Ovest;Piemonte;AL;A605;0;0;2;0;0;0;0;0;0
Isole;Sardegna;SS;A606;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;A607;0;1;4;0;0;0;0;0;0
Isole;Sardegna;OR;A609;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;VB;A610;0;1;0;0;0;0;0;0;0
Sud;Basilicata;PZ;A612;0;0;1;0;0;0;0;0;0
Nord Est;Veneto;PD;A613;0;0;5,86;0;0;0;0;0;0
Isole;Sardegna;OR;A614;0;0;0;0;0;0;0;0;0
Sud;Basilicata;PZ;A615;1;1;4;0;0;0;0;1;0
Sud;Molise;CB;A616;0;2;2,17;0;0;0;0;0;0
Sud;Campania;NA;A617;0;0;4,13;0;0;0;1;0;0
Nord Ovest;Lombardia;MI;A618;0;11,5;5;0;0;0;1;5;0
Nord Ovest;Lombardia;VA;A619;0;0;1;0;0;0;0;0;0
Isole;Sardegna;OR;A621;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;A625;0;0;7,34;0;0;0;0;0;0
Centro;Marche;AN;A626;0;2,25;3;0;0;0;0;0;0
Centro;Lazio;VT;A628;0;0;4,17;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;A629;0;0;1;0;0;0;0;0;1
Nord Ovest;Lombardia;BS;A630;0;1;1,67;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A631;0;2;1;0;0;0;1;0;0
Centro;Toscana;FI;A632;0;4;10;0;0;0;0;7;0
Centro;Toscana;FI;A633;8;8;6,76;0;0;0;2;10;0
Nord Ovest;Lombardia;PV;A634;0;0;0;0;0;0;0;0;0
Nord Est;Veneto;PD;A637;0;0;1;0;0;0;0;0;0
Isole;Sicilia;ME;A638;2;12,62;27,6;0;0;0;2;1;0
Nord Est;Friuli- Venezia Giulia;PN;A640;0;2;4;0;0;0;0;0;0
Nord Ovest;Valle d'Aosta;AO;A643;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;A645;0;0;0,5;0;0;0;0;3;0
Nord Est;Emilia-Romagna;PR;A646;0;0,11;3,95;0;0;0;0;0;3,16
Nord Ovest;Liguria;SV;A647;0;0;4;0;0;0;0;0;0
Nord Est;Veneto;VR;A650;2,56;3,08;10,53;0;1;0;0;3,11;0
Nord Ovest;Piemonte;TO;A651;0;6;15,54;0;0;0;0;1;0
Nord Ovest;Lombardia;MI;A652;2;12;9,91;0;0;0;1;4;0
Nord Ovest;Piemonte;NO;A653;0;0;0;0;0;0;0;0;0
Isole;Sardegna;OR;A655;0;0;0;0;0;0;0;0;0
Sud;Abruzzo;AQ;A656;0;0;0;0;0;0;0;0;0
Centro;Toscana;LU;A657;4;9;10,5;0;0;0;2;2;0
Nord Ovest;Liguria;GE;A658;0;0;3;0;0;0;0;1;0
Nord Ovest;Piemonte;CN;A660;0;3;36,5;0;0;0;0;0;1
Nord Ovest;Lombardia;BS;A661;0;0;1,17;0;0;0;0;0;0
Sud;Puglia;BA;A662;95,87;170,48;177,2;0;1;2;22,03;21,42;0
Isole;Sardegna;NU;A663;0;3;3;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A664;0;0;5,17;0;0;0;0;4;0
Nord Est;Emilia-Romagna;BO;A665;0;1;7;0;0;0;0;0;2
Sud;Basilicata;PZ;A666;0;2;4;0;0;0;0;0;0
Sud;Abruzzo;AQ;A667;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;A668;2;2;5,5;0;0;0;0;2,14;0
Sud;Puglia;BA;A669;28;49,15;47,84;0;0;0;5,5;25,52;0,5
Nord Ovest;Lombardia;CO;A670;0;0;2;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;A671;0;0;2;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;A673;0;0;1,67;0;0;0;0;0;0
Sud;Campania;SA;A674;0;9;21,04;0;0;0;1;0;1
Isole;Sicilia;EN;A676;0;4;7;0;0;0;0;0;0
Isole;Sardegna;CA;A677;0;0;0;0;0;0;0;0;0
Sud;Abruzzo;AQ;A678;0;0;2;0;0;0;0;0;0
Isole;Sardegna;CA;A681;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;LC;A683;0;2;1,02;0;0;0;2;2;0
Nord Ovest;Lombardia;BG;A684;0;0,67;4;0;0;0;0;1;0
Nord Ovest;Lombardia;LC;A686;2;2;6,37;0;0;0;6;1;0
Nord Ovest;Lombardia;LC;A687;0;0;1,66;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;A689;0;0;2,5;0;0;0;0;3;0
Nord Ovest;Lombardia;PV;A690;1;2,5;2,34;0;0;0;1;1,5;0
Centro;Umbria;TR;A691;0;2;5;0;0;0;0;0;0
Sud;Abruzzo;TE;A692;0;0;0;0;0;0;0;5;0
Sud;Campania;BN;A696;1;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;A697;0;0;1,13;0;0;0;0;11;0
Isole;Sicilia;ME;A698;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;A699;1;2;4;0;0;0;0;0,1;0
Nord Est;Friuli- Venezia Giulia;UD;A700;1;0;3,5;0;0;0;0;4;0
Centro;Lazio;VT;A701;0;2;8,61;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;A702;0;0;3;0;0;0;0;2;1
Nord Est;Veneto;VI;A703;17,06;30;33,78;0;0;1;3;9,17;0
Centro;Lazio;VT;A704;0;0;10,75;0;0;0;0;1;0
Nord Ovest;Lombardia;VA;A705;0;0;1;0;0;0;0;0;0
Centro;Lazio;VT;A706;0;0;2;0;0;0;0;3;6
Centro;Lazio;LT;A707;0;0;1;0;0;0;0,01;0;0
Nord Ovest;Piemonte;AL;A708;0;1;5,5;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;A709;0;0;1;0;0;0;0;0;0
Centro;Umbria;PG;A710;5;14;23,58;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;A712;0;0;2;0;0;0;0;0;0
Nord Est;Emilia-Romagna;MO;A713;2;8;1;0;0;0;0;3;0
Nord Est;Veneto;PD;A714;1;0;0;0;0;0;0;2;0
Nord Ovest;Piemonte;CN;A716;0;0;2,25;0;0;0;0;0;0
Sud;Campania;SA;A717;5,09;35;37,59;0;0;1;4;11;2
Nord Ovest;Lombardia;PV;A718;0;0;0;0;0;0;0;0,5;0
Isole;Sicilia;PA;A719;0;0;4;0;0;0;0;0;0
Centro;Lazio;FR;A720;0;0;2;0;0;0;0;0;0
Isole;Sardegna;OR;A721;0;1;0,5;0;0;0;0;0;0
Isole;Sardegna;NU;A722;2;1;2;0;0;0;0;0;0
Nord Ovest;Piemonte;VB;A725;0;3;4;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;A728;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;A729;2;5;15,75;0;0;0;1;11,09;0
Nord Est;Emilia-Romagna;PR;A731;0;1;9;0;0;0;0;2;1,5
Nord Ovest;Lombardia;BG;A732;0;0;1,5;0;0;0;0;0;0
Nord Ovest;Piemonte;VB;A733;0;0;0,17;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;A734;3;10,32;18,24;0;0;0;1,2;12;0
Nord Ovest;Piemonte;CN;A735;0;3;10;0;0;0;1;3;0
Sud;Calabria;CZ;A736;0;0;2;0;0;0;0;0;0
Nord Est;Veneto;VR;A737;0;2;8;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;A738;0;0;2;0;0;0;0;0;0
Centro;Marche;MC;A739;0;0;0;0;0;0;0;1;0
Centro;Marche;PS;A740;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;A741;1;2;4,5;0;0;0;0;3;0
Nord Ovest;Piemonte;VB;A742;0;0;0;0;0;0;0;0;0
Sud;Basilicata;PZ;A743;0;0;9;0;0;0;0;0;0
Nord Ovest;Lombardia;LC;A745;0;2,5;5;0;5;0;0;0;0
Sud;Abruzzo;TE;A746;0;3;1,5;0;0;0;1;0;0
Nord Est;Emilia-Romagna;RN;A747;1;12;11,16;0;4,8;0;0;3,05;0
Centro;Lazio;RM;A749;0;2;0;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;A750;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;A751;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;NO;A752;0;1;6,5;0;0;0;0;1;1
Sud;Campania;CE;A755;0;1;3;0;0;0;1;0;0
Sud;Campania;SA;A756;0;0;0;0;0;0;0;0;0
Nord Est;Veneto;BL;A757;14;25,09;47,71;0;0;2;5;4;0
Nord Ovest;Lombardia;MI;A759;0;2;3,5;0;0;0;1;8,16;0
Centro;Marche;AP;A760;0;0;0;0;0;0;0;0;0
Sud;Molise;IS;A761;0;0;0;0;0;0;0;0;0
Sud;Calabria;CS;A762;0;0;2;0;0;0;0;0;0
Centro;Lazio;FR;A763;0;0;2;0;0;0;0;0;0
Isole;Sicilia;PA;A764;0;1;7;0;0;0;0;0;0
Centro;Lazio;RI;A765;0;0;1;0;0;0;0;0;0
Isole;Sicilia;CT;A766;5,17;126,28;91,25;0;0;0;37;11;0
Sud;Calabria;CS;A768;0;0;0,33;0;0;0;0;0;0
Centro;Marche;AN;A769;0;0;2;0;0;0;0;0;1
Nord Ovest;Piemonte;AT;A770;0;0;0;0;0;0;0;0;0
Nord Est;Emilia-Romagna;BO;A771;0;1;5,22;0;1;0;0;4;0,08
Sud;Calabria;KR;A772;0;0;0;0;0;0;0;0;0
Sud;Calabria;CS;A773;0;9;14,03;0;1,08;0;0;0;0
Nord Ovest;Piemonte;CN;A774;0;0;0;0;0;0;0;0;0
Isole;Sardegna;NU;A776;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;A777;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;A778;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;A779;0;4;18,75;0;0;0;0;2;14,6
Sud;Calabria;RC;A780;0;0;3;0;0;0;0;0;0
Isole;Sardegna;SS;A781;0;0;1,24;0;0;0;0;0;7
Nord Ovest;Piemonte;CN;A782;0;0;2,5;0;0;0;0;0;0
Sud;Campania;BN;A783;2;36,5;24,76;0;0;0;1;10;0
Nord Ovest;Piemonte;BI;A784;0;0;3;0;0;0;0;2;0
Nord Est;Emilia-Romagna;BO;A785;0;3;7,2;0;0;0;1;15;0
Nord Ovest;Lombardia;BG;A786;0;1;4,2;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;A787;0;2;4,33;0;0;0;0;0;1
Nord Est;Emilia-Romagna;PR;A788;0;2;7,03;1;0;0;0;0;0
Isole;Sardegna;SS;A789;0;3;6;0;0;0;0;1;0
Nord Ovest;Lombardia;CO;A791;0;2;0,5;0;0;0;0;1;0
Nord Ovest;Lombardia;PV;A792;0,25;0,25;4,25;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;A793;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A794;95,79;90,87;82;0;0;1;12,36;30,62;0
Nord Est;Veneto;RO;A795;0;0;0,42;0;0;0;0;0;0
Nord Ovest;Liguria;SV;A796;0;2;2;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;A798;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;A799;0;1;0;0;0;0;0;0;0
Sud;Basilicata;MT;A801;0;7;13;0;1;0;0;1;2
Nord Ovest;Lombardia;MI;A802;4;4;3,05;0;0;0;0;4,05;0
Nord Ovest;Lombardia;MI;A804;0;0;1;0;0;0;0;4;0
Nord Ovest;Piemonte;CN;A805;0;1,5;9,33;0;0;0;0;0;1
Nord Est;Emilia-Romagna;FE;A806;0;2;8;0;0;0;0;0;0
Nord Est;Emilia-Romagna;FO;A809;0;3;12,37;0;0;0;0;9,36;4
Nord Est;Friuli- Venezia Giulia;UD;A810;0;0,84;3,49;0;0;0;0;0;0,02
Nord Ovest;Lombardia;LO;A811;0;0;2;0;0;0;0;4;0
Nord Ovest;Piemonte;AT;A812;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;A813;0;0;1,24;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A815;0;0;2,5;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;A816;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;A817;0;1;2,78;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;A818;0;9;15,34;0;0;0;1;6,04;0
Nord Ovest;Lombardia;VA;A819;0;1;4;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;A820;0;0;4;0;0;0;0;0;0
Nord Est;Emilia-Romagna;PC;A823;0;0;3;0;0;0;0;0;2,33
Nord Ovest;Lombardia;VA;A825;0;0;4,55;0;0;0;0;11,4;0
Nord Ovest;Lombardia;VA;A826;3;2;10;0;0;0;0;4,32;0
Isole;Sardegna;SS;A827;0;0;0;0;0;0;1;0;0
Nord Est;Emilia-Romagna;PC;A831;0;0;5,69;0;0;0;0;1;1
Centro;Umbria;PG;A832;0;2;6,09;0;0;0;0;3;0
Nord Ovest;Piemonte;VB;A834;0;0;1,66;0;0;0;0;0;0
Centro;Umbria;PG;A835;0;1;10;0;0;0;0;0;0
Nord Ovest;Liguria;SP;A836;0;0;6;0;0;0;0;0;0
Nord Est;Veneto;VR;A837;0;2,92;2,5;0;0;0;0;0;0
Isole;Sicilia;CT;A841;0;8;22,14;0;0;0;0;2;0
Sud;Calabria;CS;A842;0;0;0;0;0;0;0;0;0
Sud;Calabria;RC;A843;0;3;3;0;0;0;0;0;0
Nord Ovest;Piemonte;NO;A844;0;1;1,35;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;A845;0;0;2,09;0;0;0;0;0,02;0
Nord Ovest;Lombardia;BG;A846;0;0;0,4;0;0;0;0;0,01;0
Nord Ovest;Piemonte;VC;A847;0;1;4;0;0;0;0;1;0
Nord Ovest;Lombardia;SO;A848;1;2;10;0;0;0;0;1;0
Nord Ovest;Lombardia;MI;A849;2;3;8,75;0;0;0;0;6;0
Nord Est;Emilia-Romagna;RE;A850;0;1,25;8,83;0;0;0;0,01;5;0
Centro;Toscana;AR;A851;3;3;10;0;0;0;0;2;0
Centro;Toscana;LI;A852;0;3;5;0;0;0;1;1;0
Nord Ovest;Piemonte;TO;A853;0;0;13;0;0;0;0;0;0
Sud;Puglia;FG;A854;0;0;6;0;0;0;0;17;2
Nord Est;Friuli- Venezia Giulia;UD;A855;0;1;1;0;0;0;0;0;1
Isole;Sardegna;OR;A856;0;0;0;0;0;0;0;0;0
Centro;Lazio;VT;A857;0;1;11;0;0;0;0;0;0
Nord Ovest;Piemonte;BI;A859;24,07;37;46,2;0;0;0;2;5,36;0,75
Nord Ovest;Lombardia;BS;A861;0;2;12,93;0;0;0;0;1;0,86
Centro;Toscana;PI;A864;2;12,25;7,83;0;0;0;1;4,2;0
Nord Ovest;Lombardia;MN;A866;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;A870;0;1;4,17;0;0;0;0;1;0
Nord Ovest;Lombardia;MI;A872;2;3;1,42;0;0;0;0;1;0
Sud;Puglia;BA;A874;0;0;4;0;0;0;0;0;0
Nord Ovest;Piemonte;BI;A876;0;0;2;0;0;0;0;0;0
Nord Ovest;Valle d'Aosta;AO;A877;0;0;0,34;0;0;0;0;0,5;0
Nord Ovest;Lombardia;BS;A878;0;0;1;0;0;0;0;0;0
Isole;Sardegna;NU;A880;0;0;2;0;0;0;0;0;2
Sud;Campania;AV;A881;0;0;5,01;0;0;0;0;0;0
Isole;Sicilia;PA;A882;0;1;14,23;0;0;0;0;0;0
Sud;Puglia;BA;A883;5;25;65,99;0;0;0;2;12,06;0
Sud;Abruzzo;AQ;A884;0;0;0;0;0;0;0;0;0
Sud;Abruzzo;TE;A885;0;1;1,33;0;0;0;0;0;0
Sud;Calabria;CS;A887;1;0;7,89;0;0;0;0;1;0
Nord Ovest;Piemonte;AL;A889;0;2;4;0;0;0;0;1;0
Nord Ovest;Lombardia;VA;A891;1;2;3;0;0;0;0;0;0
Sud;Puglia;BA;A892;0;5,5;12,66;0;0;0;0;2;0
Sud;Puglia;BA;A893;0;37,2;48,28;0;1;0;5;4,57;0
Sud;Puglia;BA;A894;0;4;13,28;0;0;0;0;1;0
Isole;Sardegna;NU;A895;0;0;2;0;0;0;0;0;1
Isole;Sicilia;AG;A896;0;2;12,67;0;0;0;0;0;0
Sud;Calabria;RC;A897;0;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;A898;0;1;6,5;0;0;0;0;0,03;0
Nord Ovest;Lombardia;BG;A903;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;A904;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;A905;0;1;2,66;0;0;0;0;0;0
Nord Est;Veneto;PD;A906;0;0;2;0;0;0;1;0;0
Nord Est;Emilia-Romagna;PC;A909;0;1;7,25;0;0;0;0;0;1
Nord Ovest;Piemonte;TO;A910;0;0;6;0;0;0;0;0;2
Nord Ovest;Piemonte;NO;A911;0,33;0,33;0,33;0;0;0;0;1;1
Sud;Calabria;CS;A912;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;VC;A914;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;A918;2;0;5;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;A919;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;A920;1;3;7,33;0;0;0;0;5;1
Nord Ovest;Liguria;GE;A922;0;0;4;0;0;0;0;0;0
Nord Ovest;Piemonte;VB;A925;0;1;4,5;0;0;0;0;0;0
Nord Ovest;Piemonte;NO;A929;0;0;2,67;0;0;0;0;0;0
Sud;Molise;CB;A930;0;4,99;6;0;0;0;0;0;0
Nord Ovest;Liguria;SV;A931;0;0;4,25;0;0;0;0;1;0
Nord Ovest;Liguria;SP;A932;0;8;6,5;0;0;0;0;5;0
Nord Ovest;Lombardia;BG;A937;0;1,5;2,67;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;A940;5;15;25,46;0;0;1;1;10;0
Nord Ovest;Piemonte;TO;A941;0;1;10;0;0;0;3;0;0
Sud;Basilicata;MT;A942;1;6;7,64;0;0,69;0;0;0;0
Nord Est;Emilia-Romagna;BO;A944;145,91;319,4;151,34;0;3;5;49,75;39,18;3,47
Sud;Abruzzo;PE;A945;0;1;0;0;0;0;0;0;0
Isole;Sicilia;PA;A946;0;0;2;0;0;0;0;0;0
Centro;Marche;MC;A947;0;0;0;0;0;0;0;0;0
Isole;Sardegna;NU;A948;0;0;2,22;0;0;0;0;0;3
Centro;Lazio;VT;A949;0;0;12;0;0;0;0;0;1
Nord Ovest;Lombardia;BG;A950;0;1;4,36;0;0;0;0;0,14;0
Nord Ovest;Piemonte;NO;A953;0;0;0;0;0;0;0;0;0
Nord Est;Veneto;VI;A954;3;4;5;0;0;0;0;2,98;2,94
Centro;Lazio;VT;A955;0;1;3;0;0;0;0;0;0
Sud;Abruzzo;CH;A956;0;1;1;0;0;0;0;0;0
Isole;Sicilia;CL;A957;0;0;0;0;0;0;0;0;0
Isole;Sicilia;PA;A958;0;0;1,93;0;0;0;0;1;0
Nord Est;Emilia-Romagna;MO;A959;0;3;13;0;0;0;1;11;1
Isole;Sardegna;OR;A960;0;0;0;0;0;0;0;0;2
Nord Ovest;Liguria;SP;A961;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A962;1;6;4,78;0;0;0;0;2;0
